"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CIB","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T"
"20","D","Naughton, Kyle - SWA","FA","SUN Wed 7:45PM","305.72","305.72","1","1","90","0","0","1","0","0","0","0","0","2","1","0","19","4","1","0","0","0","1","0","0","0","50","36","72.0","11","1","0","1","0","0","0","2","0","4","1","6","4","2","1","0","1","0","7","7","3","1","0","0","0","0","0","21","0","0","0","0","0","0","0","0","10","10","1","0","0","1"
"21","D","Kolarov, Aleksandar - MCI","FA","EVE Wed 7:45PM","304.85","304.85","1","1","90","0","0","4","2","0","0.0","0","1","1","1","0","19","1","2","1","0","0","0","0","0","0","40","34","85.0","16","10","0","10","0","0","3","0","1","2","0","2","2","2","2","0","0","0","7","1","2","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","11","11","1","0","0","1"
"22","M","Yaya Touré - MCI","FA","EVE Wed 7:45PM","304.8","304.8","1","1","90","0","0","0","2","0","0.0","0","1","5","2","0","16","0","2","0","0","0","0","0","0","0","69","55","79.7","11","0","0","0","0","0","0","0","0","3","0","3","3","0","0","0","0","0","8","2","1","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","11","1","0","0","1"
"23","D","Gabriel Paulista - ARS","FA","@LIV Wed 8:00PM","303.58","303.58","1","1","90","1","0","0","3","2","0.7","0","0","2","2","0","8","0","0","0","0","0","0","0","0","0","67","61","91.0","1","0","0","0","0","0","0","0","0","7","0","2","2","0","0","0","0","0","5","3","3","2","0","0","1","0","0","8","0","0","0","0","0","0","0","0","10","10","1","1","0","0"
"24","D","Daniels, Charlie - BOUR","FA","WHU Tue 7:45PM","301.86","301.86","1","1","90","0","0","1","0","0","0","0","0","1","1","0","15","0","0","0","0","0","0","0","0","0","56","48","85.7","10","2","0","2","0","0","2","4","0","2","0","6","5","3","1","0","3","0","3","3","1","0","0","0","0","0","0","16","0","0","0","0","0","0","0","2","12","12","0","0","1","0"
"25","M","Gueye, Idrissa - AVL","FA","CRY Tue 7:45PM","300.87","300.87","1","1","90","0","0","0","0","0","0","0","0","5","3","0","12","4","1","1","0","0","0","0","0","0","68","59","86.8","13","0","0","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","6","6","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","2","0","9","0","0","1","0"
"26","D","Smith, Adam - BOUR","FA","WHU Tue 7:45PM","296.9","296.9","1","1","90","0","0","0","0","0","0","0","0","4","4","0","12","2","1","0","0","0","0","0","0","1","50","45","90.0","15","2","0","2","1","0","0","0","0","2","0","0","0","7","5","0","0","0","10","5","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","2","12","12","0","0","1","0"
"27","F","Deeney, Troy - WAT","FA","@SOU Wed 7:45PM","296.42","296.42","1","1","90","0","1","1","3","0","0.0","0","3","1","1","0","31","0","0","1","0","0","0","0","0","0","43","18","41.9","9","1","0","1","0","0","2","0","0","0","0","4","2","2","1","0","0","0","8","11","6","7","1","0","0","0","0","33","0","0","0","0","0","0","0","2","0","10","0","0","1","0"
"28","F","Deulofeu, Gerard - EVE","FA","@MCI Wed 7:45PM","296.25","296.25","1","1","90","1","0","2","2","1","0.5","0","0","2","2","0","23","1","2","1","0","0","0","0","0","0","36","27","75.0","17","11","1","10","3","0","0","0","0","2","0","0","0","5","2","0","0","0","6","6","0","0","0","0","1","0","0","23","0","0","0","0","0","0","0","4","0","8","0","0","1","0"
"29","F","Lukaku, Romelu - EVE","FA","@MCI Wed 7:45PM","295.48","295.48","1","1","90","2","0","3","3","2","0.7","0","0","0","0","0","20","0","1","0","0","0","0","0","0","0","48","39","81.3","17","1","0","1","0","0","1","0","0","0","0","1","1","5","2","0","0","0","3","9","0","2","0","0","2","0","0","20","0","0","0","0","0","0","0","4","0","8","0","0","1","0"
"30","M","Young, Ashley - MUN","FA","@NEW Tue 7:45PM","294.78","294.78","1","1","90","0","0","1","0","0","0","0","0","1","1","0","22","2","1","0","0","0","0","0","0","0","45","35","77.8","11","8","0","8","0","0","1","1","0","4","1","2","1","5","1","0","0","0","3","7","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","8","8","1","0","0","1"
"31","D","Trippier, Kieran - TOT","FA","LEIC Wed 8:00PM","293.65","293.65","1","1","90","0","1","2","1","0","0.0","0","0","1","1","0","30","1","1","0","0","0","0","0","0","0","37","24","64.9","9","9","2","7","0","0","1","1","0","3","0","4","2","1","0","0","0","1","7","6","5","2","0","0","0","0","0","32","0","0","0","0","0","0","0","1","0","9","0","1","0","0"
"32","F","Martial, Anthony - MUN","WW","@NEW Tue 7:45PM","291.82","291.82","1","1","90","0","0","1","2","0","0.0","1","1","1","1","0","24","1","1","0","0","0","0","0","0","0","44","36","81.8","18","2","1","1","0","0","0","0","0","0","0","1","1","6","2","0","0","0","5","11","1","2","1","0","0","0","0","24","0","0","0","0","0","0","0","0","0","8","1","0","0","1"
"33","D","Rose, Danny - TOT","FA","LEIC Wed 8:00PM","290.82","290.82","1","1","90","0","0","0","0","0","0","0","0","2","2","0","19","1","2","0","0","0","0","0","0","0","56","46","82.1","14","5","0","5","0","0","1","1","0","2","0","0","0","1","0","0","0","0","5","4","1","2","0","0","0","0","0","19","0","0","0","0","0","0","0","1","0","9","0","1","0","0"
"34","M","Schneiderlin, Morgan - MUN","FA","@NEW Tue 7:45PM","289.9","289.9","1","1","90","0","0","0","1","0","0.0","0","0","5","5","0","8","2","1","1","0","0","0","0","0","0","69","62","89.9","11","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","6","4","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8","1","0","0","1"
"35","F","Ayew, Jordan - AVL","WW","CRY Tue 7:45PM","289.77","289.77","1","1","90","0","0","1","2","2","1.0","0","0","1","1","0","20","5","2","1","0","0","1","0","0","0","30","23","76.7","9","0","0","0","0","0","3","0","1","0","0","0","0","9","3","0","0","0","11","25","5","9","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","9","0","0","1","0"
"36","D","Bellerín, Héctor - ARS","FA","@LIV Wed 8:00PM","288.9","288.9","1","1","90","0","0","0","0","0","0","0","0","3","3","0","12","1","0","0","0","0","0","0","0","0","50","45","90.0","12","5","1","4","0","0","1","1","0","2","1","1","1","1","0","0","0","0","6","5","3","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","10","10","1","1","0","0"
"37","M","Coutinho, Philippe - LIV","FA","ARS Wed 8:00PM","286.91","286.91","1","1","83","0","0","2","6","1","0.2","0","1","0","0","0","23","0","1","0","0","0","0","0","0","0","50","37","74.0","18","2","0","2","3","0","1","1","1","1","0","2","2","1","0","0","1","0","2","6","1","1","1","0","0","0","0","23","0","1","0","0","0","0","0","0","0","8","1","1","0","0"
"38","D","Lovren, Dejan - LIV","FA","ARS Wed 8:00PM","286.75","286.75","1","1","90","0","0","2","1","0","0.0","0","0","1","0","0","15","0","1","0","0","0","0","0","0","0","61","46","75.4","13","0","0","0","0","0","0","0","0","1","0","5","3","0","0","0","0","0","4","1","2","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","8","8","1","1","0","0"
"39","M","Afellay, Ibrahim - STK","WW","NOR Wed 7:45PM","285.96","285.96","1","1","90","0","0","0","0","0","0","0","0","2","2","0","8","2","2","0","0","0","1","0","0","0","67","64","95.5","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","5","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","3","0","15","0","1","0","0"
"40","D","Chambers, Calum - ARS","FA","@LIV Wed 8:00PM","279.9","279.9","1","1","90","0","0","0","0","0","0","0","0","1","1","0","8","2","1","1","0","0","0","0","0","0","59","53","89.8","13","1","0","1","0","0","0","0","0","3","0","3","3","0","0","0","0","4","4","3","2","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","10","1","1","0","0"
"41","D","Moreno, Alberto - LIV","FA","ARS Wed 8:00PM","279.65","279.65","1","1","90","0","0","2","0","0","0","0","0","2","2","0","22","4","0","1","0","0","0","0","0","0","43","28","65.1","8","4","1","3","1","1","0","1","0","3","0","2","1","1","0","0","2","0","3","7","1","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","8","8","1","1","0","0"
"42","D","Cook, Steve - BOUR","FA","WHU Tue 7:45PM","278.93","278.93","1","1","90","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","68","63","92.6","5","0","0","0","0","0","0","2","0","1","1","3","3","0","0","0","0","2","0","2","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","2","12","12","0","0","1","0"
"43","M","Jedinak, Mile - CRY","FA","@AVL Tue 7:45PM","278.75","278.75","1","1","90","0","0","1","1","0","0.0","0","0","3","2","0","18","1","0","0","0","0","0","0","0","1","55","41","74.5","9","0","0","0","0","0","0","0","0","3","0","1","1","1","1","0","0","1","10","4","6","1","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","5","1","0","0","1"
"44","D","Cameron, Geoff - STK","FA","NOR Wed 7:45PM","278.27","278.27","1","1","78","0","0","0","2","1","0.5","0","1","4","3","0","14","1","0","0","0","0","0","0","0","0","52","40","76.9","10","0","0","0","0","0","0","0","0","3","0","1","1","4","2","0","0","0","10","11","4","4","0","0","0","0","0","14","0","1","0","0","0","0","0","3","0","14","0","1","0","0"
"45","D","Jenkinson, Carl - WHU","FA","@BOUR Tue 7:45PM","276.73","276.73","1","1","90","0","0","1","0","0","0","0","0","1","1","0","21","0","0","0","0","0","0","0","0","0","40","29","72.5","4","3","1","2","0","0","1","0","0","1","0","6","4","2","0","0","1","0","2","4","1","1","1","0","0","0","0","23","0","0","0","0","0","0","1","1","16","16","0","1","0","0"
"46","D","Gibbs, Kieran - ARS","FA","@LIV Wed 8:00PM","275.87","275.87","1","1","82","0","0","0","0","0","0","0","0","1","0","0","11","1","0","0","0","0","0","0","0","0","62","54","87.1","8","3","1","2","0","0","1","0","0","2","0","3","3","1","0","0","0","0","3","2","2","0","0","0","0","0","0","11","0","1","0","0","0","0","0","0","7","7","1","1","0","0"
"47","D","Janmaat, Daryl - NEW","FA","MUN Tue 7:45PM","275.79","275.79","1","1","90","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","34","27","79.4","6","6","1","5","0","0","0","1","0","2","0","6","4","2","0","0","0","0","2","5","2","3","0","0","0","0","0","17","0","0","0","0","0","0","0","1","22","22","0","0","1","0"
"48","D","Tomkins, James - WHU","FA","@BOUR Tue 7:45PM","275.66","275.66","1","1","90","0","0","3","1","0","0.0","0","0","8","6","0","13","1","3","1","0","0","1","0","0","0","35","23","65.7","1","2","2","0","0","0","0","2","0","3","0","8","6","0","0","0","1","0","12","1","1","0","1","0","0","0","0","15","0","0","0","0","0","0","0","1","16","16","0","1","0","0"
"49","M","Brady, Robbie - NOR","WW","@STK Wed 7:45PM","275.65","275.65","1","1","90","0","0","1","2","0","0.0","0","1","3","3","0","19","2","1","0","0","0","0","0","0","0","37","24","64.9","6","4","1","3","1","1","1","1","1","2","0","7","5","2","1","0","0","0","9","6","4","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","6","6","1","1","0","0"
"50","M","Fletcher, Darren - WBA","FA","@CHE Wed 7:45PM","275.02","275.02","1","1","90","1","0","2","5","1","0.2","0","3","3","3","0","16","0","0","0","0","0","0","0","0","0","44","36","81.8","18","2","0","2","0","0","0","0","0","3","0","1","1","1","0","0","0","0","4","5","1","0","0","0","1","0","0","16","0","0","0","0","0","0","0","0","0","7","1","1","0","0"
"51","M","Hazard, Eden - CHE","FA","WBA Wed 7:45PM","273.72","273.72","1","1","90","0","0","1","0","0","0","0","0","1","1","0","24","1","6","1","0","0","0","0","0","0","36","26","72.2","10","2","0","2","0","0","1","0","0","0","0","0","0","5","4","0","0","0","11","9","0","2","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","12","1","0","0","1"
"52","M","M'Vila, Yann - SUN","WW","@SWA Wed 7:45PM","272.77","272.77","1","1","90","0","0","1","0","0","0","0","0","4","2","0","16","0","0","0","0","0","0","0","0","0","44","34","77.3","9","4","0","4","1","0","0","0","0","2","1","4","3","0","0","0","0","0","7","4","3","1","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","17","0","0","1","0"
"53","D","Bertrand, Ryan - SOU","FA","WAT Wed 7:45PM","271.73","271.73","1","1","90","0","0","0","0","0","0","0","0","0","0","0","22","2","1","1","0","0","0","0","0","0","30","22","73.3","9","8","0","8","1","0","1","0","0","3","0","1","1","3","1","0","2","0","3","9","1","2","0","0","0","0","0","22","0","0","0","0","0","0","0","2","13","13","0","0","1","0"
"54","M","Oriol Romeu - SOU","WW","WAT Wed 7:45PM","270.37","270.37","1","1","90","0","0","0","2","1","0.5","0","0","4","4","0","9","2","0","1","0","0","0","0","0","0","52","45","86.5","14","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","6","5","2","2","0","0","0","0","0","9","0","0","0","0","0","0","0","2","0","13","0","0","1","0"
"55","M","Fernandinho - MCI","FA","EVE Wed 7:45PM","269.84","269.84","1","1","90","0","0","0","1","0","0.0","0","1","2","1","0","11","0","0","0","0","0","0","0","0","0","56","47","83.9","15","0","0","0","0","0","0","0","0","4","0","1","1","1","0","0","0","0","5","4","3","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","11","1","0","0","1"
"56","M","Oxlade-Chamberlain, Alex - ARS","FA","@LIV Wed 8:00PM","268.8","268.8","1","1","89","0","0","0","1","0","0.0","0","1","4","3","0","16","1","5","0","0","0","0","0","0","0","40","32","80.0","12","3","0","3","0","0","2","1","0","1","0","0","0","3","3","0","0","0","13","3","1","0","0","0","0","0","0","16","0","1","0","0","0","0","0","0","0","10","1","1","0","0"
"57","M","Kouyaté, Cheikhou - WHU","FA","@BOUR Tue 7:45PM","268.77","268.77","1","1","90","0","0","0","1","0","0.0","0","0","5","5","0","14","1","1","0","0","0","0","0","0","0","47","36","76.6","2","1","0","1","0","0","0","1","0","4","0","3","3","0","0","0","1","0","10","3","4","1","0","0","0","0","0","14","0","0","0","0","0","0","0","1","0","16","0","1","0","0"
"58","D","Dummett, Paul - NEW","FA","MUN Tue 7:45PM","268.62","268.62","1","1","90","0","0","0","1","0","0.0","1","0","4","4","0","13","3","1","0","0","0","0","0","0","0","26","16","61.5","4","2","1","1","0","0","1","4","0","2","0","6","2","0","0","0","2","1","8","7","3","1","0","0","0","0","0","17","0","0","0","0","0","0","0","1","22","22","0","0","1","0"
"59","M","Watson, Ben - WAT","FA","@SOU Wed 7:45PM","267.67","267.67","1","1","90","0","0","1","0","0","0","0","0","1","1","0","20","0","0","0","0","0","0","0","0","0","43","29","67.4","6","6","1","5","5","1","0","1","0","4","1","2","1","0","0","0","0","0","5","4","4","0","0","0","0","0","0","21","0","0","0","0","0","0","0","2","0","10","0","0","1","0"
"60","M","Brunt, Chris - WBA","FA","@CHE Wed 7:45PM","266.62","266.62","1","1","90","0","0","1","1","0","0.0","0","0","2","2","0","24","0","0","0","0","0","0","0","0","0","26","16","61.5","10","12","2","10","9","2","1","2","0","0","0","3","1","1","1","0","0","1","5","4","2","1","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","7","1","1","0","0"
"61","D","Johnson, Glen - STK","WW","NOR Wed 7:45PM","265.87","265.87","1","1","90","0","0","0","0","0","0","0","0","1","1","0","12","0","0","0","0","0","0","0","0","0","47","41","87.2","4","2","0","2","0","0","2","1","0","2","0","1","1","3","3","0","0","1","4","3","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","15","15","0","1","0","0"
"62","M","Veretout, Jordan - AVL","WW","CRY Tue 7:45PM","264.81","264.81","1","1","81","0","0","3","0","0","0","0","0","1","1","0","20","2","0","1","0","0","0","0","0","0","36","29","80.6","12","11","5","6","6","4","1","0","0","0","0","0","0","2","1","0","0","0","2","6","0","1","0","0","0","0","0","20","0","1","0","0","0","0","0","1","0","8","0","0","1","0"
"63","F","Benteke, Christian - LIV","FA","ARS Wed 8:00PM","264.29","264.29","1","1","90","1","0","3","3","2","0.7","0","1","1","0","0","15","3","1","1","0","0","1","0","1","0","32","20","62.5","10","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","8","15","6","13","0","1","1","0","0","15","0","0","0","0","0","0","0","0","0","8","1","1","0","0"
"64","D","Vertonghen, Jan - TOT","FA","LEIC Wed 8:00PM","263.87","263.87","1","1","90","0","0","1","0","0","0","0","0","1","1","0","8","0","1","0","0","0","0","0","0","0","55","48","87.3","7","0","0","0","0","0","0","0","0","0","0","6","4","0","0","0","0","1","4","2","2","1","0","0","0","0","0","10","0","0","0","0","0","0","0","1","9","9","0","1","0","0"
"65","M","Howson, Jonny - NOR","FA","@STK Wed 7:45PM","263.2","263.2","1","1","90","1","0","0","2","1","0.5","0","0","4","4","0","17","0","1","0","0","0","0","0","0","0","40","28","70.0","10","3","1","2","0","0","0","1","0","0","0","1","1","0","0","0","0","0","8","7","3","5","0","0","1","0","0","17","0","0","0","0","0","0","0","0","0","6","1","1","0","0"
"66","D","Wollscheid, Philipp - STK","FA","NOR Wed 7:45PM","262.95","262.95","1","1","90","0","0","0","0","0","0","0","0","6","3","0","2","1","0","1","0","0","0","0","0","0","44","42","95.5","0","0","0","0","0","0","0","2","0","2","0","10","7","1","1","0","0","0","9","2","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","3","15","15","0","1","0","0"
"67","D","van Aanholt, Patrick - SUN","FA","@SWA Wed 7:45PM","262.81","262.81","1","1","90","0","0","2","1","0","0.0","0","0","0","0","0","15","0","1","0","0","0","0","0","0","0","37","30","81.1","8","1","0","1","1","0","0","0","0","2","0","4","1","1","1","0","1","1","4","2","2","1","0","0","0","0","0","18","0","0","0","0","0","0","0","1","17","17","0","0","1","0"
"68","D","Jones, Billy - SUN","FA","@SWA Wed 7:45PM","261.59","261.59","1","1","90","0","0","0","0","0","0","0","0","2","2","0","17","1","0","0","0","0","0","0","0","0","29","17","58.6","7","2","0","2","0","0","1","1","0","0","0","5","4","0","0","0","0","0","10","5","8","3","0","0","0","0","0","18","0","0","0","0","0","0","0","1","17","17","0","0","1","0"
"69","D","Coleman, Seamus - EVE","FA","@MCI Wed 7:45PM","260.92","260.92","1","1","90","0","0","0","1","0","0.0","0","0","2","2","0","13","1","1","0","0","0","0","0","0","1","39","36","92.3","11","6","0","6","0","0","1","0","0","0","0","2","1","4","2","0","0","0","5","5","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","4","8","8","0","0","1","0"
"70","M","Surman, Andrew - BOUR","FA","WHU Tue 7:45PM","260.88","260.88","1","1","90","0","0","0","0","0","0","0","0","2","2","0","7","0","1","0","0","0","0","0","0","0","60","53","88.3","14","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","2","0","12","0","0","1","0"
"71","D","Williams, Ashley - SWA","FA","SUN Wed 7:45PM","260.79","260.79","1","1","90","0","0","0","0","0","0","0","0","1","1","0","10","0","0","0","0","0","0","0","0","0","39","31","79.5","2","0","0","0","0","0","0","2","0","2","1","18","10","0","0","0","0","1","4","0","3","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","10","10","1","0","0","1"
"72","F","Arnautovic, Marko - STK","FA","NOR Wed 7:45PM","260.17","260.17","1","1","90","1","1","1","3","1","0.3","0","1","2","2","0","13","3","2","0","0","0","0","0","0","2","30","25","83.3","6","2","0","2","0","0","0","0","0","2","0","2","2","6","3","0","0","0","7","8","0","0","1","0","1","0","0","13","0","0","1","1","0","1","0","3","0","15","0","1","0","0"
