"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","W","L","T","CS","ShA","ShA","GA","GAIB","GAOB","Sv","Sv%","SvIB","SvOB","YC","SYC","RC","RCR","FC","FC/G","FS","FS/G","Pen","DP","PKGA","PKS","PKF","PKD","SubOn","SubOff","G","A","ASh","ABS","AFKG","AHW","AOG","APL","APKG","ASOP","Pa","APa","SFTP","Int","IntB","ClA","ClS","OO","DW","DL","AW","AL","HCA","HCS","Sm","Pu","GON"
"1","G","Hennessey, Wayne - CRY","FA","@AVL Tue 7:45PM","196.8","196.8","1","1","90","1","0","0","0","26","5","1","1","0","4","80.0","2","2","0","0","0","0","0","0.0","0","0.0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","40","15","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0"
"2","G","Schmeichel, Kasper - LEIC","FA","@TOT Wed 8:00PM","181.5","181.5","1","1","90","1","0","0","0","13","4","2","2","0","2","50.0","1","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","10","6","0","0","3","2","0","1","0","1","0","2","2","1","2","0"
"3","G","Howard, Tim - EVE","FA","@MCI Wed 7:45PM","180.4","180.4","1","1","90","0","1","0","0","10","5","3","3","0","2","40.0","1","1","1","0","0","0","1","1.0","0","0.0","1","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","29","24","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4","G","Gomes, Heurelho - WAT","FA","@SOU Wed 7:45PM","179","179","1","1","90","1","0","0","1","12","4","0","0","0","4","100.0","2","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","11","5","0","0","1","0","0","1","0","1","0","4","4","0","0","0"
"5","G","Lloris, Hugo - TOT","FA","LEIC Wed 8:00PM","179","179","1","1","90","1","0","0","1","11","4","0","0","0","4","100.0","3","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","16","0","0","0","2","2","0","0","0","0","0","2","2","1","2","0"
"6","G","Elliot, Robert - NEW","FA","MUN Tue 7:45PM","178.86","178.86","1","1","90","0","0","1","0","10","7","1","1","0","6","85.7","3","3","0","0","0","0","0","0.0","1","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","11","2","0","0","1","1","0","2","0","2","0","3","3","0","1","0"
"7","G","Gazzaniga, Paulo - SOU","FA","WAT Wed 7:45PM","176.6","176.6","1","1","90","0","1","0","0","12","5","2","2","0","3","60.0","2","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","21","3","0","0","1","1","0","0","0","0","0","1","1","0","0","0"
"8","G","Cech, Petr - ARS","FA","@LIV Wed 8:00PM","175.83","175.83","1","1","90","1","0","0","0","20","6","1","0","1","5","83.3","3","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","12","3","0","0","1","1","0","0","0","0","0","1","1","0","1","0"
"9","G","Adrián - WHU","FA","@BOUR Tue 7:45PM","175","175","1","1","90","0","0","1","1","22","2","0","0","0","2","100.0","1","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","13","3","0","0","2","2","0","0","0","0","0","1","0","1","1","0"
"10","G","Pantilimon, Costel - SUN","FA","@SWA Wed 7:45PM","172.57","172.57","1","1","90","0","1","0","0","17","7","3","3","0","4","57.1","2","2","1","0","0","0","1","1.0","0","0.0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","20","11","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0"
