"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T","CIB"
"1","M","Cazorla, Santiago - ARS","FA","@NOR Sun 4:15PM","469.6","469.6","1","1","90","0","0","4","3","2","0.7","0","1","0","0","0","18","1","0","1","0","0","0","0","0","0","127","118","92.9","52","5","2","3","5","1","0","1","3","0","0","0","2","1","0","0","0","1","4","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"2","M","Fàbregas, Cesc - CHE","FA","@TOT Sun 12:00PM","393.52","393.52","1","1","90","0","0","1","4","3","0.8","0","1","1","1","0","31","1","2","0","0","0","0","0","0","0","91","70","76.9","27","5","0","5","1","0","0","0","0","0","0","0","0","0","0","1","0","3","4","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","2","0","13","0","0","1","0","1"
"3","M","Ramsey, Aaron - ARS","FA","@NOR Sun 4:15PM","391.39","391.39","1","1","90","0","0","5","2","1","0.5","0","1","0","0","0","17","1","3","0","0","0","0","0","0","1","100","89","89.0","40","1","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","3","8","0","1","1","0","0","0","0","17","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"4","M","Milner, James - LIV","FA","SWA Sun 4:15PM","386.83","386.83","1","1","90","0","0","3","2","0","0.0","0","1","0","0","0","23","4","2","0","0","0","1","0","0","0","77","64","83.1","35","6","1","5","4","2","0","0","1","0","2","1","0","0","0","1","0","3","11","1","3","0","0","0","0","0","24","0","0","0","0","0","0","0","3","0","12","0","0","1","0","1"
"5","D","Kolarov, Aleksandar - MCI","FA","SOU Sat 3:00PM","380.88","380.88","1","1","90","0","0","1","2","0","0.0","0","0","1","1","0","18","0","2","0","0","0","0","0","0","0","78","69","88.5","33","6","3","3","2","2","0","1","1","0","4","4","3","1","0","1","0","8","2","5","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","7","7","1","1","0","0","0"
"6","M","Gueye, Idrissa - AVL","FA","WAT Sat 3:00PM","376.83","376.83","1","1","90","0","0","5","2","0","0.0","0","0","2","1","0","25","3","4","0","0","0","1","0","0","0","76","63","82.9","19","2","1","1","0","0","0","0","3","0","0","0","9","5","0","0","0","14","9","3","1","0","0","0","0","0","25","0","0","0","0","0","0","0","2","0","7","0","0","0","1","0"
"7","F","Sánchez, Alexis - ARS","FA","@NOR Sun 4:15PM","358.09","358.09","1","1","90","0","0","2","7","2","0.3","0","4","5","3","0","20","2","5","0","0","0","0","0","0","0","67","54","80.6","32","4","1","3","2","2","0","1","1","0","0","0","2","2","0","0","0","13","6","1","1","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"8","M","Morrison, James - WBA","FA","@WHU Sun 2:05PM","352.58","352.58","1","1","90","0","0","5","3","2","0.7","0","0","2","1","0","14","0","1","0","0","0","0","0","0","0","82","75","91.5","28","1","0","1","0","0","0","0","3","0","0","0","3","1","0","0","0","4","4","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","13","1","1","0","0","0"
"9","D","Amavi, Jordan - AVL","WW","WAT Sat 3:00PM","347.86","347.86","1","1","90","0","1","4","2","0","0.0","0","1","6","6","0","25","2","3","0","0","0","0","0","0","0","44","38","86.4","8","10","3","7","0","2","0","0","2","0","3","3","11","5","0","1","0","15","11","1","1","1","0","0","0","0","25","0","0","0","0","0","0","0","2","7","7","0","0","0","1","0"
"10","M","Yaya Touré - MCI","FA","SOU Sat 3:00PM","345.92","345.92","1","1","90","0","0","2","4","0","0.0","0","2","2","2","0","10","1","0","0","0","0","0","0","0","0","87","80","92.0","18","0","0","0","0","1","0","1","0","0","1","1","6","5","0","0","0","7","4","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","7","1","1","0","0","0"
"11","M","Schweinsteiger, Bastian - MUN","WW","@LEIC Sat 5:30PM","340.86","340.86","1","1","90","0","0","0","0","0","0","0","0","3","2","0","15","1","2","0","0","0","1","0","0","0","88","76","86.4","15","0","0","0","0","0","0","0","4","0","1","1","1","1","0","0","0","7","2","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","2","0","9","0","0","1","0","0"
"12","D","Shaw, Luke - MUN","FA","@LEIC Sat 5:30PM","340.82","340.82","1","1","90","0","1","2","0","0","0","0","0","1","1","0","15","3","0","0","0","0","0","0","0","0","67","55","82.1","19","6","4","2","0","0","0","0","2","0","4","3","3","2","0","0","1","6","9","3","4","1","0","0","0","0","16","0","0","0","0","0","0","0","2","9","9","0","0","1","0","0"
"13","M","Leiva, Lucas - LIV","FA","SWA Sun 4:15PM","335.87","335.87","1","1","90","0","0","1","0","0","0","0","0","2","2","0","12","2","2","1","0","0","0","0","0","0","77","67","87.0","23","2","0","2","0","0","0","0","1","0","3","2","0","0","0","1","0","5","6","1","1","0","0","0","0","0","13","0","0","0","0","0","0","0","3","0","12","0","0","1","0","1"
"14","M","Whelan, Glenn - STK","FA","@SUN Sat 3:00PM","332.88","332.88","1","1","90","0","0","2","0","0","0","0","0","3","3","0","12","0","0","0","0","0","0","0","0","0","83","73","88.0","9","2","0","2","2","0","0","0","1","0","1","1","3","3","0","1","0","8","0","2","0","0","0","0","0","0","12","0","0","0","0","0","0","0","1","0","15","0","0","1","0","0"
"15","M","Sánchez, Carlos - AVL","FA","WAT Sat 3:00PM","329.91","329.91","1","1","90","0","0","0","1","0","0.0","0","0","6","6","0","9","1","0","0","0","0","0","0","0","0","79","72","91.1","13","0","0","0","0","0","0","0","3","0","2","2","2","2","0","0","0","9","7","1","3","0","0","0","0","0","9","0","0","0","0","0","0","0","2","0","7","0","0","0","1","0"
"16","D","Clark, Ciaran - AVL","FA","WAT Sat 3:00PM","328.74","328.74","1","1","90","0","0","2","0","0","0","0","0","3","2","0","18","0","2","1","0","0","0","0","0","0","61","45","73.8","6","1","1","0","0","0","0","0","5","2","11","9","1","1","0","1","1","14","4","8","1","0","0","0","0","0","20","0","0","0","0","0","0","0","2","7","7","0","0","0","1","2"
"17","D","Lovren, Dejan - LIV","FA","SWA Sun 4:15PM","327.42","327.42","1","1","90","0","0","1","2","1","0.5","0","0","1","1","0","9","2","1","0","0","0","0","0","0","0","72","66","91.7","21","2","1","1","0","0","0","0","0","0","3","3","1","0","0","0","1","3","6","1","2","0","0","0","0","0","9","0","0","0","0","0","0","0","3","12","12","0","0","1","0","0"
"18","M","Fletcher, Darren - WBA","FA","@WHU Sun 2:05PM","326.89","326.89","1","1","90","0","0","0","1","0","0.0","0","1","3","3","0","12","0","1","0","0","0","0","0","0","0","79","70","88.6","16","1","0","1","0","1","0","0","2","0","0","0","2","1","0","0","0","5","6","1","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","13","1","1","0","0","0"
"19","D","Pieters, Erik - STK","FA","@SUN Sat 3:00PM","317.77","317.77","1","1","90","0","0","0","1","1","1.0","0","0","4","4","0","19","1","2","1","0","0","0","0","0","0","48","37","77.1","8","2","0","2","0","1","0","0","1","0","6","4","1","0","0","2","1","10","9","4","2","0","0","0","0","0","21","0","0","0","0","0","0","0","1","15","15","0","0","1","0","1"
"20","M","Silva, David - MCI","FA","SOU Sat 3:00PM","316.94","316.94","1","1","75","0","1","3","1","0","0.0","0","0","1","1","0","16","0","0","0","0","0","0","0","0","0","66","62","93.9","31","6","1","5","5","1","0","1","1","0","0","0","2","1","0","0","0","2","9","0","0","0","0","0","0","0","16","0","1","0","0","0","0","0","0","0","4","1","1","0","0","0"
"21","F","Sterling, Raheem - MCI","FA","SOU Sat 3:00PM","316.52","316.52","1","1","89","1","0","3","3","2","0.7","0","1","2","2","0","20","1","3","0","0","0","0","0","0","0","48","41","85.4","29","3","0","3","1","3","0","0","2","0","0","0","4","2","0","0","0","7","11","0","0","0","0","1","0","0","20","0","1","0","0","0","0","0","0","0","5","1","1","0","0","0"
"22","M","Fernandinho - MCI","FA","SOU Sat 3:00PM","315.96","315.96","1","1","90","1","0","3","1","1","1.0","0","0","5","4","0","5","1","1","0","0","0","0","0","0","0","77","74","96.1","14","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","1","6","4","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","7","1","1","0","0","0"
"23","M","Puncheon, Jason - CRY","FA","NEW Sat 3:00PM","309.8","309.8","1","1","90","0","0","1","1","0","0.0","0","0","4","3","0","16","1","3","0","0","0","0","0","1","1","51","41","80.4","13","4","0","4","4","0","0","0","3","0","1","1","1","1","0","0","0","8","9","0","1","0","0","0","0","0","16","0","0","0","0","0","0","0","1","0","26","0","1","0","0","0"
"24","D","Gabriel Paulista - ARS","FA","@NOR Sun 4:15PM","307.95","307.95","1","1","90","0","0","0","0","0","0","0","0","2","2","0","4","0","0","0","0","0","0","0","0","0","82","78","95.1","6","0","0","0","0","0","0","0","3","1","8","4","0","0","0","0","0","6","0","4","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"25","D","Ivanovic, Branislav - CHE","FA","@TOT Sun 12:00PM","306.91","306.91","1","1","90","0","0","0","3","0","0.0","0","2","3","3","0","9","0","0","0","0","0","0","0","0","0","54","49","90.7","21","2","0","2","0","1","0","0","0","0","4","4","1","1","0","2","0","7","3","3","2","0","0","0","0","0","9","0","0","0","0","0","0","0","2","13","13","0","0","1","0","3"
"26","M","Hazard, Eden - CHE","FA","@TOT Sun 12:00PM","306.87","306.87","1","1","90","0","0","4","1","0","0.0","0","0","0","0","0","17","1","2","0","0","0","0","0","0","0","54","47","87.0","28","4","0","4","0","1","0","0","0","0","0","0","5","3","0","0","0","5","5","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","13","0","0","1","0","0"
"27","D","Gomez, Joseph - LIV","FA","SWA Sun 4:15PM","305.88","305.88","1","1","78","0","0","1","1","0","0.0","0","0","2","2","0","15","0","1","0","0","0","0","0","0","0","65","57","87.7","20","3","1","2","0","0","0","0","1","0","1","1","1","0","0","0","0","5","5","2","0","0","0","0","0","0","15","0","1","0","0","0","0","0","2","11","11","0","0","1","0","1"
"28","F","Depay, Memphis - MUN","FA","@LEIC Sat 5:30PM","303.27","303.27","1","1","90","0","0","0","2","1","0.5","0","0","1","1","0","24","2","3","1","0","0","0","0","0","0","53","41","77.4","14","5","1","4","1","0","0","1","1","0","0","0","3","1","0","0","0","6","7","1","0","0","0","0","0","0","24","0","0","0","0","0","0","0","2","0","9","0","0","1","0","0"
"29","D","Monreal, Nacho - ARS","FA","@NOR Sun 4:15PM","301.94","301.94","1","1","90","0","0","1","1","1","1.0","0","0","3","3","0","5","1","1","0","0","0","0","0","0","0","72","68","94.4","28","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","5","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"30","D","Darmian, Matteo - MUN","WW","@LEIC Sat 5:30PM","301.8","301.8","1","1","90","0","0","0","0","0","0","0","0","2","2","0","16","1","1","0","0","0","0","0","0","0","65","52","80.0","19","2","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","6","2","3","0","0","0","0","0","0","16","0","0","0","0","0","0","0","2","9","9","0","0","1","0","0"
"31","D","Koscielny, Laurent - ARS","FA","@NOR Sun 4:15PM","300.99","300.99","1","1","90","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","86","85","98.8","11","0","0","0","0","0","0","0","3","1","1","1","0","0","0","0","0","2","3","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"32","D,M","Blind, Daley - MUN","FA","@LEIC Sat 5:30PM","300.88","300.88","1","1","90","0","0","0","0","0","0","0","0","2","1","0","10","1","0","0","0","0","0","0","0","0","66","58","87.9","10","0","0","0","0","0","0","0","3","0","4","3","0","0","0","0","0","6","5","4","3","0","0","0","0","0","11","0","0","0","0","0","0","0","2","9","9","0","0","1","0","0"
"33","M","Coquelin, Francis - ARS","FA","@NOR Sun 4:15PM","298.95","298.95","1","1","90","0","0","0","1","0","0.0","0","1","5","4","0","6","0","3","0","0","0","0","0","0","0","73","69","94.5","18","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","10","2","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"34","D","Francis, Simon - BOUR","FA","EVE Sat 3:00PM","298.65","298.65","1","1","90","0","0","0","1","0","0.0","0","1","4","3","0","28","0","0","0","0","0","0","0","0","0","49","32","65.3","14","3","0","3","1","2","0","0","2","0","3","3","2","0","0","0","0","7","7","3","1","0","0","0","0","0","28","0","0","0","0","0","0","0","1","4","4","0","0","0","1","0"
"35","D","Bellerín, Héctor - ARS","FA","@NOR Sun 4:15PM","295.93","295.93","1","1","90","0","0","2","0","0","0","0","0","2","0","0","9","1","0","0","0","0","0","0","0","0","67","62","92.5","22","0","0","0","0","1","0","0","2","0","1","0","3","0","0","1","0","3","6","1","2","1","0","0","0","0","10","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
