"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CIB","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T"
"128","M","Colback, Jack - NEW","FA","MUN Tue 7:45PM","227.74","227.74","1","1","90","0","0","1","0","0","0","0","0","2","2","0","11","1","3","0","0","0","0","0","0","0","31","23","74.2","5","3","1","2","1","0","0","0","0","1","0","3","3","0","0","0","0","0","8","6","3","2","0","0","0","0","0","11","0","0","0","0","0","0","0","1","0","10","0","0","0","1"
"129","D","van Dijk, Virgil - SOU","WW","WAT Wed 7:45PM","226.87","226.87","1","1","90","0","0","0","0","0","0","0","0","1","1","0","6","2","1","0","0","0","0","0","0","0","30","26","86.7","3","0","0","0","0","0","0","3","0","3","0","5","1","2","1","0","0","1","6","4","4","0","0","0","0","0","0","10","0","0","0","0","0","0","0","2","12","12","0","0","1","0"
"130","M","Rodwell, Jack - SUN","FA","@SWA Wed 7:45PM","226.48","226.48","1","1","90","0","0","2","0","0","0","0","0","1","0","0","18","4","0","1","0","0","0","0","0","0","31","15","48.4","4","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","1","3","8","2","1","0","0","0","0","0","18","0","0","0","0","0","0","0","3","0","17","0","0","1","0"
"131","D","Alderweireld, Toby - TOT","FA","LEIC Wed 8:00PM","223.75","223.75","1","1","90","0","0","0","1","0","0.0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","32","24","75.0","1","0","0","0","0","0","0","2","0","1","0","9","8","0","0","0","1","2","2","1","2","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","11","11","1","1","0","0"
"132","D","Coloccini, Fabricio - NEW","FA","MUN Tue 7:45PM","222.89","222.89","1","1","90","1","0","0","1","1","1.0","0","0","3","1","0","5","0","1","0","0","0","0","0","0","0","28","25","89.3","4","0","0","0","0","0","0","2","0","4","0","5","3","0","0","0","0","0","6","3","2","1","0","0","0","0","0","7","0","0","0","0","0","0","0","1","10","10","0","0","0","1"
"133","M","Dele Alli - TOT","FA","LEIC Wed 8:00PM","220.05","220.05","1","1","79","1","1","1","2","1","0.5","0","0","1","1","0","18","2","3","1","0","0","0","0","0","1","29","16","55.2","4","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","1","0","6","7","2","1","1","0","1","0","0","18","0","1","0","0","0","0","0","0","0","8","1","1","0","0"
"134","D","Simpson, Danny - LEIC","FA","@TOT Wed 8:00PM","219.74","219.74","1","1","90","0","0","0","0","0","0","0","0","2","2","0","11","1","0","0","0","0","0","0","0","0","23","17","73.9","3","1","0","1","0","0","0","0","0","5","0","5","5","0","0","0","0","0","5","4","3","2","0","0","0","0","0","11","0","0","0","0","0","0","0","2","13","13","0","1","0","0"
"135","M","Kanté, N'Golo - LEIC","WW","@TOT Wed 8:00PM","217.81","217.81","1","1","90","0","0","0","0","0","0","0","0","4","3","0","7","2","0","0","0","0","0","0","0","0","32","26","81.3","3","0","0","0","0","0","0","0","0","6","0","2","2","1","1","0","0","0","6","5","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0","2","0","13","0","1","0","0"
"136","D","Aké, Nathan - WAT","FA","@SOU Wed 7:45PM","217.57","217.57","1","1","90","1","0","0","1","1","1.0","0","0","3","2","0","18","0","0","0","0","0","0","0","0","0","14","8","57.1","2","2","0","2","0","0","1","0","0","3","0","2","2","0","0","0","1","2","3","2","0","1","0","0","1","0","0","18","0","0","0","0","0","0","0","0","12","12","1","1","0","0"
"137","D","Evans, Jonny - WBA","FA","@CHE Wed 7:45PM","216.83","216.83","1","1","90","0","0","0","0","0","0","0","0","3","2","0","8","3","0","1","0","0","0","0","0","0","29","24","82.8","2","2","2","0","0","0","0","1","0","1","1","2","1","2","2","0","0","0","6","5","1","1","0","0","0","0","0","9","0","0","0","0","0","0","0","2","0","16","0","0","1","0"
"138","F","Rooney, Wayne - MUN","FA","@NEW Tue 7:45PM","216.82","216.82","1","1","90","0","1","1","4","0","0.0","0","1","0","0","0","12","0","0","0","0","0","0","0","0","0","28","23","82.1","12","4","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","5","1","3","1","0","0","0","0","12","0","0","0","0","0","0","0","2","0","6","0","0","1","0"
"139","M","O'Neil, Gary - NOR","FA","@STK Wed 7:45PM","215.78","215.78","1","1","82","0","0","0","0","0","0","0","0","0","0","0","12","1","0","1","0","0","0","0","0","0","36","28","77.8","5","0","0","0","0","0","0","2","0","1","0","5","4","0","0","0","1","2","1","4","1","1","0","0","0","0","0","13","0","1","0","0","0","0","0","1","0","10","0","1","0","0"
"140","F","Rondón, Salomón - WBA","WW","@CHE Wed 7:45PM","214.17","214.17","1","1","89","0","0","0","3","1","0.3","0","2","0","0","0","13","0","1","0","0","1","0","0","0","0","18","15","83.3","6","4","1","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","2","10","1","7","0","0","0","0","0","13","0","0","0","0","0","0","0","2","0","16","0","0","1","0"
"141","M","Silva, David - MCI","FA","EVE Wed 7:45PM","213.88","213.88","1","1","73","0","0","1","2","0","0.0","0","1","0","0","0","6","3","3","1","0","0","0","0","0","0","41","36","87.8","19","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","6","0","1","0","0","0","0","0","2","0","6","0","0","1","0"
"142","M","Tadic, Dusan - SOU","FA","WAT Wed 7:45PM","212.7","212.7","1","1","64","0","0","4","0","0","0","0","0","2","2","0","18","0","1","0","0","0","0","0","0","1","27","19","70.4","12","8","1","7","1","0","1","0","0","2","0","0","0","0","0","0","0","0","3","4","0","2","0","0","0","0","0","18","0","1","0","0","0","0","0","2","0","9","0","0","1","0"
"143","D","Wasilewski, Marcin - LEIC","FA","@TOT Wed 8:00PM","212.58","212.58","1","1","90","0","0","0","1","0","0.0","0","0","3","2","0","8","2","0","1","0","0","0","0","0","0","19","11","57.9","1","0","0","0","0","0","0","2","0","4","0","7","2","0","0","0","0","1","6","6","3","2","0","0","0","0","0","13","0","0","0","0","0","0","0","2","13","13","0","1","0","0"
"144","D","O'Shea, John - SUN","FA","@SWA Wed 7:45PM","211.73","211.73","1","1","90","0","0","0","0","0","0","0","0","1","0","0","7","1","0","1","0","0","0","0","0","0","22","16","72.7","1","0","0","0","0","0","0","0","0","2","0","8","8","0","0","0","0","1","4","2","3","1","0","0","0","0","0","7","0","0","0","0","0","0","0","3","17","17","0","0","1","0"
"145","F","Ighalo, Odion - WAT","FA","@SOU Wed 7:45PM","210.62","210.62","1","1","88","2","0","0","3","3","1.0","0","0","0","0","0","18","0","2","0","0","0","0","0","0","0","13","8","61.5","4","1","0","1","0","0","1","0","0","1","0","1","0","4","1","0","0","0","3","9","1","2","0","1","1","0","0","19","0","1","0","0","0","0","0","0","0","11","1","1","0","0"
"146","M","Mahrez, Riyad - LEIC","FA","@TOT Wed 8:00PM","210.61","210.61","1","1","83","2","0","0","2","2","1.0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","18","11","61.1","6","0","0","0","0","0","0","0","0","3","0","2","2","7","4","0","0","0","5","6","1","1","0","0","2","0","0","13","0","1","2","2","0","0","0","1","0","9","0","1","0","0"
"147","M","Redmond, Nathan - NOR","FA","@STK Wed 7:45PM","209.89","209.89","1","1","90","0","1","1","0","0","0","0","0","1","1","0","7","0","1","0","0","0","0","0","0","0","27","24","88.9","9","1","0","1","0","0","0","0","0","1","0","1","1","3","3","0","2","0","6","4","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0","1","0","11","0","1","0","0"
"148","D","Okore, Jores - AVL","FA","CRY Tue 7:45PM","209.85","209.85","1","1","90","0","0","0","0","0","0","0","0","1","0","0","7","0","1","0","0","0","0","0","0","0","34","29","85.3","2","0","0","0","0","0","0","0","0","3","1","4","4","0","0","0","0","0","3","2","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0","1","8","8","0","0","0","1"
"149","D","Ogbonna, Angelo - WHU","FA","@BOUR Tue 7:45PM","209.45","209.45","1","1","90","0","0","0","1","0","0.0","0","1","1","1","0","7","1","1","0","0","0","0","0","0","0","11","5","45.5","1","0","0","0","0","0","1","1","0","4","0","7","5","0","0","0","0","4","4","1","2","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","22","22","1","0","0","1"
"150","M","Flamini, Mathieu - ARS","FA","@LIV Wed 8:00PM","207.81","207.81","1","1","90","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","36","29","80.6","3","0","0","0","0","0","0","0","0","3","0","2","2","0","0","0","0","1","1","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","1","0","20","0","1","0","0"
"151","D","Collins, James - WHU","FA","@BOUR Tue 7:45PM","207.5","207.5","1","1","90","0","0","0","3","0","0.0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","8","4","50.0","0","0","0","0","0","0","1","1","0","3","0","13","11","0","0","0","0","4","2","2","2","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","22","22","1","0","0","1"
"152","M","Zaha, Wilfried - CRY","FA","@AVL Tue 7:45PM","207.5","207.5","1","1","81","0","0","1","0","0","0","0","0","0","0","0","20","3","2","0","0","0","0","0","0","0","14","7","50.0","3","4","1","3","0","0","1","1","0","0","0","0","0","4","1","0","1","0","3","10","0","0","0","0","0","0","0","20","0","1","0","0","0","1","0","1","0","21","0","1","0","0"
"153","M","Puncheon, Jason - CRY","FA","@AVL Tue 7:45PM","206.78","206.78","1","1","79","0","0","1","0","0","0","0","0","1","1","0","9","1","1","0","0","0","0","0","0","0","40","31","77.5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","9","0","1","0","0","0","0","0","1","0","20","0","1","0","0"
"154","M","Johnson, Adam - SUN","FA","@SWA Wed 7:45PM","204.74","204.74","1","0","67","0","0","2","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","35","26","74.3","9","3","2","1","1","1","0","0","0","2","1","0","0","3","3","0","0","0","3","3","0","0","0","0","0","0","0","13","1","0","0","0","0","0","0","1","0","12","0","0","1","0"
"155","D","Martin, Russell - NOR","FA","@STK Wed 7:45PM","204.65","204.65","1","1","90","0","0","1","0","0","0","0","0","0","0","0","9","3","0","0","0","0","0","0","0","0","17","11","64.7","1","2","0","2","0","0","0","0","0","4","2","10","9","1","0","0","0","0","0","6","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","1","11","11","0","1","0","0"
"156","M","Abdi, Almen - WAT","FA","@SOU Wed 7:45PM","204.62","204.62","1","1","80","0","0","2","0","0","0","0","0","8","8","0","10","1","0","0","0","0","0","0","0","0","21","13","61.9","6","1","1","0","0","0","0","0","0","1","0","3","2","1","1","0","0","0","10","6","1","1","0","0","0","0","0","11","0","1","0","0","0","0","0","0","0","11","1","1","0","0"
"157","D","Cathcart, Craig - WAT","FA","@SOU Wed 7:45PM","204.24","204.24","1","1","90","0","0","0","0","0","0","0","0","4","3","0","15","0","0","0","0","0","0","0","0","0","17","4","23.5","1","0","0","0","0","0","0","2","0","1","0","6","5","0","0","0","0","0","5","2","1","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","12","12","1","1","0","0"
"158","F","Jelavic, Nikica - WHU","WW","@BOUR Tue 7:45PM","197.69","197.69","1","1","90","0","0","2","0","0","0","0","0","0","0","0","7","2","1","0","0","0","0","0","0","0","13","9","69.2","3","0","0","0","0","0","0","0","0","1","0","3","2","1","0","0","0","0","4","13","3","9","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","22","1","0","0","1"
"159","D","Zouma, Kurt - CHE","FA","WBA Wed 7:45PM","196.9","196.9","1","1","90","0","0","0","0","0","0","0","0","1","1","0","4","1","0","0","0","0","0","0","0","0","29","26","89.7","0","0","0","0","0","0","0","0","0","3","1","4","3","0","0","0","0","0","1","2","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","11","11","0","1","0","0"
"160","M","Wijnaldum, Georginio - NEW","FA","MUN Tue 7:45PM","196.86","196.86","1","1","90","0","0","1","1","1","1.0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","22","19","86.4","10","2","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","6","0","1","1","1","0","0","0","11","0","0","0","0","0","0","0","1","0","10","0","0","0","1"
"161","M","Fletcher, Darren - WBA","FA","@CHE Wed 7:45PM","196.83","196.83","1","1","89","0","0","1","0","0","0","0","0","1","0","0","7","1","1","1","0","0","0","1","0","0","24","20","83.3","3","0","0","0","0","0","1","0","0","4","2","1","1","0","0","0","0","0","4","3","2","0","0","0","0","0","0","7","0","1","0","0","0","0","0","2","0","16","0","0","1","0"
"162","D","Bassong, Sebastien - NOR","FA","@STK Wed 7:45PM","196.81","196.81","1","1","90","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","0","0","0","0","0","0","16","13","81.3","0","0","0","0","0","0","0","1","0","1","0","12","10","0","0","0","0","0","5","3","4","2","0","0","0","0","0","7","0","0","0","0","0","0","0","1","11","11","0","1","0","0"
"163","D","Olsson, Martin - NOR","FA","@STK Wed 7:45PM","195.79","195.79","1","1","90","0","0","0","0","0","0","0","0","1","1","0","9","1","1","0","0","0","0","0","0","0","14","11","78.6","1","2","1","1","0","0","0","3","0","1","0","7","4","0","0","0","3","0","2","3","0","2","0","0","0","0","0","12","0","0","0","0","0","0","0","1","11","11","0","1","0","0"
"164","D","Olsson, Jonas - WBA","FA","@CHE Wed 7:45PM","195.75","195.75","1","1","90","0","0","0","0","0","0","0","0","0","0","0","6","1","2","0","0","0","0","0","0","0","20","15","75.0","3","0","0","0","0","0","0","2","0","1","0","3","2","1","0","0","0","2","3","2","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","2","16","16","0","0","1","0"
"165","D","Britos, Miguel - WAT","WW","@SOU Wed 7:45PM","195.62","195.62","1","1","90","0","0","0","0","0","0","0","0","0","0","0","8","1","0","1","0","0","0","0","0","0","21","13","61.9","1","0","0","0","0","0","0","1","0","1","0","5","4","0","0","0","0","2","2","2","2","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","12","12","1","1","0","0"
"166","F","Vardy, Jamie - LEIC","FA","@TOT Wed 8:00PM","195.56","195.56","1","1","87","0","1","1","1","0","0.0","0","0","1","1","0","14","1","1","0","0","0","0","0","0","2","18","10","55.6","4","0","0","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","5","8","2","5","0","0","0","0","0","14","0","1","0","0","0","1","0","1","0","9","0","1","0","0"
"167","M","Clasie, Jordy - SOU","WW","WAT Wed 7:45PM","193.89","193.89","1","1","78","0","0","0","0","0","0","0","0","3","3","0","6","2","0","0","0","0","0","0","0","0","28","25","89.3","7","1","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","3","7","0","2","0","0","0","0","0","6","0","1","0","0","0","0","0","2","0","10","0","0","1","0"
"168","M","Kouyaté, Cheikhou - WHU","FA","@BOUR Tue 7:45PM","193.8","193.8","1","1","90","0","0","1","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","1","20","16","80.0","4","1","0","1","0","0","0","0","0","2","0","1","1","1","1","0","1","1","2","4","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","22","1","0","0","1"
"169","M","Hoolahan, Wes - NOR","FA","@STK Wed 7:45PM","193.78","193.78","1","1","66","0","0","1","1","1","1.0","0","0","1","1","0","13","0","1","0","0","0","0","0","0","0","36","28","77.8","5","1","0","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","4","5","0","0","0","0","0","0","0","13","0","1","0","0","0","0","0","0","0","6","0","1","0","0"
"170","F","Koné, Arouna - EVE","FA","@MCI Wed 7:45PM","192.7","192.7","1","1","74","0","0","0","0","0","0","0","0","0","0","0","16","0","1","0","0","0","0","0","0","0","23","16","69.6","6","1","0","1","0","0","1","0","0","1","0","0","0","2","0","0","0","0","3","10","2","3","0","0","0","0","0","16","0","1","0","0","0","0","0","3","0","9","0","0","1","0"
"171","M","Ayew, André - SWA","FA","SUN Wed 7:45PM","191.89","191.89","1","1","83","0","0","1","3","0","0.0","0","0","2","1","0","7","0","0","0","0","0","0","0","0","0","27","24","88.9","9","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","2","6","0","3","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","8","1","0","0","1"
"172","D","Vertonghen, Jan - TOT","FA","LEIC Wed 8:00PM","191.82","191.82","1","1","90","0","0","0","0","0","0","0","0","3","2","0","5","0","0","0","0","0","0","0","0","0","22","18","81.8","0","0","0","0","0","0","0","0","0","3","0","3","2","0","0","0","0","3","3","1","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","11","11","1","1","0","0"
"173","M","Lallana, Adam - LIV","FA","ARS Wed 8:00PM","190.82","190.82","1","1","74","0","0","0","2","0","0.0","0","1","0","0","0","12","1","0","0","0","0","0","0","0","0","28","23","82.1","6","0","0","0","0","0","0","1","0","0","0","3","2","2","0","0","0","0","1","8","1","1","0","0","0","0","0","13","0","1","0","0","0","0","0","2","0","5","0","0","1","0"
"174","D","Morgan, Wes - LEIC","FA","@TOT Wed 8:00PM","190.5","190.5","1","1","90","0","0","0","0","0","0","0","0","3","3","0","8","0","0","0","0","0","0","0","0","0","16","8","50.0","0","0","0","0","0","0","0","3","0","3","0","4","4","0","0","0","2","1","6","0","3","0","0","0","0","0","0","8","0","0","0","0","0","0","0","2","13","13","0","1","0","0"
"175","M","Davis, Steven - SOU","FA","WAT Wed 7:45PM","189.77","189.77","1","1","64","0","0","1","1","0","0.0","0","1","4","4","0","13","0","0","0","0","0","0","0","0","0","26","20","76.9","5","3","1","2","1","0","0","0","0","2","0","0","0","1","0","0","0","1","4","5","0","2","0","0","0","0","0","13","0","1","0","0","0","0","0","2","0","9","0","0","1","0"
"176","F","Wickham, Connor - CRY","FA","@AVL Tue 7:45PM","186.91","186.91","1","1","64","1","0","0","2","1","0.5","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","22","9","40.9","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","14","1","10","0","0","1","0","0","16","0","1","1","1","0","0","0","0","0","15","0","1","0","0"
"177","M","Whelan, Glenn - STK","FA","NOR Wed 7:45PM","180.89","180.89","1","1","65","0","0","0","1","0","0.0","0","1","0","0","0","7","1","0","0","0","0","0","1","0","0","37","33","89.2","9","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0","1","0","7","0","0","1","0"
"178","D","Bennett, Ryan - NOR","FA","@STK Wed 7:45PM","178.75","178.75","1","1","90","0","0","0","0","0","0","0","0","1","1","0","3","0","1","0","0","0","0","0","0","0","12","9","75.0","0","0","0","0","0","0","0","2","0","2","1","11","9","0","0","0","0","0","3","1","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","11","11","0","1","0","0"
"179","M","de Jong, Siem - NEW","FA","MUN Tue 7:45PM","177.67","177.67","1","1","59","0","1","1","1","0","0.0","0","0","4","2","0","12","1","1","0","0","0","0","0","0","0","24","16","66.7","10","2","1","1","1","1","0","0","0","0","0","0","0","2","1","0","0","0","7","5","1","2","0","1","0","0","0","12","0","1","0","0","0","0","0","0","0","5","0","0","0","0"
"180","M","Albrighton, Marc - LEIC","FA","@TOT Wed 8:00PM","176.64","176.64","1","1","71","0","0","3","0","0","0","0","0","5","5","0","12","0","0","0","0","0","0","0","0","0","14","9","64.3","2","3","2","1","1","0","0","1","0","3","0","1","1","1","0","0","0","0","5","10","0","2","0","0","0","0","0","12","0","1","0","0","0","0","0","1","0","7","0","1","0","0"
"181","M","Brunt, Chris - WBA","FA","@CHE Wed 7:45PM","175.5","175.5","1","1","74","0","0","1","0","0","0","0","0","0","0","0","12","1","1","0","0","0","0","0","0","0","14","7","50.0","4","4","1","3","3","1","1","1","0","0","0","3","2","0","0","0","0","1","1","2","0","0","0","0","0","0","0","13","0","1","0","0","0","0","0","1","10","10","0","0","1","0"
"182","M","Song, Alexandre - WHU","WW","@BOUR Tue 7:45PM","172.91","172.91","1","1","73","0","0","2","0","0","0","0","0","3","1","0","4","0","1","0","0","0","0","0","0","0","22","20","90.9","7","1","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","16","1","0","0","1"
"183","M","Fellaini, Marouane - MUN","FA","@NEW Tue 7:45PM","171.83","171.83","1","1","60","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","2","35","29","82.9","8","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","5","3","2","0","0","0","0","0","6","0","1","0","0","0","0","0","2","0","3","0","0","1","0"
"184","F","Roberto Firmino - LIV","WW","ARS Wed 8:00PM","170.82","170.82","1","1","74","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","3","22","18","81.8","3","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","1","7","0","1","0","0","0","0","0","12","0","1","0","0","0","0","0","2","0","5","0","0","1","0"
"185","M","Anita, Vurnon - NEW","FA","MUN Tue 7:45PM","169.62","169.62","1","1","71","0","0","0","0","0","0","0","0","3","3","0","11","1","0","0","0","0","0","0","0","0","24","15","62.5","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","11","0","1","0","0","0","0","0","1","0","8","0","0","0","1"
"186","F","Watmore, Duncan - SUN","WW","@SWA Wed 7:45PM","168.67","168.67","1","1","79","0","0","1","1","0","0.0","0","0","1","1","0","11","0","2","0","0","0","0","0","0","1","6","4","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","0","0","0","7","10","1","1","0","0","0","0","0","11","0","1","0","0","0","0","0","3","0","14","0","0","1","0"
"187","F","Campbell, Joel - ARS","WW","@LIV Wed 8:00PM","167.33","167.33","1","1","70","0","0","1","2","1","0.5","0","0","2","1","0","8","0","2","0","0","0","0","0","0","1","18","15","83.3","7","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","4","4","0","0","1","1","0","0","0","8","0","1","0","0","0","0","0","0","0","12","0","1","0","0"
"188","F","Zárate, Mauro - WHU","FA","@BOUR Tue 7:45PM","167.14","167.14","1","1","60","0","0","1","2","1","0.5","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","11","7","63.6","3","8","2","6","5","2","1","0","0","0","0","1","1","4","1","0","0","0","1","5","0","0","0","0","0","0","0","15","0","1","0","0","0","0","0","0","0","10","1","0","0","0"
"189","F","Mitrovic, Aleksandar - NEW","WW","MUN Tue 7:45PM","166.09","166.09","1","0","57","0","0","1","2","1","0.5","0","0","0","0","0","15","1","0","0","0","0","0","0","0","0","22","13","59.1","7","0","0","0","0","0","1","1","0","0","0","2","1","1","1","0","0","0","1","7","0","3","0","0","0","0","0","16","1","0","0","0","0","0","0","1","0","9","0","0","0","0"
"190","F","Jerome, Cameron - NOR","FA","@STK Wed 7:45PM","162.86","162.86","1","1","82","1","1","1","1","1","1.0","0","0","2","1","0","9","1","0","0","0","0","0","0","0","0","7","6","85.7","3","1","0","1","0","0","0","0","0","0","0","1","1","2","1","0","0","0","4","5","1","1","0","0","0","0","0","9","0","1","0","0","0","0","0","1","0","10","0","1","0","0"
"191","F","Defoe, Jermain - SUN","FA","@SWA Wed 7:45PM","161.97","161.97","1","1","90","0","0","0","3","1","0.3","0","0","0","0","0","5","1","1","0","0","0","0","0","0","2","11","7","63.6","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","4","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","3","0","17","0","0","1","0"
"192","M","Herrera, Ander - MUN","FA","@NEW Tue 7:45PM","159.85","159.85","1","0","30","0","0","0","1","0","0.0","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","41","35","85.4","23","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","3","0","0","0","0"
"193","M","Jurado - WAT","WW","@SOU Wed 7:45PM","156.81","156.81","1","1","76","0","0","1","1","1","1.0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","21","17","81.0","5","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","6","0","1","0","0","0","0","0","0","0","9","1","1","0","0"
"194","F","Murray, Glenn - BOUR","FA","WHU Tue 7:45PM","154.23","154.23","1","1","76","0","0","3","2","1","0.5","0","1","0","0","0","7","1","1","0","0","0","0","0","0","2","15","11","73.3","4","0","0","0","0","0","2","1","0","0","0","2","1","0","0","0","0","0","1","4","0","2","0","0","0","0","0","8","0","1","0","0","0","0","0","0","0","4","0","1","0","0"
"195","F","Agüero, Sergio - MCI","FA","EVE Wed 7:45PM","141","141","1","1","63","0","0","1","2","2","1.0","0","0","0","0","0","7","1","1","0","0","0","0","0","0","1","15","15","100.0","3","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","1","5","0","1","0","0","0","0","0","7","0","1","0","0","0","0","0","2","0","5","0","0","1","0"
"196","F","Sterling, Raheem - MCI","FA","EVE Wed 7:45PM","134.95","134.95","1","0","45","0","0","0","1","1","1.0","0","0","2","1","0","6","1","0","0","0","0","1","0","0","0","22","21","95.5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","1","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","6","0","0","0","0"
"197","D","Skrtel, Martin - LIV","FA","ARS Wed 8:00PM","129.78","129.78","1","1","41","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","23","18","78.3","0","0","0","0","0","0","0","1","0","4","0","6","5","0","0","0","0","0","2","2","2","1","0","0","0","0","0","7","0","1","0","0","0","0","0","2","4","4","0","0","0","0"
"198","F","Borini, Fabio - SUN","FA","@SWA Wed 7:45PM","127.19","127.19","1","0","45","1","0","0","3","1","0.3","0","1","2","2","0","6","0","4","0","0","0","0","0","0","0","14","12","85.7","3","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","6","2","0","0","0","0","1","0","0","6","1","0","0","0","0","0","0","1","0","8","0","0","0","0"
"199","M","Delph, Fabian - MCI","FA","EVE Wed 7:45PM","125.88","125.88","1","1","45","0","0","0","0","0","0","0","0","3","1","0","4","1","0","0","0","0","0","0","0","0","25","22","88.0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","2","0","2","0","0","0","0"
"200","F","Gestede, Rudy - AVL","WW","CRY Tue 7:45PM","120.56","120.56","1","0","30","0","0","0","2","2","1.0","0","0","1","1","0","10","2","0","0","0","0","0","0","0","0","16","9","56.3","2","0","0","0","0","0","3","1","0","0","0","1","0","0","0","0","0","0","8","4","7","3","0","1","0","0","0","11","1","0","0","0","0","0","0","0","0","3","0","0","0","0"
"201","M","Sinclair, Scott - AVL","FA","CRY Tue 7:45PM","118.9","118.9","1","1","60","0","0","0","0","0","0","0","0","1","1","0","8","0","1","0","0","0","0","0","0","0","10","9","90.0","1","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","4","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","1","0","5","0","0","0","0"
