"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T","CIB"
"23","M","Drinkwater, Daniel - LEIC","FA","MUN Sat 5:30PM","305.15","305.15","1","1","90","0","0","0","4","1","0.3","0","0","1","0","0","10","2","1","0","0","0","1","0","0","0","62","56","90.3","31","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","1","3","6","1","2","0","0","0","0","0","10","0","0","0","0","0","0","0","2","0","13","0","0","0","1","0"
"24","M","Schneiderlin, Morgan - MUN","FA","@LEIC Sat 5:30PM","303.97","303.97","1","1","90","1","0","0","1","1","1.0","0","0","4","1","0","3","3","0","0","0","0","0","0","0","0","71","69","97.2","15","0","0","0","0","0","0","0","2","0","2","2","0","0","0","0","1","4","6","0","2","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","12","1","1","0","0","0"
"25","D","Bertrand, Ryan - SOU","FA","@MCI Sat 3:00PM","303.64","303.64","1","1","90","0","0","1","0","0","0","0","0","5","3","0","20","2","0","1","0","0","0","0","0","0","36","23","63.9","10","3","0","3","0","1","0","0","2","0","5","5","0","0","0","0","0","7","6","2","2","0","0","0","0","0","20","0","0","0","0","0","0","0","2","27","27","0","0","0","1","0"
"26","M","Yacob, Claudio - WBA","FA","@WHU Sun 2:05PM","302.88","302.88","1","1","90","0","0","1","1","0","0.0","0","1","5","4","0","11","1","0","1","0","0","0","0","0","0","66","58","87.9","17","1","0","1","0","0","0","0","1","0","2","1","0","0","0","1","0","7","4","2","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","9","1","1","0","0","0"
"27","M","Capoue, Etienne - WAT","FA","@AVL Sat 3:00PM","301.81","301.81","1","1","90","0","0","0","2","0","0.0","0","1","5","4","0","16","3","1","0","0","0","0","0","0","0","54","44","81.5","8","3","1","2","3","0","0","0","1","0","2","2","2","2","0","0","1","8","7","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","3","0","17","0","0","1","0","0"
"28","D","Francis, Simon - BOUR","FA","EVE Sat 3:00PM","300.8","300.8","1","1","90","0","0","0","0","0","0","0","0","1","1","0","17","1","1","0","0","0","0","0","0","0","55","44","80.0","8","3","1","2","0","2","0","0","3","0","2","2","3","2","0","0","0","6","4","2","0","0","0","0","0","0","17","0","0","0","0","0","0","0","5","16","16","0","0","1","0","0"
"29","D","Clyne, Nathaniel - LIV","FA","SWA Sun 4:15PM","300.68","300.68","1","1","90","0","0","0","0","0","0","0","0","3","2","0","21","0","2","0","0","0","0","0","0","0","50","34","68.0","15","2","1","1","0","1","0","0","1","0","3","3","3","3","0","1","0","8","2","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","13","13","1","0","0","1","0"
"30","M","Sissoko, Moussa - NEW","FA","@CRY Sat 3:00PM","299.82","299.82","1","1","90","0","3","4","0","0","0","0","0","2","0","0","16","0","3","0","0","0","0","0","0","0","39","32","82.1","18","3","1","2","0","0","0","0","1","0","0","0","11","6","0","2","0","11","9","0","4","3","0","0","0","0","16","0","0","0","0","0","0","0","2","0","18","0","1","0","0","0"
"31","M","Shelvey, Jonjo - SWA","FA","@LIV Sun 4:15PM","298.08","298.08","1","1","90","0","0","0","6","1","0.2","1","1","1","1","0","13","0","0","1","0","0","0","0","0","0","59","54","91.5","15","2","0","2","1","0","0","2","1","0","1","1","6","3","0","0","0","4","5","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","1","0","9","0","0","1","0","0"
"32","M","Fletcher, Darren - WBA","FA","@WHU Sun 2:05PM","297.84","297.84","1","1","90","0","0","0","0","0","0","0","0","1","1","0","15","1","1","0","0","0","1","0","0","0","68","57","83.8","12","1","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","7","4","4","1","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","9","1","1","0","0","0"
"33","D","Otamendi, Nicolás - MCI","WW","SOU Sat 3:00PM","297.82","297.82","1","1","90","0","0","0","0","0","0","0","0","4","3","1","13","2","1","1","0","0","0","0","0","0","65","53","81.5","4","0","0","0","0","0","1","0","3","0","8","7","0","0","0","1","0","7","3","2","1","0","0","0","0","0","14","0","0","0","0","0","0","0","1","5","5","0","1","0","0","0"
"34","D","Azpilicueta, César - CHE","FA","@TOT Sun 12:00PM","296.66","296.66","1","1","90","0","0","0","0","0","0","0","0","6","2","0","23","3","2","0","0","0","0","0","0","0","41","27","65.9","11","3","1","2","0","1","1","0","3","1","4","1","1","0","0","0","1","9","7","1","2","0","0","0","0","0","26","0","0","0","0","0","0","0","0","10","10","1","1","0","0","0"
"35","D","Fuchs, Christian - LEIC","FA","MUN Sat 5:30PM","294.73","294.73","1","1","90","0","0","0","0","0","0","0","0","3","2","0","24","3","2","0","0","0","0","0","0","0","37","27","73.0","6","10","1","9","3","1","0","0","4","0","2","2","0","0","0","1","0","7","6","2","0","0","0","0","0","0","24","0","0","0","0","0","0","0","2","13","13","0","0","0","1","0"
"36","M","Albrighton, Marc - LEIC","FA","MUN Sat 5:30PM","294.5","294.5","1","1","90","0","0","4","3","0","0.0","0","3","3","3","0","28","1","2","0","0","0","0","0","0","0","30","15","50.0","6","15","5","10","4","0","0","1","1","0","0","0","3","1","0","0","0","7","8","1","3","1","0","0","0","0","28","0","0","0","0","0","0","0","2","0","13","0","0","0","1","0"
"37","D","Darmian, Matteo - MUN","WW","@LEIC Sat 5:30PM","292.83","292.83","1","1","90","0","0","0","0","0","0","0","0","1","0","0","14","1","2","0","0","0","0","0","0","0","58","48","82.8","13","2","0","2","0","0","0","0","1","0","2","1","0","0","0","0","0","4","4","1","2","0","0","0","0","0","15","0","0","0","0","0","0","0","0","12","12","1","1","0","0","0"
"38","M","Eriksen, Christian - TOT","FA","CHE Sun 12:00PM","291.76","291.76","1","1","90","0","0","4","1","0","0.0","0","1","1","1","0","21","0","0","0","0","0","0","0","0","0","46","35","76.1","15","8","2","6","4","3","0","0","0","0","2","2","1","0","0","0","0","2","6","1","2","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","12","1","0","0","1","0"
"39","M","Milner, James - LIV","FA","SWA Sun 4:15PM","290.68","290.68","1","1","90","0","0","2","0","0","0","0","0","2","0","0","25","3","2","1","0","0","0","0","0","1","37","25","67.6","13","5","3","2","3","0","0","0","1","1","0","0","3","2","0","0","0","8","13","3","3","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","13","1","0","0","1","0"
"40","D","Daniels, Charlie - BOUR","FA","EVE Sat 3:00PM","289.86","289.86","1","1","90","0","0","2","0","0","0","0","0","2","1","0","12","0","1","0","0","0","0","0","0","0","50","43","86.0","8","6","2","4","0","1","0","0","3","0","1","0","4","4","0","0","0","7","2","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","5","16","16","0","0","1","0","0"
"41","D","Rangel, Angel - SWA","FA","@LIV Sun 4:15PM","287.91","287.91","1","1","90","0","0","0","0","0","0","0","0","2","2","0","13","0","0","0","0","0","0","0","0","0","58","53","91.4","7","1","0","1","0","0","0","0","3","1","4","3","0","0","0","1","0","3","6","1","3","0","0","0","0","0","14","0","0","0","0","0","0","0","1","9","9","0","0","1","0","0"
"42","M","Leiva, Lucas - LIV","FA","SWA Sun 4:15PM","287.77","287.77","1","1","90","0","0","0","2","0","0.0","0","1","6","5","0","15","4","0","1","0","0","0","0","0","0","56","43","76.8","4","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","10","8","4","2","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","13","1","0","0","1","0"
"43","F","Sánchez, Alexis - ARS","FA","@NOR Sun 4:15PM","287.36","287.36","1","1","80","1","0","4","4","2","0.5","0","2","2","0","0","18","0","0","0","0","0","0","0","0","0","49","42","85.7","22","1","0","1","0","1","0","0","0","0","0","0","5","4","0","0","0","6","6","0","1","1","0","1","0","0","18","0","1","0","0","0","0","0","0","0","7","1","1","0","0","0"
"44","D","Pieters, Erik - STK","FA","@SUN Sat 3:00PM","286.73","286.73","1","1","90","0","0","1","0","0","0","0","0","6","1","0","20","1","0","1","0","0","0","0","0","0","48","35","72.9","2","3","2","1","0","0","0","0","2","0","1","1","1","0","0","0","0","8","5","2","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","14","14","1","1","0","0","0"
"45","M","Wijnaldum, Georginio - NEW","FA","@CRY Sat 3:00PM","286.58","286.58","1","1","90","4","0","1","5","4","0.8","0","0","0","0","0","13","1","3","0","0","0","0","0","0","0","37","29","78.4","13","1","0","1","0","0","1","0","2","0","1","1","2","1","0","0","2","6","8","2","2","0","0","3","0","0","13","0","0","0","0","0","0","0","2","0","18","0","1","0","0","0"
"46","D","Vertonghen, Jan - TOT","FA","CHE Sun 12:00PM","284.82","284.82","1","1","90","0","0","0","1","0","0.0","0","0","4","2","0","9","0","0","0","0","0","0","0","0","0","50","41","82.0","4","0","0","0","0","0","0","0","5","0","8","8","1","1","0","1","1","11","1","6","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","12","12","1","0","0","1","0"
"47","M","Brunt, Chris - WBA","FA","@WHU Sun 2:05PM","284.76","284.76","1","1","90","0","0","2","0","0","0","0","0","0","0","0","17","1","1","0","0","0","0","0","0","0","54","41","75.9","16","3","0","3","0","0","1","0","3","0","1","1","1","1","0","0","2","4","1","2","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","9","9","1","1","0","0","0"
"48","M","Gueye, Idrissa - AVL","FA","WAT Sat 3:00PM","283.94","283.94","1","1","90","0","0","0","0","0","0","0","0","5","5","0","8","4","3","0","0","0","0","0","0","0","54","51","94.4","7","0","0","0","0","0","0","0","6","0","2","2","3","0","0","0","0","8","11","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","2","0","10","0","0","1","0","0"
"49","M","Dele Alli - TOT","FA","CHE Sun 12:00PM","283.68","283.68","1","1","90","0","0","2","1","0","0.0","0","1","6","5","0","21","4","1","0","0","0","0","0","0","0","40","27","67.5","5","1","1","0","0","0","1","0","2","1","4","4","2","0","0","0","2","8","13","1","3","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","12","1","0","0","1","0"
"50","M","Whelan, Glenn - STK","FA","@SUN Sat 3:00PM","282.89","282.89","1","1","90","0","0","0","0","0","0","0","0","5","2","0","8","1","1","0","0","0","0","0","0","0","65","58","89.2","6","0","0","0","0","0","0","0","2","1","3","3","0","0","0","1","0","7","2","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","14","1","1","0","0","0"
"51","M","Sessegnon, Stéphane - WBA","FA","@WHU Sun 2:05PM","281.78","281.78","1","1","90","0","0","0","1","0","0.0","0","0","1","1","0","24","2","2","0","0","0","0","0","0","0","36","28","77.8","14","5","1","4","0","0","0","0","1","1","0","0","8","4","0","0","0","9","10","2","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","9","1","1","0","0","0"
"52","M","Brady, Robbie - NOR","WW","ARS Sun 4:15PM","281.28","281.28","1","1","90","0","0","2","2","1","0.5","1","0","6","4","0","15","1","1","0","0","0","0","0","0","0","37","29","78.4","14","9","3","6","4","0","0","0","1","0","0","0","1","1","0","0","0","9","6","2","0","0","0","0","0","0","15","0","0","0","0","0","0","0","6","0","11","0","0","1","0","0"
"53","D","Koscielny, Laurent - ARS","FA","@NOR Sun 4:15PM","280.94","280.94","1","1","90","0","0","0","1","0","0.0","0","0","4","4","0","7","3","1","0","0","0","0","0","0","0","49","46","93.9","3","0","0","0","0","0","2","0","5","1","8","7","0","0","0","0","0","7","6","2","3","0","0","0","0","0","8","0","0","0","0","0","0","0","0","8","8","1","1","0","0","0"
"54","D","Rojo, Marcos - MUN","FA","@LEIC Sat 5:30PM","280.86","280.86","1","1","90","0","1","1","0","0","0","0","0","4","2","0","13","2","1","1","0","0","0","0","0","0","42","36","85.7","19","1","1","0","0","0","0","0","4","1","1","1","2","0","0","0","0","6","5","1","0","1","0","0","0","0","13","0","0","0","0","0","0","0","0","12","12","1","1","0","0","0"
"55","M","Navas, Jesús - MCI","FA","SOU Sat 3:00PM","280.85","280.85","1","1","90","0","1","3","1","1","1.0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","53","45","84.9","20","2","0","2","0","0","0","0","1","0","0","0","7","6","0","0","0","6","3","0","0","2","1","0","0","0","13","0","0","0","0","0","0","0","1","0","5","0","1","0","0","0"
"56","F","Martial, Anthony - MUN","WW","@LEIC Sat 5:30PM","279.77","279.77","1","1","90","0","0","1","2","2","1.0","0","0","1","1","0","17","0","1","0","0","0","0","0","0","1","31","24","77.4","15","3","2","1","0","0","0","0","0","0","2","1","10","7","0","0","0","12","12","3","4","1","0","0","0","0","18","0","0","0","0","0","0","0","0","0","12","1","1","0","0","0"
"57","M","Can, Emre - LIV","FA","SWA Sun 4:15PM","278.73","278.73","1","1","90","0","0","2","2","0","0.0","0","1","4","4","0","18","0","1","0","0","0","0","0","0","0","52","38","73.1","11","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","7","6","1","1","1","0","0","0","0","18","0","0","0","0","0","0","0","0","0","13","1","0","0","1","0"
"58","M","Surman, Andrew - BOUR","FA","EVE Sat 3:00PM","277.92","277.92","1","1","90","0","0","1","0","0","0","0","0","1","0","0","9","0","0","0","0","0","0","0","0","0","62","57","91.9","10","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","2","5","1","2","0","0","0","0","0","9","0","0","0","0","0","0","0","5","0","16","0","0","1","0","0"
"59","M","Kanté, N'Golo - LEIC","WW","MUN Sat 5:30PM","277.76","277.76","1","1","90","0","0","1","1","0","0.0","0","0","4","4","0","13","0","2","0","0","0","0","0","0","0","54","41","75.9","11","0","0","0","0","0","2","0","8","0","1","0","1","1","0","0","0","7","2","0","2","0","0","0","0","0","14","0","0","0","0","0","0","0","2","0","13","0","0","0","1","0"
"60","M","Carles Gil - AVL","FA","WAT Sat 3:00PM","276.88","276.88","1","1","90","0","0","2","1","0","0.0","0","0","3","3","0","16","0","3","0","0","0","0","0","0","0","48","42","87.5","11","3","1","2","1","0","0","0","1","0","0","0","4","1","0","0","0","7","5","0","1","0","0","0","0","0","16","0","0","0","0","0","0","0","2","0","10","0","0","1","0","0"
"61","F","Bony, Wilfried - MCI","FA","SOU Sat 3:00PM","275.57","275.57","1","1","90","2","1","3","5","4","0.8","0","0","1","1","0","16","0","1","0","0","0","0","0","0","1","40","31","77.5","10","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","11","6","9","1","2","1","2","0","0","17","0","0","0","0","0","0","0","1","0","5","0","1","0","0","0"
"62","D","Jones, Phil - MUN","FA","@LEIC Sat 5:30PM","273.92","273.92","1","1","90","0","0","0","0","0","0","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","51","47","92.2","4","0","0","0","0","0","0","0","4","2","7","6","1","1","0","2","0","7","2","4","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","12","12","1","1","0","0","0"
"63","D","Sakho, Mamadou - LIV","FA","SWA Sun 4:15PM","273.89","273.89","1","1","90","0","0","0","0","0","0","0","0","1","0","0","7","0","3","0","0","0","0","0","0","0","47","42","89.4","3","0","0","0","0","0","1","0","3","1","9","9","0","0","0","0","2","6","4","3","2","0","0","0","0","0","7","0","0","0","0","0","0","0","0","13","13","1","0","0","1","0"
"64","D","Lescott, Joleon - AVL","FA","WAT Sat 3:00PM","273.71","273.71","1","1","90","0","0","0","2","0","0.0","0","2","0","0","0","15","1","0","0","0","0","0","0","0","0","48","34","70.8","5","0","0","0","0","1","1","0","3","1","8","8","0","0","0","0","3","6","2","6","0","0","0","0","0","0","15","0","0","0","0","0","0","0","2","10","10","0","0","1","0","0"
"65","M","Schweinsteiger, Bastian - MUN","WW","@LEIC Sat 5:30PM","271.86","271.86","1","1","74","0","0","0","0","0","0","0","0","1","1","0","14","3","2","1","0","0","0","0","0","0","63","54","85.7","10","0","0","0","0","0","1","0","1","0","1","0","2","1","0","0","1","4","7","0","0","0","0","0","0","0","15","0","1","0","0","0","0","0","0","0","10","1","1","0","0","0"
"66","D","Skrtel, Martin - LIV","FA","SWA Sun 4:15PM","271.83","271.83","1","1","90","0","0","0","1","0","0.0","0","1","3","3","0","8","2","0","0","0","0","0","0","0","0","42","35","83.3","1","0","0","0","0","0","2","0","4","0","5","4","0","0","0","0","2","11","6","8","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","13","13","1","0","0","1","0"
"67","D","Janmaat, Daryl - NEW","FA","@CRY Sat 3:00PM","271.78","271.78","1","1","90","0","1","1","0","0","0","0","0","0","0","0","13","2","0","0","0","0","0","0","0","0","41","32","78.0","9","4","1","3","0","0","0","0","5","1","2","2","1","1","0","0","0","2","4","1","3","1","0","0","0","0","13","0","0","0","0","0","0","0","2","18","18","0","1","0","0","0"
"68","M","Coutinho, Philippe - LIV","FA","SWA Sun 4:15PM","270.7","270.7","1","1","87","0","0","1","1","1","1.0","0","0","4","3","0","23","1","1","0","0","0","0","0","0","0","37","26","70.3","10","5","2","3","3","1","0","0","0","0","0","0","3","2","0","0","0","7","7","0","0","0","0","0","0","0","23","0","1","0","0","0","0","0","0","0","13","1","0","0","1","0"
"69","M","Dorrans, Graham - NOR","FA","ARS Sun 4:15PM","269.92","269.92","1","1","84","0","0","1","0","0","0","0","0","6","4","0","6","1","0","1","0","0","0","0","0","0","53","49","92.5","14","2","0","2","0","0","1","0","3","0","0","0","2","2","0","1","0","8","3","0","1","0","0","0","0","0","6","0","1","0","0","0","0","0","5","0","10","0","0","1","0","0"
"70","M","Wanyama, Victor - SOU","FA","@MCI Sat 3:00PM","268.76","268.76","1","1","90","0","0","2","0","0","0","0","0","3","2","0","10","3","0","1","0","0","0","0","0","0","37","28","75.7","3","0","0","0","0","0","0","0","4","0","5","4","2","1","0","0","1","10","9","6","3","1","0","0","0","0","11","0","0","0","0","0","0","0","2","0","27","0","0","0","1","0"
"71","D","Mertesacker, Per - ARS","FA","@NOR Sun 4:15PM","267.94","267.94","1","1","90","0","0","0","0","0","0","0","0","2","2","0","5","2","0","1","0","0","0","0","0","0","54","51","94.4","2","0","0","0","0","0","0","0","2","1","6","6","0","0","0","2","1","4","4","2","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","8","8","1","1","0","0","0"
"72","M","M'Vila, Yann - SUN","WW","STK Sat 3:00PM","267.28","267.28","1","1","90","0","0","1","2","1","0.5","0","1","5","3","0","12","0","0","0","0","0","0","0","0","0","49","38","77.6","14","0","0","0","0","1","0","0","3","0","3","3","2","2","0","0","0","9","0","2","0","0","0","0","0","0","12","0","0","0","0","0","0","0","1","0","9","0","0","1","0","0"
