"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T","CIB"
"11","D","Francis, Simon - BOUR","FA","EVE Sat 3:00PM","333.74","333.74","1","1","90","0","0","2","0","0","0","0","0","0","0","0","24","1","0","0","0","0","0","0","0","0","61","45","73.8","15","7","3","4","2","1","0","0","3","0","3","3","2","2","0","0","0","6","4","4","2","0","0","0","0","0","24","0","0","0","0","0","0","0","1","11","11","0","0","0","1","0"
"12","M","Cabaye, Yohan - CRY","FA","NEW Sat 3:00PM","332.2","332.2","1","1","90","1","1","2","6","2","0.3","0","1","4","4","0","18","2","0","0","0","0","0","0","0","0","60","52","86.7","14","5","1","4","5","0","1","0","1","0","0","0","3","1","0","0","0","5","11","0","0","1","0","1","0","0","18","0","0","1","1","0","0","0","0","0","7","1","1","0","0","0"
"13","D","Rangel, Angel - SWA","FA","@LIV Sun 4:15PM","324.73","324.73","1","1","90","0","0","0","0","0","0","0","0","2","1","0","22","0","0","0","0","0","0","0","0","0","64","47","73.4","10","3","0","3","0","0","1","0","3","0","3","2","1","0","0","1","0","3","3","1","1","0","0","0","0","0","23","0","0","0","0","0","0","0","2","19","19","0","0","0","1","0"
"14","D","Kolarov, Aleksandar - MCI","FA","SOU Sat 3:00PM","323.86","323.86","1","1","90","0","0","3","0","0","0","0","0","2","0","0","14","2","1","0","0","0","0","0","0","0","71","61","85.9","28","7","4","3","0","0","0","0","0","0","0","0","1","0","0","0","0","3","4","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","1","6","6","0","1","0","0","0"
"15","M","Hoolahan, Wes - NOR","FA","ARS Sun 4:15PM","320.88","320.88","1","1","90","0","0","2","2","0","0.0","0","2","1","0","0","15","0","0","0","0","0","0","0","0","1","58","51","87.9","28","2","0","2","1","1","0","0","0","0","0","0","6","3","0","0","0","6","9","2","2","0","0","0","0","0","15","0","0","0","0","0","0","0","2","0","16","0","0","1","0","0"
"16","M","Barkley, Ross - EVE","FA","@BOUR Sat 3:00PM","320.82","320.82","1","1","90","0","0","2","3","0","0.0","0","2","1","0","0","22","2","5","1","0","0","0","0","0","0","45","37","82.2","11","7","2","5","4","1","0","1","0","0","1","1","8","5","0","0","0","11","11","0","2","1","0","0","0","0","22","0","0","0","0","0","0","0","1","0","13","0","0","0","1","0"
"17","M","Puncheon, Jason - CRY","FA","NEW Sat 3:00PM","319.8","319.8","1","1","90","0","0","3","4","0","0.0","0","2","2","1","0","23","1","0","0","0","0","0","0","0","0","56","45","80.4","25","6","0","6","3","0","0","0","1","1","0","0","4","2","0","0","1","4","5","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","7","1","1","0","0","0"
"18","D","Amavi, Jordan - AVL","WW","WAT Sat 3:00PM","318.82","318.82","1","1","90","0","0","0","1","0","0.0","0","1","2","2","0","22","3","2","0","0","0","0","0","0","0","44","36","81.8","9","8","0","8","0","1","2","0","3","0","4","1","3","1","0","2","0","12","11","7","3","0","0","0","0","0","25","0","0","0","0","0","0","0","1","0","12","0","0","1","0","0"
"19","M","Surman, Andrew - BOUR","FA","EVE Sat 3:00PM","317.82","317.82","1","1","90","0","0","3","0","0","0","0","0","0","0","0","15","0","1","0","0","0","0","0","0","0","72","59","81.9","12","0","0","0","0","0","0","0","5","0","4","3","1","1","0","0","0","5","9","3","3","0","0","0","0","0","16","0","0","0","0","0","0","0","1","0","11","0","0","0","1","0"
"20","D","Daniels, Charlie - BOUR","FA","EVE Sat 3:00PM","317.79","317.79","1","1","90","0","0","2","0","0","0","0","0","1","1","0","22","0","0","0","0","0","0","0","0","0","63","50","79.4","13","2","1","1","0","1","0","0","0","0","3","3","3","3","0","1","1","5","2","1","1","0","0","0","0","0","22","0","0","0","0","0","0","0","1","11","11","0","0","0","1","0"
"21","M","Veretout, Jordan - AVL","WW","WAT Sat 3:00PM","313.9","313.9","1","1","90","0","0","2","3","0","0.0","0","2","3","3","0","12","0","2","0","0","0","0","0","0","0","62","56","90.3","13","2","0","2","1","0","0","1","0","0","0","0","5","2","0","0","0","9","11","2","2","0","0","0","0","0","12","0","0","0","0","0","0","0","1","0","12","0","0","1","0","0"
"22","M","Abdi, Almen - WAT","FA","@AVL Sat 3:00PM","312.88","312.88","1","1","89","0","0","2","1","0","0.0","0","0","2","2","0","17","0","1","0","0","0","0","0","0","0","56","49","87.5","14","8","0","8","3","0","1","1","1","0","0","0","1","1","0","1","0","6","7","2","4","1","0","0","0","0","17","0","1","0","0","0","0","0","1","0","12","0","0","0","1","0"
"23","D","Jenkinson, Carl - WHU","FA","WBA Sun 2:05PM","312.81","312.81","1","1","90","1","0","1","1","1","1.0","0","0","2","2","0","15","3","2","1","0","0","0","0","0","0","54","44","81.5","9","5","2","3","0","1","1","0","0","0","3","3","1","0","0","0","1","7","7","3","2","0","0","0","0","0","15","0","0","0","0","0","0","0","2","12","12","0","0","0","1","0"
"24","D","Souaré, Pape - CRY","FA","NEW Sat 3:00PM","310.88","310.88","1","1","90","0","0","0","0","0","0","0","0","1","1","0","22","1","1","1","0","0","0","0","0","0","41","36","87.8","10","14","0","14","0","1","1","0","1","0","7","2","0","0","0","1","0","4","6","2","5","0","0","0","0","0","27","0","0","0","0","0","0","0","0","7","7","1","1","0","0","0"
"25","M","Fernandinho - MCI","FA","SOU Sat 3:00PM","309.88","309.88","1","1","90","0","1","3","1","0","0.0","0","0","4","3","0","9","1","0","1","0","0","0","0","0","0","76","67","88.2","25","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","3","0","0","1","0","0","0","0","9","0","0","0","0","0","0","0","1","0","6","0","1","0","0","0"
"26","M","Silva, David - MCI","FA","SOU Sat 3:00PM","306.88","306.88","1","1","75","0","2","4","1","0","0.0","0","0","0","0","0","17","0","2","0","0","0","0","0","0","0","60","53","88.3","33","3","1","2","1","2","0","0","1","0","0","0","6","2","0","0","0","4","7","0","1","1","0","0","0","0","17","0","1","0","0","0","0","0","1","0","6","0","1","0","0","0"
"27","M","Ritchie, Matt - BOUR","FA","EVE Sat 3:00PM","306.73","306.73","1","1","90","0","1","2","1","0","0.0","0","1","2","2","0","27","2","3","0","0","0","0","0","0","1","41","30","73.2","12","11","2","9","3","1","0","0","2","1","0","0","1","0","0","0","0","6","9","1","2","1","0","0","0","0","27","0","0","0","0","0","0","0","1","0","11","0","0","0","1","0"
"28","M","M'Vila, Yann - SUN","WW","STK Sat 3:00PM","303.79","303.79","1","1","89","0","2","3","1","0","0.0","0","0","2","1","0","18","0","0","0","0","0","0","0","0","0","53","42","79.2","15","3","1","2","1","0","1","0","1","0","8","5","0","0","0","1","0","2","5","0","0","0","0","0","0","0","21","0","1","0","0","0","0","0","2","0","20","0","0","0","1","0"
"29","M","Young, Ashley - MUN","FA","@LEIC Sat 5:30PM","302.9","302.9","1","1","90","0","0","0","1","1","1.0","0","0","3","3","0","11","2","2","1","0","0","0","0","0","0","58","52","89.7","14","3","0","3","1","0","0","0","1","0","0","0","2","1","0","0","0","6","5","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","3","12","12","0","0","1","0","0"
"30","D","Fuchs, Christian - LEIC","FA","MUN Sat 5:30PM","302.76","302.76","1","1","90","0","0","3","0","0","0","0","0","5","4","0","22","0","0","0","0","0","0","0","0","0","34","26","76.5","8","4","1","3","3","0","5","0","4","1","6","3","0","0","0","4","0","8","3","3","0","0","0","0","0","0","25","0","0","0","0","0","0","0","1","17","17","0","1","0","0","0"
"31","M","Milner, James - LIV","FA","SWA Sun 4:15PM","300.04","300.04","1","1","90","0","1","4","2","1","0.5","0","0","4","2","0","23","4","3","0","0","0","0","0","0","0","35","19","54.3","12","8","5","3","7","2","0","0","0","0","1","1","2","2","0","0","1","10","10","2","3","1","0","0","0","0","23","0","0","0","0","0","0","0","1","0","14","0","0","0","1","0"
"32","D","Cook, Steve - BOUR","FA","EVE Sat 3:00PM","296.79","296.79","1","1","90","0","0","0","1","1","1.0","0","0","2","0","0","14","0","0","0","0","0","0","0","0","0","61","48","78.7","3","0","0","0","0","1","2","0","2","0","3","3","0","0","0","2","1","9","4","7","2","0","0","0","0","0","14","0","0","0","0","0","0","0","1","11","11","0","0","0","1","0"
"33","D","Alderweireld, Toby - TOT","FA","CHE Sun 12:00PM","292.89","292.89","1","1","90","0","0","0","1","0","0.0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","65","58","89.2","3","0","0","0","0","0","2","0","2","1","12","10","0","0","0","0","2","0","2","0","2","0","0","0","0","0","9","0","0","0","0","0","0","0","2","12","12","0","0","0","1","0"
"34","M","Capoue, Etienne - WAT","FA","@AVL Sat 3:00PM","292.87","292.87","1","1","90","0","0","0","2","0","0.0","0","1","3","2","0","10","7","3","0","0","0","0","1","0","0","54","47","87.0","9","2","1","1","0","0","0","0","3","0","1","0","2","2","0","0","0","9","13","1","1","0","0","0","0","0","11","0","0","0","0","0","0","0","1","0","12","0","0","0","1","0"
"35","M","Westwood, Ashley - AVL","FA","WAT Sat 3:00PM","292.82","292.82","1","1","75","0","0","3","0","0","0","0","0","2","2","0","15","0","0","1","0","0","0","0","0","0","65","53","81.5","18","7","4","3","5","0","0","0","0","0","1","1","1","1","0","1","0","3","0","0","0","1","0","0","0","0","15","0","1","0","0","0","0","0","1","0","10","0","0","1","0","0"
"36","M","Dele Alli - TOT","FA","CHE Sun 12:00PM","291.83","291.83","1","1","90","0","0","1","1","1","1.0","0","0","4","4","0","19","4","2","0","0","0","0","0","0","0","41","34","82.9","9","1","0","1","0","1","0","0","4","1","2","1","6","3","0","0","0","9","13","0","1","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","12","0","0","0","1","0"
"37","M","Cazorla, Santiago - ARS","FA","@NOR Sun 4:15PM","290.89","290.89","1","1","90","0","0","1","1","0","0.0","0","0","2","2","0","14","1","2","0","0","0","0","0","0","0","55","49","89.1","6","5","1","4","3","0","0","0","2","1","0","0","6","5","0","0","0","9","4","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","9","1","1","0","0","0"
"38","M","Barry, Gareth - EVE","FA","@BOUR Sat 3:00PM","290.78","290.78","1","1","90","0","0","2","1","0","0.0","0","0","3","3","0","15","1","1","0","0","0","0","0","0","0","60","47","78.3","20","2","0","2","0","0","0","0","1","0","0","0","1","1","0","0","2","5","1","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","13","0","0","0","1","0"
"39","D","Martin, Russell - NOR","FA","ARS Sun 4:15PM","289.91","289.91","1","1","90","0","0","1","2","0","0.0","0","1","1","1","0","7","0","0","0","0","0","0","0","0","0","47","43","91.5","9","0","0","0","0","1","0","0","1","0","13","12","1","0","0","0","1","5","5","4","2","0","0","0","0","0","8","0","0","0","0","0","0","0","2","16","16","0","0","1","0","0"
"40","F","Rooney, Wayne - MUN","FA","@LEIC Sat 5:30PM","289.46","289.46","1","1","90","0","0","1","3","2","0.7","0","0","3","3","0","16","1","1","1","0","0","0","0","0","0","49","39","79.6","14","3","1","2","0","1","1","0","0","0","0","0","4","3","0","1","0","8","5","1","0","1","0","0","0","0","16","0","0","0","0","0","0","0","3","0","12","0","0","1","0","0"
"41","M","Fernando - MCI","FA","SOU Sat 3:00PM","289.38","289.38","1","1","90","0","0","0","4","2","0.5","0","2","1","1","0","9","2","0","0","0","0","0","0","0","0","66","58","87.9","16","0","0","0","0","1","0","0","1","0","0","0","3","2","0","1","0","4","4","1","0","0","1","0","0","0","9","0","0","0","0","0","0","0","1","0","6","0","1","0","0","0"
"42","D","Zabaleta, Pablo - MCI","FA","SOU Sat 3:00PM","288.83","288.83","1","1","90","0","0","0","0","0","0","0","0","3","3","0","13","2","1","1","0","0","0","0","0","0","58","48","82.8","18","2","0","2","0","1","0","0","0","0","2","2","0","0","0","0","0","6","6","2","0","0","0","0","0","0","13","0","0","0","0","0","0","0","1","6","6","0","1","0","0","0"
"43","M","Oscar - CHE","FA","@TOT Sun 12:00PM","288.15","288.15","1","1","90","0","0","0","4","1","0.3","0","1","3","1","0","10","0","2","0","0","0","0","0","0","1","61","55","90.2","15","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","2","0","0","0","0","0","10","0","0","0","0","0","0","0","3","0","13","0","0","1","0","0"
"44","M","Can, Emre - LIV","FA","SWA Sun 4:15PM","286.88","286.88","1","1","90","0","0","0","0","0","0","0","0","3","3","0","8","2","0","1","0","0","0","0","1","0","49","43","87.8","4","1","0","1","0","0","1","0","4","1","6","3","1","0","0","0","2","8","5","5","1","0","0","0","0","0","11","0","0","0","0","0","0","0","1","14","14","0","0","0","1","0"
"45","D","Smalling, Chris - MUN","FA","@LEIC Sat 5:30PM","285.87","285.87","1","1","90","0","0","0","0","0","0","0","0","5","5","1","10","1","0","0","0","0","0","0","0","0","61","53","86.9","2","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","1","9","3","4","1","0","0","0","0","0","10","0","0","0","0","0","0","0","3","12","12","0","0","1","0","0"
"46","D","Davies, Ben - TOT","FA","CHE Sun 12:00PM","284.79","284.79","1","1","90","0","0","3","0","0","0","0","0","2","2","0","15","2","1","1","0","0","0","0","0","0","47","37","78.7","15","2","0","2","0","0","0","0","3","0","2","1","0","0","0","0","1","5","5","2","3","1","0","0","0","0","16","0","0","0","0","0","0","0","2","12","12","0","0","0","1","0"
"47","M","Noble, Mark - WHU","FA","WBA Sun 2:05PM","283.84","283.84","1","1","79","0","0","2","0","0","0","0","0","1","1","0","13","2","0","1","0","0","0","0","0","0","63","53","84.1","22","1","0","1","0","1","0","0","2","0","0","0","2","1","0","0","0","2","5","0","0","0","0","0","0","0","13","0","1","0","0","0","0","0","2","0","12","0","0","0","1","0"
"48","M","Tettey, Alexander - NOR","FA","ARS Sun 4:15PM","281.89","281.89","1","1","90","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","0","0","0","0","0","0","63","56","88.9","11","1","0","1","0","0","1","0","1","0","3","2","1","1","0","0","0","5","2","3","1","0","0","0","0","0","9","0","0","0","0","0","0","0","2","0","16","0","0","1","0","0"
"49","M","Howson, Jonny - NOR","FA","ARS Sun 4:15PM","280.68","280.68","1","1","90","0","1","2","2","0","0.0","0","1","1","1","0","19","1","0","0","0","0","0","0","0","0","34","23","67.6","14","4","2","2","0","1","0","0","2","0","3","3","7","4","0","0","0","6","12","1","3","1","0","0","0","0","19","0","0","0","0","0","0","0","2","0","16","0","0","1","0","0"
"50","M","Brunt, Chris - WBA","FA","@WHU Sun 2:05PM","279.53","279.53","1","1","90","0","0","0","1","0","0.0","0","0","6","3","0","18","2","2","0","0","0","0","1","0","0","30","16","53.3","3","2","0","2","1","0","2","0","3","0","7","6","0","0","0","1","0","9","6","1","1","0","0","0","0","0","19","0","0","0","0","0","0","0","2","21","21","0","0","1","0","0"
"51","M","Hazard, Eden - CHE","FA","@TOT Sun 12:00PM","278.78","278.78","1","1","90","0","0","2","1","1","1.0","0","0","2","2","0","17","0","4","0","0","0","0","0","0","0","46","36","78.3","17","0","0","0","0","1","0","0","1","0","0","0","5","1","0","0","0","8","6","1","0","0","0","0","0","0","17","0","0","0","0","0","0","0","3","0","13","0","0","1","0","0"
"52","D","Vertonghen, Jan - TOT","FA","CHE Sun 12:00PM","277.91","277.91","1","1","90","0","0","1","0","0","0","0","0","2","2","0","6","1","1","1","0","0","0","0","0","0","54","49","90.7","2","0","0","0","0","0","1","0","2","0","7","4","1","1","0","0","0","5","6","1","5","0","0","0","0","0","9","0","0","0","0","0","0","0","2","12","12","0","0","0","1","0"
"53","D","Cresswell, Aaron - WHU","FA","WBA Sun 2:05PM","273.93","273.93","1","1","90","0","0","1","1","1","1.0","0","0","3","0","0","9","2","1","1","0","0","0","0","0","0","43","40","93.0","17","5","1","4","0","0","0","0","2","0","4","3","0","0","0","0","0","4","3","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","2","12","12","0","0","0","1","0"
"54","D","Bassong, Sebastien - NOR","FA","ARS Sun 4:15PM","272.86","272.86","1","1","90","0","0","1","2","0","0.0","0","0","2","1","0","7","2","0","0","0","0","0","1","0","0","42","36","85.7","3","0","0","0","0","0","1","0","1","0","10","9","0","0","0","0","1","6","7","4","4","0","0","0","0","0","8","0","0","0","0","0","0","0","2","16","16","0","0","1","0","0"
"55","D","Pieters, Erik - STK","FA","@SUN Sat 3:00PM","272.83","272.83","1","1","90","0","0","1","0","0","0","0","0","4","4","0","12","0","0","0","0","0","0","0","0","0","42","35","83.3","8","2","1","1","0","0","1","0","2","0","6","4","1","1","0","1","0","6","2","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","13","13","1","1","0","0","0"
"56","M","Bolasie, Yannick - CRY","FA","NEW Sat 3:00PM","272.81","272.81","1","1","90","1","0","1","4","4","1.0","0","0","2","1","0","16","0","1","0","0","0","0","0","0","2","36","29","80.6","16","1","0","1","0","1","0","0","0","0","1","1","6","4","0","0","0","7","10","0","4","0","0","1","0","0","16","0","0","0","0","0","0","0","0","0","7","1","1","0","0","0"
"57","D","Funes Mori, Ramiro - EVE","WW","@BOUR Sat 3:00PM","271.76","271.76","1","1","90","0","0","0","1","0","0.0","0","1","4","4","1","10","0","1","0","0","0","0","0","0","1","38","29","76.3","3","0","0","0","0","0","2","0","5","1","7","5","1","0","0","0","0","11","5","6","4","0","0","0","0","0","12","0","0","0","0","0","0","0","1","13","13","0","0","0","1","0"
"58","D","Johnson, Glen - STK","WW","@SUN Sat 3:00PM","270.72","270.72","1","1","90","0","1","3","0","0","0","0","0","2","1","0","19","1","1","0","0","0","0","0","0","0","36","26","72.2","9","2","1","1","0","0","1","0","2","0","0","0","3","1","0","2","0","5","7","1","2","1","0","0","0","0","19","0","0","0","0","0","0","0","0","13","13","1","1","0","0","0"
"59","F","Borini, Fabio - SUN","FA","STK Sat 3:00PM","269.74","269.74","1","1","90","0","0","1","3","0","0.0","0","0","1","0","0","15","3","4","0","0","0","0","0","0","1","35","26","74.3","6","0","0","0","0","0","1","0","0","0","5","3","4","3","0","1","0","8","11","0","5","0","1","0","0","0","17","0","0","0","0","0","0","0","2","0","20","0","0","0","1","0"
"60","D","Cameron, Geoff - STK","FA","@SUN Sat 3:00PM","268.64","268.64","1","1","90","0","0","1","1","0","0.0","0","0","5","3","0","15","0","0","0","0","0","0","0","0","0","42","27","64.3","2","0","0","0","0","0","2","0","0","0","6","6","0","0","0","1","2","9","2","4","2","0","0","0","0","0","15","0","0","0","0","0","0","0","0","13","13","1","1","0","0","0"
"61","F","Lukaku, Romelu - EVE","FA","@BOUR Sat 3:00PM","268.04","268.04","1","1","90","1","0","1","5","2","0.4","0","3","1","1","0","19","0","2","1","0","0","0","0","0","0","33","21","63.6","10","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","10","11","6","6","0","0","1","0","0","19","0","0","0","0","0","0","0","1","0","13","0","0","0","1","0"
"62","M","Mané, Sadio - SOU","FA","@MCI Sat 3:00PM","267.28","267.28","1","1","89","1","1","3","4","2","0.5","0","2","6","5","0","17","5","3","1","0","0","0","0","0","1","23","18","78.3","6","1","0","1","0","0","0","0","0","0","0","0","6","4","0","0","0","14","12","1","1","1","1","1","0","0","17","0","1","0","0","0","0","0","1","0","10","0","1","0","0","0"
"63","M","Ayew, André - SWA","FA","@LIV Sun 4:15PM","266.75","266.75","1","1","90","1","0","1","1","1","1.0","0","0","3","3","0","12","1","8","0","0","0","0","0","0","0","36","27","75.0","7","1","1","0","0","0","0","0","1","0","0","0","1","1","0","0","1","16","5","4","3","0","0","0","0","0","12","0","0","0","0","0","0","0","2","0","19","0","0","0","1","0"
"64","D","Clyne, Nathaniel - LIV","FA","SWA Sun 4:15PM","265.7","265.7","1","1","90","0","0","1","0","0","0","0","0","3","1","0","23","1","2","0","0","0","0","0","0","0","33","23","69.7","12","4","0","4","0","1","0","0","2","0","1","1","3","1","0","0","0","7","9","2","1","0","0","0","0","0","23","0","0","0","0","0","0","0","1","0","14","0","0","0","1","0"
"65","D","Cédric Soares - SOU","FA","@MCI Sat 3:00PM","265.55","265.55","1","1","90","0","0","0","0","0","0","0","0","5","4","0","22","3","1","0","0","0","0","0","0","0","33","18","54.5","7","0","0","0","0","0","0","0","3","1","5","4","3","1","0","1","1","8","7","1","1","0","0","0","0","0","23","0","0","0","0","0","0","0","1","10","10","0","1","0","0","0"
"66","M","Lanzini, Manuel - WHU","WW","WBA Sun 2:05PM","265.18","265.18","1","1","90","0","0","0","4","1","0.3","0","1","0","0","0","14","1","1","0","0","0","1","0","0","1","40","37","92.5","13","1","0","1","0","0","0","0","2","0","0","0","9","4","0","0","0","6","5","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","2","0","12","0","0","0","1","0"
"67","D","Ivanovic, Branislav - CHE","FA","@TOT Sun 12:00PM","264.88","264.88","1","1","90","0","0","0","0","0","0","0","0","2","0","0","9","1","0","0","0","0","0","0","0","0","50","44","88.0","8","0","0","0","0","0","0","0","2","0","1","1","0","0","0","1","0","7","4","5","2","0","0","0","0","0","9","0","0","0","0","0","0","0","3","13","13","0","0","1","0","0"
"68","D","Mertesacker, Per - ARS","FA","@NOR Sun 4:15PM","264.83","264.83","1","1","90","0","0","0","0","0","0","0","0","3","2","1","9","0","0","0","0","0","0","0","0","0","47","39","83.0","2","0","0","0","0","0","2","0","4","2","10","8","0","0","0","0","0","5","2","2","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","9","9","1","1","0","0","0"
"69","M","Gosling, Dan - BOUR","FA","EVE Sat 3:00PM","264.83","264.83","1","1","90","0","0","1","1","0","0.0","0","0","1","1","0","13","1","3","0","0","0","0","0","0","0","46","38","82.6","19","0","0","0","0","0","0","0","1","0","0","0","2","2","0","0","1","8","4","2","2","0","0","0","0","0","13","0","0","0","0","0","0","0","1","0","11","0","0","0","1","0"
"70","F","Walters, Jonathan - STK","FA","@SUN Sat 3:00PM","264.67","264.67","1","1","90","0","0","2","1","1","1.0","0","0","2","2","0","21","1","3","0","0","0","0","0","0","0","30","20","66.7","5","3","0","3","0","1","0","0","0","0","0","0","3","2","0","0","1","11","12","4","7","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","13","1","1","0","0","0"
"71","D","Dawson, Craig - WBA","FA","@WHU Sun 2:05PM","264.62","264.62","1","1","90","0","0","1","0","0","0","0","0","1","0","0","15","0","1","0","0","0","0","0","0","0","39","24","61.5","6","0","0","0","0","0","1","0","0","0","6","5","0","0","0","0","3","5","3","3","1","0","0","0","0","0","16","0","0","0","0","0","0","0","2","21","21","0","0","1","0","0"
"72","M","Shelvey, Jonjo - SWA","FA","@LIV Sun 4:15PM","263.78","263.78","1","1","86","0","0","1","1","0","0.0","0","0","2","1","0","16","1","0","0","0","0","0","0","0","0","41","32","78.0","10","5","0","5","4","0","0","0","5","2","1","1","0","0","0","0","0","4","4","2","0","0","0","0","0","0","16","0","1","0","0","0","0","0","2","0","17","0","0","0","1","0"
