"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","G/90M","G/G","A/G","A/90M","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","Pts","Pt/G","Pt/90M","Sh/G","Sh/90M","ShG/G","ShG/90M","FC/G","FS/G","RCR","DPt","6S","Off/G","Off/90M","HT","GAD","GAF","GAM","CSD","CSF","CSM"
"1","M","de Jong, Siem - NEW","FA","MUN Tue 7:45PM","64","64","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","1.0","30.0","1.0","30.0","1.0","0.0","0","1","0","0.0","0.0","0","0","0","0","0","0","0"
"2","F","Defoe, Jermain - SUN","FA","@SWA Wed 7:45PM","34","34","2.0","2.0","0.0","0.0","0","0","0","0","0","0","0","0","2","2.0","2.0","4.0","4.0","3.0","3.0","2.0","1.0","0","2","0","2.0","2.0","0","0","1","0","0","0","0"
"3","F","Carroll, Andy - WHU","FA","@BOUR Tue 7:45PM","33","33","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","5.0","5.0","5.0","5.0","2.0","1.0","0","2","0","1.0","1.0","0","0","0","0","0","1","0"
"4","F","Rooney, Wayne - MUN","FA","@NEW Tue 7:45PM","33","33","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","8.0","8.0","3.0","3.0","1.0","1.0","0","1","0","1.0","1.0","0","0","1","0","0","0","0"
"5","F","Martial, Anthony - MUN","WW","@NEW Tue 7:45PM","28","28","1.0","1.0","1.0","1.0","0","0","0","0","0","0","0","0","2","2.0","2.0","4.0","4.0","1.0","1.0","2.0","3.0","0","2","0","0.0","0.0","0","0","0","1","0","0","0"
"6","M","Dele Alli - TOT","FA","LEIC Wed 8:00PM","25.84","25.84","1.1","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.1","6.0","6.5","2.0","2.2","0.0","3.0","0","0","0","0.0","0.0","0","0","0","1","0","0","0"
"7","M","Antonio, Michail - WHU","WW","@BOUR Tue 7:45PM","24.47","24.47","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","5.0","5.2","3.0","3.1","1.0","0.0","0","1","0","0.0","0.0","0","0","0","0","0","0","1"
"8","F","Walters, Jonathan - STK","FA","NOR Wed 7:45PM","24.36","24.36","4.1","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","4.1","1.0","4.1","1.0","4.1","1.0","0.0","0","1","0","0.0","0.0","0","0","1","0","0","0","0"
"9","M","Oscar - CHE","FA","WBA Wed 7:45PM","23.16","23.16","1.0","1.0","1.0","1.0","0","0","0","0","0","0","0","0","2","2.0","2.0","2.0","2.0","1.0","1.0","1.0","4.0","0","1","0","0.0","0.0","0","0","0","0","0","0","1"
"10","M,F","Toivonen, Ola - SUN","WW","@SWA Wed 7:45PM","22","22","0.0","0.0","1.0","9.0","0","0","0","0","0","0","0","0","1","1.0","9.0","0.0","0.0","0.0","0.0","0.0","1.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
