"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","W","L","T","CS","ShA","ShA","GA","GAIB","GAOB","Sv","Sv%","SvIB","SvOB","YC","SYC","RC","RCR","FC","FC/G","FS","FS/G","Pen","DP","PKGA","PKS","PKF","PKD","SubOn","SubOff","G","A","ASh","ABS","AFKG","AHW","AOG","APL","APKG","ASOP","Pa","APa","SFTP","Int","IntB","ClA","ClS","OO","DW","DL","AW","AL","HCA","HCS","Sm","Pu","GON"
"1","G","Krul, Tim - NEW","FA","LEIC Sat 3:00PM","213.45","213.45","1","1","90","0","1","0","0","23","11","6","4","2","5","45.5","3","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","15","4","1","1","2","2","0","0","0","0","0","1","1","0","0","0"
"2","G","Fabianski, Lukasz - SWA","FA","BOUR Sat 3:00PM","201.82","201.82","1","1","90","0","0","1","0","19","11","2","0","2","9","81.8","4","5","0","0","0","0","1","1.0","1","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","15","0","0","0","0","0","0","2","1","1","0","4","3","0","0","0"
"3","G","Pantilimon, Costel - SUN","FA","@CRY Mon 8:00PM","200.67","200.67","1","1","90","0","0","1","0","20","6","2","2","0","4","66.7","0","4","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","20","1","0","0","1","1","0","0","0","0","0","3","3","0","0","0"
"4","G","Myhill, Boaz - WBA","FA","ARS Sat 3:00PM","196.75","196.75","1","1","90","0","1","0","0","21","8","2","2","0","6","75.0","2","4","0","0","0","0","0","0.0","0","0.0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","35","11","5","0","0","1","1","0","0","0","0","0","1","1","0","1","0"
"5","G","Ruddy, John - NOR","FA","@CHE Sat 3:00PM","190.6","190.6","1","1","90","0","1","0","0","16","5","2","2","0","3","60.0","3","0","0","0","0","0","0","0.0","1","1.0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","31","24","1","0","0","0","0","0","1","2","0","1","1","1","0","0","0"
"6","G","Gomes, Heurelho - WAT","FA","MUN Sat 12:45PM","178.83","178.83","1","1","90","0","0","1","0","12","6","1","1","0","5","83.3","3","2","1","0","0","0","0","0.0","0","0.0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","27","13","2","0","0","1","1","0","1","0","1","0","2","2","1","1","0"
"7","G","Begovic, Asmir - CHE","FA","NOR Sat 3:00PM","170.4","170.4","1","1","90","0","1","0","0","13","5","3","2","1","2","40.0","2","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","12","0","0","0","1","1","0","0","0","0","0","4","4","0","1","0"
"8","G","Lloris, Hugo - TOT","FA","WHU Sun 4:00PM","165.33","165.33","1","1","90","0","0","1","0","12","3","2","2","0","1","33.3","1","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","22","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0"
"9","G","Howard, Tim - EVE","FA","AVL Sat 3:00PM","164.75","164.75","1","1","90","0","0","1","0","13","4","1","1","0","3","75.0","3","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","14","3","1","1","2","0","0","0","0","0","0","2","2","0","0","0"
"10","G","Cech, Petr - ARS","FA","@WBA Sat 3:00PM","164","164","1","1","90","1","0","0","1","9","5","0","0","0","5","100.0","2","3","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","8","1","0","0","0","0","0","0","0","0","0","4","4","0","0","0"
