"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CIB","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T"
"26","M","Barkley, Ross - EVE","FA","CRY Mon 8:00PM","300.38","300.38","1","1","90","1","1","4","2","1","0.5","0","1","1","1","0","15","0","1","0","0","0","0","0","0","0","48","42","87.5","10","3","2","1","3","2","0","0","0","0","0","1","1","5","3","0","0","0","7","5","2","1","1","0","0","0","0","15","0","0","0","0","0","0","0","3","0","19","0","0","0","1"
"27","D","Clark, Ciaran - AVL","FA","@SOU Sat 3:00PM","299.82","299.82","1","1","90","0","0","1","1","0","0.0","0","0","0","0","0","13","1","0","1","0","0","0","0","0","0","60","49","81.7","3","0","0","0","0","0","0","2","0","4","0","6","6","1","0","0","1","1","4","2","4","0","1","1","0","0","0","13","0","0","0","0","0","0","0","3","16","16","0","0","1","0"
"28","D","Alderweireld, Toby - TOT","FA","@WBA Sat 3:00PM","295.8","295.8","1","1","90","0","0","0","0","0","0","0","0","1","1","0","14","0","1","0","0","0","0","0","0","0","66","53","80.3","6","0","0","0","0","0","0","2","0","2","0","13","9","0","0","0","0","0","2","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","5","5","1","0","0","1"
"29","D","Johnson, Glen - STK","WW","MCI Sat 12:45PM","293.9","293.9","1","1","90","0","0","1","1","1","1.0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","49","44","89.8","20","1","0","1","0","0","0","1","0","1","0","3","3","5","4","0","1","0","4","3","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","2","18","18","0","0","1","0"
"30","M","Sánchez, Carlos - AVL","FA","@SOU Sat 3:00PM","293.26","293.26","1","1","90","0","0","0","2","1","0.5","0","1","1","1","0","16","1","1","1","0","0","0","0","0","0","63","48","76.2","3","0","0","0","0","0","0","1","0","5","0","2","2","0","0","0","0","2","4","4","2","3","0","0","0","0","0","16","0","0","0","0","0","0","0","3","0","16","0","0","1","0"
"31","M","Yaya Touré - MCI","FA","@STK Sat 12:45PM","292.52","292.52","1","1","90","0","0","2","3","2","0.7","0","1","2","1","0","16","0","3","0","0","0","0","0","0","0","55","47","85.5","14","0","0","0","0","0","0","1","1","1","0","1","1","1","1","0","1","1","7","6","1","1","0","0","0","0","0","16","0","0","0","0","0","0","0","1","0","11","0","1","0","0"
"32","M","Lanzini, Manuel - WHU","WW","@MUN Sat 3:00PM","290.91","290.91","1","1","90","0","0","3","2","2","1.0","0","0","1","1","0","11","1","2","0","0","0","0","0","0","0","56","51","91.1","12","4","1","3","2","1","0","0","0","0","0","0","0","5","5","0","0","0","8","3","0","2","0","0","0","0","0","11","0","0","0","0","0","0","0","1","0","8","0","0","0","1"
"33","F","Arnautovic, Marko - STK","FA","MCI Sat 12:45PM","290.86","290.86","1","1","90","0","0","0","0","0","0","0","0","1","1","0","16","0","0","0","0","0","0","0","0","1","57","49","86.0","17","1","0","1","0","0","0","0","0","1","1","0","0","3","3","0","0","0","4","5","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","2","0","18","0","0","1","0"
"34","M","Watson, Ben - WAT","FA","NOR Sat 3:00PM","290.67","290.67","1","1","90","0","0","3","2","0","0.0","0","2","3","3","0","18","3","0","0","0","0","0","0","0","0","36","24","66.7","10","9","4","5","9","4","1","1","0","2","0","5","4","0","0","0","0","0","4","10","1","1","0","0","0","0","0","19","0","0","0","0","0","0","0","2","0","12","0","1","0","0"
"35","D","Lovren, Dejan - LIV","FA","@NEW Sun 4:00PM","289.92","289.92","1","1","90","0","0","0","1","0","0.0","0","0","1","0","0","5","1","0","0","0","0","0","0","0","0","63","58","92.1","6","0","0","0","0","0","0","1","0","2","0","10","8","0","0","0","0","1","6","1","5","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","8","8","1","1","0","0"
"36","D","Darmian, Matteo - MUN","WW","WHU Sat 3:00PM","289.84","289.84","1","1","90","0","0","2","1","0","0.0","0","0","2","1","0","21","0","0","0","0","0","0","0","0","0","55","46","83.6","16","5","0","5","0","0","3","0","0","2","0","0","0","2","0","0","0","0","3","3","1","0","0","0","0","0","0","21","0","0","0","0","0","0","0","1","0","7","0","0","0","1"
"37","M","Puncheon, Jason - CRY","FA","@EVE Mon 8:00PM","289.28","289.28","1","1","90","0","0","2","2","1","0.5","0","0","1","1","0","25","0","0","0","0","0","0","0","0","0","50","39","78.0","12","10","2","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","1","0","7","0","1","0","0"
"38","M","Davis, Steven - SOU","FA","AVL Sat 3:00PM","288.89","288.89","1","1","90","0","0","0","0","0","0","0","0","2","1","0","12","1","2","0","0","0","0","0","0","1","62","55","88.7","12","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","3","4","4","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","16","0","0","1","0"
"39","M","Eriksen, Christian - TOT","FA","@WBA Sat 3:00PM","288.86","288.86","1","1","90","0","0","2","0","0","0","0","0","1","1","0","19","0","2","0","0","0","0","0","0","0","51","44","86.3","20","5","0","5","4","0","1","0","0","0","0","1","1","2","0","0","0","0","4","5","1","1","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","5","1","0","0","1"
"40","M","Mané, Sadio - SOU","FA","AVL Sat 3:00PM","288.77","288.77","1","1","90","0","1","1","2","2","1.0","0","0","4","3","0","20","2","6","0","0","0","1","0","0","2","30","23","76.7","9","1","1","0","0","0","1","0","0","0","0","0","0","9","6","0","0","0","16","12","0","2","1","0","0","0","0","20","0","0","0","0","0","0","0","3","0","16","0","0","1","0"
"41","M","Ibe, Jordon - LIV","FA","@NEW Sun 4:00PM","288.29","288.29","1","1","89","0","0","0","2","1","0.5","0","1","2","1","0","21","1","1","0","0","0","0","0","0","0","43","34","79.1","16","4","0","4","1","0","2","0","0","1","0","0","0","8","5","0","0","0","8","6","0","1","0","1","0","0","0","21","0","1","0","0","0","0","0","0","0","8","1","1","0","0"
"42","D","Skrtel, Martin - LIV","FA","@NEW Sun 4:00PM","287.9","287.9","1","1","90","0","0","0","0","0","0","0","0","0","0","0","7","2","0","1","0","0","0","0","0","0","67","60","89.6","4","0","0","0","0","0","0","1","0","2","0","6","5","0","0","0","1","0","2","4","2","2","0","0","0","0","0","8","0","0","0","0","0","0","0","0","8","8","1","1","0","0"
"43","M","Flamini, Mathieu - ARS","FA","SUN Sat 3:00PM","285.88","285.88","1","1","90","0","0","1","0","0","0","0","0","3","2","0","9","1","0","0","0","0","0","0","0","0","64","56","87.5","19","0","0","0","0","0","0","0","0","3","1","2","1","1","1","0","0","1","6","1","2","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","7","0","0","0","1"
"44","D","Richards, Micah - AVL","FA","@SOU Sat 3:00PM","285.87","285.87","1","1","90","1","0","1","1","1","1.0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","39","34","87.2","6","0","0","0","0","0","0","1","0","3","1","11","7","3","3","0","0","2","12","1","8","1","0","0","0","0","0","11","0","0","0","0","0","0","0","3","16","16","0","0","1","0"
"45","M","Gosling, Dan - BOUR","FA","@CHE Sat 5:30PM","285.34","285.34","1","1","90","0","0","1","2","1","0.5","0","0","4","4","0","14","1","1","1","0","0","0","0","0","0","49","41","83.7","20","0","0","0","1","0","0","0","0","3","0","1","0","2","0","0","1","0","5","9","0","1","0","0","0","0","0","15","0","0","0","0","0","0","0","3","0","11","0","0","0","1"
"46","D","van Dijk, Virgil - SOU","WW","AVL Sat 3:00PM","284.86","284.86","1","1","90","0","0","0","1","0","0.0","1","0","3","3","0","7","1","0","0","0","0","0","0","0","0","49","42","85.7","5","0","0","0","0","0","0","2","0","3","0","6","4","2","2","0","0","1","9","4","4","2","0","0","0","0","0","9","0","0","0","0","0","0","0","3","16","16","0","0","1","0"
"47","M","Mata, Juan - MUN","FA","WHU Sat 3:00PM","283.95","283.95","1","1","90","0","0","0","2","0","0.0","0","2","2","1","0","8","1","1","0","0","0","0","0","0","0","57","54","94.7","26","1","0","1","1","0","1","0","0","0","0","1","1","1","0","0","0","0","3","7","0","3","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","7","0","0","0","1"
"48","D","Clyne, Nathaniel - LIV","FA","@NEW Sun 4:00PM","283.88","283.88","1","1","90","0","0","2","0","0","0","0","0","1","1","0","15","0","0","0","0","0","0","0","0","0","50","44","88.0","16","3","0","3","0","0","2","3","0","3","0","1","0","3","1","0","1","0","2","3","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","8","8","1","1","0","0"
"49","D","Hutton, Alan - AVL","FA","@SOU Sat 3:00PM","283.82","283.82","1","1","90","0","0","0","0","0","0","0","0","1","0","0","20","0","3","0","0","0","0","0","0","1","38","31","81.6","10","5","0","5","0","0","2","0","0","4","1","2","1","2","1","0","0","0","6","3","1","0","0","0","0","0","0","21","0","0","0","0","0","0","1","3","16","16","0","0","1","0"
"50","M","Anita, Vurnon - NEW","FA","LIV Sun 4:00PM","283.71","283.71","1","1","90","0","0","0","1","1","1.0","0","0","2","1","0","18","2","0","0","0","0","0","0","0","0","56","40","71.4","11","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","0","0","3","5","1","0","0","0","0","0","0","19","0","0","0","0","0","0","0","5","0","19","0","0","1","0"
"51","M","Schweinsteiger, Bastian - MUN","WW","WHU Sat 3:00PM","283.4","283.4","1","1","90","1","0","0","4","2","0.5","0","1","3","1","0","11","0","0","0","0","0","0","0","0","0","62","56","90.3","12","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","5","3","1","0","0","0","1","0","0","11","0","0","0","0","0","0","0","1","0","7","0","0","0","1"
"52","M","Stanislas, Junior - BOUR","FA","@CHE Sat 5:30PM","283.32","283.32","1","1","90","2","0","2","4","2","0.5","0","2","0","0","0","19","1","0","0","0","0","0","0","0","0","39","32","82.1","12","6","0","6","0","0","4","0","0","0","0","1","1","3","1","0","0","0","3","4","2","0","0","0","2","0","0","19","0","0","0","0","0","0","0","3","0","11","0","0","0","1"
"53","D","Bellerín, Héctor - ARS","FA","SUN Sat 3:00PM","282.85","282.85","1","1","90","0","0","0","1","0","0.0","0","0","1","1","0","17","0","0","0","0","0","0","0","0","0","55","47","85.5","18","4","1","3","0","0","0","0","0","1","0","1","1","2","1","0","0","0","2","2","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","7","7","0","0","0","1"
"54","M","Dembélé, Mousa - TOT","FA","@WBA Sat 3:00PM","281.82","281.82","1","1","90","0","0","0","1","1","1.0","0","0","4","4","0","13","1","2","0","0","0","0","0","0","0","55","45","81.8","8","0","0","0","0","0","1","0","0","6","3","1","0","4","4","0","0","0","10","4","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","5","1","0","0","1"
"55","M","Willian - CHE","FA","BOUR Sat 5:30PM","281.73","281.73","1","1","89","0","0","0","0","0","0","0","0","6","5","0","24","0","3","0","0","0","0","0","0","0","37","27","73.0","11","10","0","10","4","0","1","0","0","3","1","0","0","0","0","0","0","0","9","3","0","1","0","0","0","0","0","24","0","1","0","0","0","0","0","0","0","8","1","0","0","1"
"56","M","Milner, James - LIV","FA","@NEW Sun 4:00PM","280.32","280.32","1","1","90","1","0","0","2","1","0.5","0","0","4","4","0","17","2","1","1","0","0","0","0","0","0","39","32","82.1","10","7","2","5","5","2","0","0","0","1","0","0","0","0","0","0","0","0","5","10","0","2","0","0","1","0","0","17","0","0","1","1","0","0","0","0","0","8","1","1","0","0"
"57","D","Mertesacker, Per - ARS","FA","SUN Sat 3:00PM","279.95","279.95","1","1","90","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","0","0","0","0","0","0","73","69","94.5","6","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","2","2","1","2","0","0","0","0","0","5","0","0","0","0","0","0","0","1","7","7","0","0","0","1"
"58","M","Gueye, Idrissa - AVL","FA","@SOU Sat 3:00PM","279.91","279.91","1","1","82","0","0","1","1","0","0.0","0","0","0","0","0","9","1","1","0","0","0","0","0","0","0","70","64","91.4","11","0","0","0","0","0","0","1","0","3","0","1","1","1","0","0","1","0","2","3","1","0","0","0","0","0","0","9","0","1","0","0","0","0","0","2","0","10","0","0","1","0"
"59","D","Dier, Eric - TOT","FA","@WBA Sat 3:00PM","278.83","278.83","1","1","90","0","0","1","0","0","0","0","0","1","1","0","13","1","0","0","0","0","0","0","0","0","66","55","83.3","7","0","0","0","0","0","0","1","0","1","0","2","2","0","0","0","0","1","3","4","2","2","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","5","1","0","0","1"
"60","D","Daniels, Charlie - BOUR","FA","@CHE Sat 5:30PM","278.21","278.21","1","1","90","0","1","4","3","1","0.3","0","0","2","2","0","10","0","0","1","0","0","0","0","0","0","48","42","87.5","17","5","4","1","1","0","0","2","0","2","0","1","0","0","0","0","0","0","2","1","0","0","1","1","0","0","0","11","0","0","0","0","0","0","0","3","11","11","0","0","0","1"
"61","D","Evans, Jonny - WBA","FA","TOT Sat 3:00PM","277.85","277.85","1","1","90","0","0","0","0","0","0","0","0","10","8","0","11","0","3","0","0","0","0","0","0","0","39","33","84.6","9","0","0","0","0","0","0","2","0","2","0","2","2","0","0","0","1","1","14","1","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","1","17","17","0","0","0","1"
"62","D","Funes Mori, Ramiro - EVE","WW","CRY Mon 8:00PM","277.63","277.63","1","1","90","1","0","0","1","1","1.0","0","0","1","1","0","16","0","0","0","0","0","0","0","0","0","41","26","63.4","1","1","0","1","0","0","0","4","0","5","2","7","2","1","1","0","0","0","3","2","1","1","0","0","0","0","0","21","0","0","0","0","0","0","0","3","19","19","0","0","0","1"
"63","D","Smalling, Chris - MUN","FA","WHU Sat 3:00PM","275.85","275.85","1","1","90","0","0","0","0","0","0","0","0","1","1","0","9","0","0","0","0","0","0","0","0","0","60","51","85.0","0","0","0","0","0","0","1","1","0","4","0","9","7","0","0","0","0","1","4","3","3","2","0","0","0","0","0","11","0","0","0","0","0","0","0","1","7","7","0","0","0","1"
"64","M","Fàbregas, Cesc - CHE","FA","BOUR Sat 5:30PM","275.74","275.74","1","1","90","0","0","1","0","0","0","0","0","3","1","0","19","2","1","0","0","0","0","0","0","0","53","39","73.6","19","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","7","0","1","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","9","1","0","0","1"
"65","M","Adam, Charlie - STK","FA","MCI Sat 12:45PM","274.81","274.81","1","1","85","0","0","1","1","0","0.0","0","0","0","0","0","14","2","1","1","0","0","0","0","0","0","57","46","80.7","10","0","0","0","0","0","0","0","0","1","0","2","2","2","2","0","0","1","5","3","2","0","0","0","0","0","0","14","0","1","0","0","0","0","0","2","0","16","0","0","1","0"
"66","D","Janmaat, Daryl - NEW","FA","LIV Sun 4:00PM","273.7","273.7","1","1","90","0","1","1","0","0","0","0","0","5","3","0","17","0","0","0","0","0","0","0","0","0","33","23","69.7","9","4","0","4","0","0","2","2","0","0","0","4","2","2","2","0","0","0","8","1","1","0","1","0","0","0","0","19","0","0","0","0","0","0","0","5","19","19","0","0","1","0"
"67","D","Gabriel Paulista - ARS","FA","SUN Sat 3:00PM","270.89","270.89","1","0","79","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","65","58","89.2","1","0","0","0","0","0","0","0","0","6","2","11","8","0","0","0","0","0","3","0","2","0","0","0","0","0","0","10","1","0","0","0","0","0","0","1","7","7","0","0","0","1"
"68","M","McArthur, James - CRY","FA","@EVE Mon 8:00PM","269.59","269.59","1","1","90","2","0","1","3","2","0.7","0","0","2","2","0","8","1","1","0","0","0","0","0","0","0","51","47","92.2","6","0","0","0","0","0","1","0","0","3","1","0","0","4","2","0","1","0","5","8","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","7","0","1","0","0"
"69","M","Sissoko, Moussa - NEW","FA","LIV Sun 4:00PM","268.82","268.82","1","1","90","0","0","2","1","0","0.0","0","1","2","0","0","17","0","0","0","0","0","0","0","0","0","38","31","81.6","10","4","1","3","0","0","1","0","0","0","0","0","0","6","3","0","1","0","5","8","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","5","0","19","0","0","1","0"
"70","M","O'Neil, Gary - NOR","FA","@WAT Sat 3:00PM","268.75","268.75","1","1","90","0","0","0","1","0","0.0","0","0","3","1","0","15","4","2","1","0","0","0","0","0","0","44","33","75.0","8","2","0","2","1","0","0","0","0","2","0","2","2","3","3","0","0","0","8","8","0","2","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","12","0","0","0","1"
"71","M","Hoolahan, Wes - NOR","FA","@WAT Sat 3:00PM","266.85","266.85","1","1","85","0","0","2","1","0","0.0","0","0","0","0","0","14","1","1","0","0","0","0","0","0","0","52","44","84.6","14","2","0","2","0","0","0","0","0","0","0","0","0","3","2","0","0","0","3","7","0","1","0","1","0","0","0","14","0","1","0","0","0","0","0","1","0","12","0","0","0","1"
"72","F","Zárate, Mauro - WHU","FA","@MUN Sat 3:00PM","266.31","266.31","1","1","82","1","0","2","6","3","0.5","0","0","5","5","0","21","1","4","0","0","0","0","0","0","0","26","21","80.8","9","5","1","4","3","1","0","0","2","0","0","0","0","4","2","0","0","0","11","8","0","1","0","0","0","1","0","21","0","1","0","0","0","0","0","1","0","7","0","0","0","1"
