"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","W","L","T","CS","ShA","ShA","GA","GAIB","GAOB","Sv","Sv%","SvIB","SvOB","YC","SYC","RC","RCR","FC","FC/G","FS","FS/G","Pen","DP","PKGA","PKS","PKF","PKD","SubOn","SubOff","G","A","ASh","ABS","AFKG","AHW","AOG","APL","APKG","ASOP","Pa","APa","SFTP","Int","IntB","ClA","ClS","OO","DW","DL","AW","AL","HCA","HCS","Sm","Pu","GON"
"1","G","Krul, Tim - NEW","FA","LEIC Sat 3:00PM","201.67","201.67","1","1","90","0","1","0","0","19","6","2","2","0","4","66.7","1","3","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","26","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2","G","Lloris, Hugo - TOT","FA","WHU Sun 4:00PM","197.71","197.71","1","1","90","0","0","1","0","15","7","2","2","0","5","71.4","4","1","0","0","0","0","0","0.0","0","0.0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","38","20","1","0","0","1","1","0","1","0","1","0","1","1","0","1","0"
"3","G","McCarthy, Alex - CRY","WW","SUN Mon 8:00PM","187.71","187.71","1","1","90","0","1","0","0","21","7","2","2","0","5","71.4","4","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","18","6","0","0","1","0","0","0","0","0","0","1","1","0","0","0"
"4","G","Myhill, Boaz - WBA","FA","ARS Sat 3:00PM","185","185","1","1","90","0","0","1","1","16","5","0","0","0","5","100.0","1","4","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","15","8","0","0","1","1","0","1","0","1","0","1","1","0","1","0"
"5","G","Guzan, Brad - AVL","FA","@EVE Sat 3:00PM","180.5","180.5","1","1","90","0","1","0","0","9","2","1","1","0","1","50.0","0","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","28","2","0","0","1","1","0","1","0","0","0","2","2","0","1","0"
"6","G","Butland, Jack - STK","FA","@SOU Sat 3:00PM","177.71","177.71","1","1","90","0","0","1","0","13","7","2","2","0","5","71.4","3","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","12","1","0","0","1","1","0","0","1","0","1","2","2","2","1","0"
"7","G","Pantilimon, Costel - SUN","FA","@CRY Mon 8:00PM","177.5","177.5","1","1","90","0","1","0","0","18","6","3","3","0","3","50.0","1","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","13","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0"
"8","G","Cech, Petr - ARS","FA","@WBA Sat 3:00PM","174.75","174.75","1","1","90","1","0","0","0","11","4","1","0","1","3","75.0","2","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","27","15","6","0","0","3","3","0","0","0","0","0","0","0","0","3","0"
"9","G","Begovic, Asmir - CHE","FA","NOR Sat 3:00PM","169.62","169.62","1","1","90","0","1","0","0","18","8","3","2","1","5","62.5","4","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","11","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"10","G","Adrián - WHU","FA","@TOT Sun 4:00PM","167.6","167.6","1","1","89","0","1","0","0","10","5","2","2","0","3","60.0","3","0","0","0","1","0","1","1.0","1","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","18","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
