"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","W","L","T","CS","ShA","ShA","GA","GAIB","GAOB","Sv","Sv%","SvIB","SvOB","YC","SYC","RC","RCR","FC","FC/G","FS","FS/G","Pen","DP","PKGA","PKS","PKF","PKD","SubOn","SubOff","G","A","ASh","ABS","AFKG","AHW","AOG","APL","APKG","ASOP","Pa","APa","SFTP","Int","IntB","ClA","ClS","OO","DW","DL","AW","AL","HCA","HCS","Sm","Pu","GON"
"1","G","Ruddy, John - NOR","FA","@CHE Sat 3:00PM","195.6","195.6","1","1","90","0","1","0","0","21","5","2","2","0","3","60.0","1","2","0","0","0","0","0","0.0","0","0.0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","34","15","5","0","0","1","1","0","0","0","0","0","3","2","1","1","0"
"2","G","Lloris, Hugo - TOT","FA","WHU Sun 4:00PM","188.5","188.5","1","1","90","1","0","0","0","13","2","1","0","1","1","50.0","1","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","29","3","0","0","2","2","0","0","0","0","0","0","0","0","1","0"
"3","G","Adrián - WHU","FA","@TOT Sun 4:00PM","180.6","180.6","1","1","90","0","1","0","0","20","5","2","2","0","3","60.0","3","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","15","1","0","0","2","0","0","0","0","0","0","1","1","1","0","0"
"4","G","Butland, Jack - STK","FA","@SOU Sat 3:00PM","179","179","1","1","90","0","0","1","1","15","6","0","0","0","6","100.0","4","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","17","2","0","0","1","1","0","0","0","0","0","1","1","0","1","0"
"5","G","Stekelenburg, Maarten - SOU","FA","STK Sat 3:00PM","179","179","1","1","90","1","0","0","1","16","2","0","0","0","2","100.0","1","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","G","Pantilimon, Costel - SUN","FA","@CRY Mon 8:00PM","178.33","178.33","1","1","90","0","1","0","0","16","9","6","6","0","3","33.3","1","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","10","1","0","0","0","0","0","0","2","0","0","2","2","0","0","0"
"7","G","Schmeichel, Kasper - LEIC","FA","@NEW Sat 3:00PM","177.67","177.67","1","1","90","1","0","0","0","14","6","2","2","0","4","66.7","1","3","1","0","0","0","0","0.0","0","0.0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","29","9","2","0","0","1","1","0","0","0","0","0","3","3","0","1","0"
"8","G","Begovic, Asmir - CHE","FA","NOR Sat 3:00PM","174.57","174.57","1","1","90","0","1","0","0","16","7","3","2","1","4","57.1","4","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","10","3","0","0","1","1","0","0","0","0","0","3","3","0","1","0"
"9","G","Guzan, Brad - AVL","FA","@EVE Sat 3:00PM","172.5","172.5","1","1","90","0","1","0","0","17","6","3","3","0","3","50.0","2","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","12","2","0","0","1","1","0","0","0","0","0","1","1","2","0","0"
"10","G","Fabianski, Lukasz - SWA","FA","BOUR Sat 3:00PM","172.4","172.4","1","1","90","0","1","0","0","14","5","3","3","0","2","40.0","1","1","0","0","0","0","0","0.0","1","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","16","0","0","0","0","0","0","1","0","0","0","5","4","0","0","0"
"11","G","Howard, Tim - EVE","FA","AVL Sat 3:00PM","170.78","170.78","1","1","90","1","0","0","0","17","9","2","2","0","7","77.8","4","3","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","11","2","0","0","0","0","0","1","0","1","0","2","2","0","0","0"
"12","G","Gomes, Heurelho - WAT","FA","MUN Sat 12:45PM","169","169","1","1","90","1","0","0","1","8","3","0","0","0","3","100.0","2","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","16","2","0","0","3","3","0","1","0","0","0","2","2","0","3","0"
"13","G","Cech, Petr - ARS","FA","@WBA Sat 3:00PM","165","165","1","1","90","1","0","0","1","7","3","0","0","0","3","100.0","1","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","14","3","0","0","3","3","0","1","0","1","0","2","2","0","2","0"
"14","G","Hennessey, Wayne - CRY","FA","SUN Mon 8:00PM","157","157","1","1","90","0","0","1","1","5","1","0","0","0","1","100.0","0","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","20","2","1","1","0","0","0","0","0","0","0","1","1","0","0","0"
"15","G","de Gea, David - MUN","FA","@WAT Sat 12:45PM","156","156","1","1","90","0","0","1","1","10","5","0","0","0","5","100.0","5","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","13","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"16","G","Mignolet, Simon - LIV","FA","@MCI Sat 5:30PM","152.5","152.5","1","1","90","1","0","0","0","8","2","1","1","0","1","50.0","0","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","G","Myhill, Boaz - WBA","FA","ARS Sat 3:00PM","150.4","150.4","1","1","90","0","1","0","0","13","5","3","3","0","2","40.0","2","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","5","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0"
"18","G","Federici, Adam - BOUR","FA","@SWA Sat 3:00PM","150","150","1","1","90","0","1","0","0","11","2","2","2","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","12","0","0","0","3","3","0","0","0","0","0","0","0","0","3","0"
