"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T","CIB"
"1","M","Cazorla, Santiago - ARS","FA","@WBA Sat 3:00PM","376.91","376.91","1","1","90","0","1","5","0","0","0","0","0","1","1","0","16","2","1","0","0","0","0","0","0","0","80","73","91.3","28","8","3","5","5","0","0","0","5","0","0","0","3","3","0","0","0","5","10","0","0","1","0","0","0","0","16","0","0","0","0","0","0","0","1","0","10","0","1","0","0","0"
"2","M","Brady, Robbie - NOR","WW","@CHE Sat 3:00PM","353.84","353.84","1","1","90","0","0","1","0","0","0","0","0","0","0","0","23","1","0","0","0","0","0","0","0","0","56","47","83.9","31","11","0","11","0","1","0","0","2","0","8","5","3","2","0","0","0","7","4","5","1","0","0","0","0","0","26","0","0","0","0","0","0","0","1","7","7","0","0","1","0","0"
"3","M","Özil, Mesut - ARS","FA","@WBA Sat 3:00PM","344.39","344.39","1","1","90","0","1","5","2","1","0.5","1","0","1","1","0","16","1","3","0","0","0","0","0","0","0","70","62","88.6","30","4","2","2","2","1","0","0","2","0","0","0","2","1","0","0","0","5","6","0","1","1","0","0","0","0","16","0","0","0","0","0","0","0","1","0","10","0","1","0","0","0"
"4","M","Leiva, Lucas - LIV","FA","@MCI Sat 5:30PM","339.89","339.89","1","1","90","0","0","1","0","0","0","0","0","7","5","0","12","3","2","0","0","0","0","0","0","0","75","67","89.3","14","1","0","1","0","1","2","0","6","2","2","2","1","1","0","0","0","12","6","2","0","0","0","0","0","0","12","0","0","0","0","0","0","0","1","0","8","0","0","0","1","0"
"5","D","Francis, Simon - BOUR","FA","@SWA Sat 3:00PM","331.74","331.74","1","1","90","0","0","2","2","0","0.0","0","1","5","5","0","23","1","0","0","0","0","0","0","0","0","53","39","73.6","10","4","1","3","0","0","0","0","4","1","2","2","4","2","0","3","2","7","9","0","4","0","0","0","0","0","23","0","0","0","0","0","0","0","5","14","14","0","0","1","0","0"
"6","M","Drinkwater, Daniel - LEIC","FA","@NEW Sat 3:00PM","322.71","322.71","1","1","90","0","0","2","1","1","1.0","0","0","2","0","0","24","0","0","0","0","0","0","0","0","0","70","50","71.4","17","1","1","0","2","0","0","0","3","1","3","3","2","1","0","1","0","4","3","1","1","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","9","1","1","0","0","0"
"7","M","Barkley, Ross - EVE","FA","AVL Sat 3:00PM","319.85","319.85","1","1","90","1","0","1","2","2","1.0","0","0","1","1","0","17","3","3","0","0","0","0","0","0","0","53","45","84.9","9","2","0","2","1","1","0","0","2","0","1","1","8","5","0","0","0","10","10","1","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","20","0","0","1","0","0"
"8","M","Herrera, Ander - MUN","FA","@WAT Sat 12:45PM","316.81","316.81","1","1","90","0","0","0","1","0","0.0","0","1","4","4","0","22","2","1","0","0","0","0","0","0","0","62","50","80.6","12","2","0","2","3","2","0","0","2","0","1","1","4","1","0","0","1","7","8","1","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","6","1","0","0","1","0"
"9","D","Pieters, Erik - STK","FA","@SOU Sat 3:00PM","313.92","313.92","1","1","90","0","0","0","1","0","0.0","0","1","6","6","0","12","0","2","1","0","0","0","0","0","0","59","54","91.5","10","2","0","2","0","1","2","0","5","1","3","2","0","0","0","0","0","8","3","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","2","13","13","0","0","1","0","0"
"10","D","Moreno, Alberto - LIV","FA","@MCI Sat 5:30PM","313.79","313.79","1","1","90","0","0","1","3","0","0.0","0","1","3","3","0","21","1","1","0","0","0","0","0","0","1","61","48","78.7","19","3","0","3","0","0","1","0","2","0","1","0","0","0","0","0","0","4","5","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","1","8","8","0","0","0","1","0"
"11","M","Redmond, Nathan - NOR","FA","@CHE Sat 3:00PM","312.09","312.09","1","1","90","0","0","3","3","1","0.3","0","1","0","0","0","23","2","1","0","0","0","0","0","0","0","41","31","75.6","20","11","2","9","7","2","0","0","0","0","0","0","4","3","0","1","0","4","12","0","5","0","1","0","0","0","23","0","0","0","0","0","0","0","1","0","7","0","0","1","0","0"
"12","D","Wollscheid, Philipp - STK","FA","@SOU Sat 3:00PM","311.86","311.86","1","1","90","0","0","0","0","0","0","0","0","4","2","0","12","1","0","0","0","0","0","0","0","0","71","61","85.9","4","0","0","0","0","0","1","0","2","0","6","6","0","0","0","0","2","6","1","2","0","0","0","0","0","0","12","0","0","0","0","0","0","0","2","13","13","0","0","1","0","0"
"13","D","Naughton, Kyle - SWA","FA","BOUR Sat 3:00PM","311.75","311.75","1","1","90","0","1","1","0","0","0","0","0","1","1","0","24","1","0","1","0","0","0","0","0","0","57","43","75.4","5","4","1","3","0","0","1","0","3","0","3","1","0","0","0","2","0","7","5","6","2","1","0","0","0","0","26","0","0","0","0","0","0","0","1","9","9","0","1","0","0","0"
"14","D","Martin, Russell - NOR","FA","@CHE Sat 3:00PM","310.75","310.75","1","1","90","0","0","1","2","0","0.0","0","0","3","2","0","21","0","0","0","0","0","0","0","0","0","64","48","75.0","14","2","1","1","0","0","0","0","1","0","6","4","0","0","0","0","0","5","2","2","1","0","0","0","0","0","23","0","0","0","0","0","0","0","1","7","7","0","0","1","0","0"
"15","M","Can, Emre - LIV","FA","@MCI Sat 5:30PM","309.85","309.85","1","1","90","0","0","1","2","0","0.0","0","0","1","1","0","20","0","0","0","0","0","0","0","0","0","67","57","85.1","15","0","0","0","0","0","0","0","0","0","1","1","5","2","0","0","0","4","8","1","1","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","8","0","0","0","1","0"
"16","F","Sánchez, Alexis - ARS","FA","@WBA Sat 3:00PM","308.8","308.8","1","1","89","0","0","1","3","0","0.0","0","2","2","2","0","22","1","2","0","0","0","0","0","0","0","50","40","80.0","16","1","1","0","0","1","0","0","3","0","0","0","9","2","0","1","0","7","14","1","0","1","0","0","0","0","22","0","1","0","0","0","0","0","1","0","10","0","1","0","0","0"
"17","M","Sissoko, Moussa - NEW","FA","LEIC Sat 3:00PM","308.24","308.24","1","1","90","0","0","5","3","1","0.3","0","2","0","0","0","16","0","0","0","0","0","0","0","0","0","52","47","90.4","18","7","2","5","1","3","0","0","1","0","0","0","7","5","0","0","0","6","3","1","1","0","0","0","0","0","16","0","0","0","0","0","0","0","3","0","9","0","0","1","0","0"
"18","M","Schweinsteiger, Bastian - MUN","WW","@WAT Sat 12:45PM","307.83","307.83","1","1","75","0","0","1","0","0","0","0","0","1","1","0","15","1","1","0","0","0","0","0","0","0","78","65","83.3","17","2","0","2","0","1","1","0","1","0","2","2","0","0","0","0","1","3","7","1","5","0","0","0","0","0","15","0","1","0","0","0","0","0","0","0","4","1","0","0","1","0"
"19","D","Clyne, Nathaniel - LIV","FA","@MCI Sat 5:30PM","305.78","305.78","1","1","90","0","0","1","0","0","0","0","0","3","2","0","18","0","0","0","0","0","0","0","0","0","59","46","78.0","15","2","0","2","0","2","1","0","1","0","4","3","2","1","0","1","1","4","5","0","4","0","0","0","0","0","19","0","0","0","0","0","0","0","1","8","8","0","0","0","1","0"
