"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","G/90M","G/G","A/G","A/90M","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","Pts","Pt/G","Pt/90M","Sh/G","Sh/90M","ShG/G","ShG/90M","FC/G","FS/G","RCR","DPt","6S","Off/G","Off/90M","HT","GAD","GAF","GAM","CSD","CSF","CSM"
"1","M","Mulumbu, Youssouf - NOR","FA","@CHE Sat 3:00PM","91","91","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","1.0","90.0","0","0","0","0","0","0","0"
"2","D","Gibbs, Kieran - ARS","FA","@WBA Sat 3:00PM","34.12","34.12","5.6","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","5.6","1.0","5.6","1.0","5.6","0.0","0.0","0","0","0","1.0","5.6","0","0","0","0","0","0","0"
"3","F","Zárate, Mauro - WHU","FA","@TOT Sun 4:00PM","31.43","31.43","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","3.0","12.9","2.0","8.6","1.0","0.0","0","4","0","0.0","0.0","0","0","0","0","0","0","0"
"4","M","Mané, Sadio - SOU","FA","STK Sat 3:00PM","28.67","28.67","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","4.3","2.0","2.2","2.0","4.0","0","5","0","2.0","2.2","0","0","0","0","0","0","1"
"5","F","Kane, Harry - TOT","FA","WHU Sun 4:00PM","28","28","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","6.0","6.0","2.0","2.0","1.0","2.0","0","1","0","1.0","1.0","0","0","1","0","0","0","0"
"6","F","Vardy, Jamie - LEIC","FA","@NEW Sat 3:00PM","27","27","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","3.0","3.0","2.0","2.0","2.0","1.0","0","2","0","3.0","3.0","0","0","1","0","0","0","0"
"7","F","King, Joshua - BOUR","FA","@SWA Sat 3:00PM","23.1","23.1","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","4.9","3.0","3.7","1.0","0.0","0","1","0","2.0","2.5","0","0","1","0","0","0","0"
"8","F","Lukaku, Romelu - EVE","FA","AVL Sat 3:00PM","22","22","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","4.0","4.0","1.0","1.0","1.0","2.0","0","1","0","1.0","1.0","0","0","1","0","0","0","0"
"9","M","Coutinho, Philippe - LIV","FA","@MCI Sat 5:30PM","21","21","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","5.0","5.0","2.0","2.0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","2","0","0","0"
"10","M","Lanzini, Manuel - WHU","WW","@TOT Sun 4:00PM","21","21","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","4.0","4.0","2.0","2.0","0.0","3.0","0","0","0","0.0","0.0","0","0","0","1","0","0","0"
"11","M","Ritchie, Matt - BOUR","FA","@SWA Sat 3:00PM","21","21","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","5.0","5.0","1.0","1.0","3.0","2.0","0","3","0","0.0","0.0","0","0","0","1","0","0","0"
