"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T","CIB"
"11","M","Cork, Jack - SWA","FA","@LIV Sun 4:15PM","338.91","338.91","1","1","90","0","0","1","0","0","0","0","0","1","1","0","10","0","0","0","0","0","0","0","0","0","76","69","90.8","15","0","0","0","0","0","0","0","6","0","7","7","3","3","0","0","0","9","7","5","4","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","10","0","0","0","1","0"
"12","D","Francis, Simon - BOUR","FA","EVE Sat 3:00PM","332.75","332.75","1","1","90","0","1","3","0","0","0","0","0","7","6","0","25","1","1","0","0","0","0","0","0","0","59","44","74.6","11","2","0","2","0","0","0","0","2","0","4","3","1","0","0","0","0","10","5","2","3","1","0","0","0","0","26","0","0","0","0","0","0","0","3","10","10","0","1","0","0","1"
"13","M","Coquelin, Francis - ARS","FA","@NOR Sun 4:15PM","330.91","330.91","1","1","82","0","0","0","1","0","0.0","0","0","5","5","0","8","0","1","0","0","0","0","0","0","0","76","69","90.8","24","0","0","0","0","0","0","0","5","2","1","1","1","1","0","0","0","9","5","2","3","0","0","0","0","0","8","0","1","0","0","0","0","0","0","0","15","1","0","0","1","1"
"14","D","Vertonghen, Jan - TOT","FA","CHE Sun 12:00PM","330.86","330.86","1","1","90","0","0","1","0","0","0","0","0","4","4","0","10","1","1","0","0","0","0","0","0","0","69","59","85.5","0","1","1","0","0","0","0","0","4","0","12","10","0","0","0","1","0","12","1","7","0","0","0","0","0","0","12","0","0","0","0","0","0","0","1","13","13","0","0","0","1","1"
"15","M","Schneiderlin, Morgan - MUN","FA","@LEIC Sat 5:30PM","328.94","328.94","1","1","90","0","0","1","0","0","0","0","0","3","1","0","6","2","0","0","0","0","0","0","0","0","87","82","94.3","19","1","0","1","0","0","0","0","2","0","1","1","1","1","0","0","0","5","5","1","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","7","1","0","0","1","0"
"16","M","Shelvey, Jonjo - SWA","FA","@LIV Sun 4:15PM","324.15","324.15","1","1","90","0","0","4","3","1","0.3","0","2","0","0","0","19","0","2","0","0","0","0","0","0","0","66","54","81.8","11","8","4","4","2","1","0","0","2","0","2","2","1","1","0","0","0","5","3","2","0","1","0","0","0","0","19","0","0","0","0","0","0","0","1","0","10","0","0","0","1","0"
"17","D","Walker, Kyle - TOT","FA","CHE Sun 12:00PM","319.83","319.83","1","1","90","0","0","3","1","1","1.0","0","0","0","0","0","18","0","1","0","0","0","0","0","0","0","59","49","83.1","20","4","0","4","0","1","0","0","2","0","2","2","2","1","0","0","0","4","3","3","0","1","0","0","0","0","18","0","0","0","0","0","0","0","1","13","13","0","0","0","1","0"
"18","D","Davies, Ben - TOT","FA","CHE Sun 12:00PM","314.8","314.8","1","1","90","0","0","0","0","0","0","0","0","0","0","0","18","3","0","0","0","0","0","0","0","0","46","37","80.4","16","4","0","4","0","2","0","0","0","0","10","7","2","1","0","0","1","5","9","4","4","0","0","0","0","0","21","0","0","0","0","0","0","0","1","13","13","0","0","0","1","1"
"19","M","Jurado - WAT","WW","@AVL Sat 3:00PM","312.85","312.85","1","1","90","0","0","3","0","0","0","0","0","1","1","0","18","0","2","0","0","0","0","0","0","1","52","44","84.6","21","7","2","5","2","1","0","0","2","0","0","0","4","4","0","0","0","7","6","0","3","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","14","1","0","0","1","0"
"20","D","Mbemba, Chancel - NEW","WW","@CRY Sat 3:00PM","309.53","309.53","1","1","90","0","0","1","0","0","0","0","0","6","4","0","20","0","1","0","0","0","0","0","0","0","30","16","53.3","5","3","1","2","0","1","0","0","2","1","13","11","1","1","0","1","1","12","8","4","2","0","0","0","0","0","22","0","0","0","0","0","0","0","0","20","20","1","0","0","1","3"
"21","M","Navas, Jesús - MCI","FA","SOU Sat 3:00PM","308.93","308.93","1","1","90","0","0","2","2","2","1.0","0","0","3","3","0","15","1","1","0","0","0","0","0","0","0","42","39","92.9","24","7","1","6","3","4","0","0","1","0","1","0","6","4","0","0","0","8","7","0","3","0","1","0","0","0","16","0","0","0","0","0","0","0","0","0","10","1","1","0","0","1"
"22","M","Mason, Ryan - TOT","FA","CHE Sun 12:00PM","306.85","306.85","1","1","88","0","0","1","2","0","0.0","0","1","1","0","0","14","2","1","1","0","0","0","0","0","0","71","60","84.5","13","0","0","0","0","1","0","0","0","0","1","1","2","2","0","0","0","5","6","1","0","0","0","0","0","0","14","0","1","0","0","0","0","0","1","0","13","0","0","0","1","0"
"23","M","Puncheon, Jason - CRY","FA","NEW Sat 3:00PM","305.88","305.88","1","1","90","0","1","2","3","0","0.0","0","0","2","1","0","15","1","3","1","0","0","0","0","0","0","52","46","88.5","23","6","1","5","3","0","0","0","2","0","0","0","2","2","0","0","0","7","5","0","1","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","12","0","1","0","0","0"
"24","M","Brunt, Chris - WBA","FA","@WHU Sun 2:05PM","304.28","304.28","1","1","90","0","0","1","2","1","0.5","0","0","0","0","0","18","1","0","0","0","0","0","0","0","1","46","36","78.3","15","7","1","6","5","1","0","0","1","0","4","2","1","1","0","0","0","2","2","1","1","0","0","0","0","0","20","0","0","0","0","0","0","0","3","15","15","0","0","1","0","1"
"25","D","Gomez, Joseph - LIV","FA","SWA Sun 4:15PM","302.65","302.65","1","1","90","0","0","1","0","0","0","0","0","6","5","0","22","4","0","1","0","0","0","0","0","0","37","24","64.9","7","3","0","3","0","0","0","0","5","0","3","3","1","0","0","1","1","7","8","1","1","0","0","0","0","0","22","0","0","0","0","0","0","0","0","19","19","1","0","0","1","1"
"26","F","Benteke, Christian - LIV","FA","SWA Sun 4:15PM","301.09","301.09","1","1","90","0","0","2","4","2","0.5","0","0","0","0","0","20","1","1","0","0","0","0","0","0","2","39","23","59.0","8","0","0","0","1","1","0","0","0","0","1","1","4","2","0","0","0","19","11","16","8","0","1","0","0","0","20","0","0","0","0","0","0","0","0","0","19","1","0","0","1","0"
"27","D","Naughton, Kyle - SWA","FA","@LIV Sun 4:15PM","300.89","300.89","1","1","90","0","1","5","0","0","0","0","0","3","2","0","13","1","2","0","0","0","0","0","0","0","57","50","87.7","12","4","3","1","0","0","0","0","1","0","0","0","3","1","0","0","0","6","8","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","1","10","10","0","0","0","1","0"
"28","D","Shaw, Luke - MUN","FA","@LEIC Sat 5:30PM","299.9","299.9","1","1","90","0","0","2","1","1","1.0","0","0","3","3","0","12","2","0","1","0","0","0","0","0","1","49","44","89.8","18","5","0","5","0","1","0","0","1","0","1","1","2","1","0","1","0","6","9","2","3","0","0","0","0","0","12","0","0","0","0","0","0","0","0","7","7","1","0","0","1","0"
"29","D","Nyom - WAT","WW","@AVL Sat 3:00PM","299.78","299.78","1","1","90","0","0","1","1","0","0.0","0","0","5","4","0","16","1","2","0","0","0","0","0","0","0","44","36","81.8","14","6","0","6","0","0","0","0","1","0","2","2","2","2","0","0","0","9","2","0","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","14","14","1","0","0","1","1"
"30","D","Johnson, Glen - STK","WW","@SUN Sat 3:00PM","298.85","298.85","1","1","90","0","0","0","0","0","0","0","0","2","0","0","22","0","0","0","0","0","0","0","0","1","46","39","84.8","6","4","0","4","0","0","0","0","0","0","2","0","2","1","0","0","0","3","8","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","1","20","20","0","0","0","1","1"
"31","M","Barkley, Ross - EVE","FA","@BOUR Sat 3:00PM","298.17","298.17","1","1","90","0","0","1","3","1","0.3","0","1","1","1","0","17","0","1","0","0","0","0","0","0","0","48","40","83.3","11","4","1","3","4","1","0","1","0","0","0","0","8","6","0","0","0","8","7","0","1","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","16","0","0","1","0","0"
"32","M","Capoue, Etienne - WAT","FA","@AVL Sat 3:00PM","297.82","297.82","1","1","90","0","0","1","2","0","0.0","0","1","2","2","0","17","2","2","0","0","0","0","0","0","1","55","45","81.8","10","0","0","0","0","0","0","0","1","0","0","0","6","3","0","0","0","9","9","2","1","0","1","0","0","0","17","0","0","0","0","0","0","0","0","0","14","1","0","0","1","0"
"33","D","Chambers, Calum - ARS","FA","@NOR Sun 4:15PM","297.82","297.82","1","1","90","0","0","0","0","0","0","0","0","1","1","0","10","0","1","0","0","0","0","0","0","0","49","40","81.6","2","0","0","0","0","0","0","0","2","0","10","8","2","1","0","1","0","9","8","6","6","0","0","0","0","0","12","0","0","0","0","0","0","0","0","15","15","1","0","0","1","1"
"34","M","Brady, Robbie - NOR","WW","ARS Sun 4:15PM","295.81","295.81","1","1","90","0","0","4","3","0","0.0","0","1","6","4","0","20","4","1","0","0","0","1","0","0","0","27","22","81.5","12","15","4","11","9","2","0","1","2","0","1","1","2","1","0","0","0","8","5","0","0","2","0","0","0","0","20","0","0","0","0","0","0","0","1","6","6","0","0","0","1","0"
"35","D","Alderweireld, Toby - TOT","FA","CHE Sun 12:00PM","293.86","293.86","1","1","90","0","0","0","1","0","0.0","0","1","0","0","0","10","0","0","0","0","0","0","0","0","0","66","57","86.4","6","1","0","1","0","1","0","0","1","0","8","8","0","0","0","0","1","0","1","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","1","13","13","0","0","0","1","0"
"36","D","Caulker, Steven - SOU","WW","@MCI Sat 3:00PM","293.7","293.7","1","1","90","0","0","1","2","2","1.0","0","0","1","1","0","18","0","1","0","0","0","0","0","0","0","37","26","70.3","9","1","0","1","0","0","0","0","3","0","10","8","1","0","0","2","2","5","7","4","5","0","0","0","0","0","20","0","0","0","0","0","0","0","0","13","13","1","0","0","1","2"
"37","M","Wanyama, Victor - SOU","FA","@MCI Sat 3:00PM","289.33","289.33","1","1","90","0","0","0","2","1","0.5","0","0","3","3","0","14","1","2","1","0","0","0","0","0","0","53","44","83.0","8","0","0","0","0","0","0","0","3","0","3","3","2","0","0","0","0","8","9","3","4","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","13","1","0","0","1","0"
"38","M","Westwood, Ashley - AVL","FA","WAT Sat 3:00PM","287.94","287.94","1","1","90","0","0","5","1","0","0.0","0","0","1","0","0","9","0","1","0","0","0","0","0","0","0","54","51","94.4","14","6","3","3","4","1","0","0","1","0","1","1","1","0","0","0","0","3","4","1","1","1","0","0","0","0","9","0","0","0","0","0","0","0","2","0","16","0","0","1","0","0"
"39","D","Amavi, Jordan - AVL","WW","WAT Sat 3:00PM","287.86","287.86","1","1","90","0","0","0","1","0","0.0","0","1","0","0","0","18","2","1","0","0","0","0","0","0","0","35","30","85.7","8","4","0","4","0","1","0","0","1","0","5","5","4","1","0","1","1","5","10","3","3","0","0","0","0","0","18","0","0","0","0","0","0","0","2","16","16","0","0","1","0","1"
"40","D,M","Blind, Daley - MUN","FA","@LEIC Sat 5:30PM","286.94","286.94","1","1","90","0","0","1","1","0","0.0","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","64","60","93.8","14","1","0","1","0","0","0","0","2","0","6","3","0","0","0","2","0","2","1","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","7","7","1","0","0","1","3"
"41","M","Fernandinho - MCI","FA","SOU Sat 3:00PM","286.89","286.89","1","1","90","0","0","0","0","0","0","0","0","2","2","0","8","2","0","1","0","0","0","0","0","0","66","59","89.4","15","0","0","0","0","0","0","0","2","0","2","1","0","0","0","0","0","4","6","2","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","10","1","1","0","0","1"
"42","D","Cédric Soares - SOU","FA","@MCI Sat 3:00PM","285.59","285.59","1","1","90","0","0","3","2","0","0.0","0","0","3","2","0","22","1","2","0","0","0","0","0","0","0","32","21","65.6","11","7","2","5","0","0","0","0","7","0","4","4","1","1","0","5","0","7","6","1","3","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","13","1","0","0","1","1"
"43","D","Gabriel Paulista - ARS","FA","@NOR Sun 4:15PM","283.88","283.88","1","1","90","0","0","0","1","0","0.0","0","0","4","3","1","7","1","0","1","0","0","0","0","0","0","49","43","87.8","0","0","0","0","0","0","0","0","2","1","6","6","0","0","0","0","1","8","5","4","4","0","0","0","0","0","7","0","0","0","0","0","0","0","0","15","15","1","0","0","1","2"
"44","M","Milner, James - LIV","FA","SWA Sun 4:15PM","283.48","283.48","1","1","90","0","0","2","3","2","0.7","0","1","2","2","0","14","2","0","0","0","0","0","0","0","0","47","38","80.9","15","4","1","3","5","2","0","0","0","0","1","1","0","0","0","1","0","3","4","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","19","1","0","0","1","1"
"45","D","Cameron, Geoff - STK","FA","@SUN Sat 3:00PM","282.81","282.81","1","1","90","0","0","0","0","0","0","0","0","1","1","0","11","1","0","0","0","0","0","0","0","0","54","44","81.5","3","0","0","0","0","0","0","0","2","0","1","1","2","2","0","0","1","6","4","3","1","0","0","0","0","0","11","0","0","0","0","0","0","0","1","20","20","0","0","0","1","0"
"46","M","Yaya Touré - MCI","FA","SOU Sat 3:00PM","282.23","282.23","1","1","90","0","1","2","3","1","0.3","0","1","2","2","0","10","0","0","0","0","0","0","0","0","0","57","51","89.5","13","2","0","2","0","0","0","0","2","0","2","2","2","2","0","0","0","5","3","1","0","1","0","0","0","0","10","0","0","0","0","0","0","0","0","0","10","1","1","0","0","0"
"47","D","Smalling, Chris - MUN","FA","@LEIC Sat 5:30PM","279.94","279.94","1","1","90","0","0","0","1","0","0.0","1","0","0","0","0","4","2","2","0","0","0","0","0","0","1","54","51","94.4","9","0","0","0","0","0","0","0","3","0","9","9","0","0","0","0","0","7","3","6","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","7","7","1","0","0","1","0"
"48","M","Matic, Nemanja - CHE","FA","@TOT Sun 12:00PM","279.91","279.91","1","1","90","0","0","1","1","1","1.0","0","0","1","1","0","6","3","1","1","0","0","0","1","0","0","53","48","90.6","12","0","0","0","0","1","0","1","4","0","3","3","1","0","0","0","1","5","7","3","3","0","0","0","0","0","6","0","0","0","0","0","0","0","2","0","15","0","1","0","0","0"
"49","M","Surman, Andrew - BOUR","FA","EVE Sat 3:00PM","279.89","279.89","1","1","90","0","0","1","1","0","0.0","0","0","1","1","0","8","0","0","0","0","0","0","0","0","0","63","56","88.9","20","0","0","0","0","0","0","0","1","0","0","0","2","2","0","0","0","4","2","1","2","0","0","0","0","0","8","0","0","0","0","0","0","0","3","0","10","0","1","0","0","0"
"50","D","Bellerín, Héctor - ARS","FA","@NOR Sun 4:15PM","279.82","279.82","1","1","90","0","0","0","1","0","0.0","0","1","1","1","0","14","0","1","0","0","0","0","0","0","0","40","33","82.5","11","2","0","2","0","0","0","0","6","1","5","3","1","1","0","0","0","3","5","0","4","0","0","0","0","0","16","0","0","0","0","0","0","0","0","15","15","1","0","0","1","0"
"51","D","Coleman, Seamus - EVE","FA","@BOUR Sat 3:00PM","279.79","279.79","1","1","90","0","0","0","1","0","0.0","0","0","4","1","0","13","0","2","0","0","0","0","0","0","1","39","31","79.5","13","2","0","2","0","2","0","0","2","0","3","2","4","3","0","1","0","10","2","1","1","0","0","0","0","0","14","0","0","0","0","0","0","0","2","16","16","0","0","1","0","1"
"52","D","Azpilicueta, César - CHE","FA","@TOT Sun 12:00PM","279.21","279.21","1","1","90","1","0","0","2","1","0.5","0","1","1","1","0","16","0","0","0","0","0","0","0","0","0","52","37","71.2","10","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","4","0","3","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","15","15","0","1","0","0","1"
"53","M","Kouyaté, Cheikhou - WHU","FA","WBA Sun 2:05PM","278.9","278.9","1","1","90","1","0","0","3","1","0.3","0","1","3","3","0","22","1","2","0","0","0","0","0","0","0","39","22","56.4","8","3","0","3","0","2","0","0","4","0","0","0","1","1","0","0","0","7","6","1","4","0","0","1","0","0","22","0","0","0","0","0","0","0","4","0","15","0","0","1","0","1"
"54","D","Souaré, Pape - CRY","FA","NEW Sat 3:00PM","277.85","277.85","1","1","90","0","0","1","0","0","0","0","0","0","0","0","17","1","1","0","0","0","0","0","0","0","46","39","84.8","13","4","0","4","0","0","0","0","0","0","4","2","0","0","0","0","1","1","3","0","1","0","0","0","0","0","19","0","0","0","0","0","0","1","1","12","12","0","1","0","0","2"
"55","D","Williams, Ashley - SWA","FA","@LIV Sun 4:15PM","276.88","276.88","1","1","90","0","0","0","0","0","0","0","0","1","1","0","6","0","0","0","0","0","0","0","0","0","52","46","88.5","1","0","0","0","0","0","0","0","4","1","13","10","0","0","0","0","2","5","3","4","3","0","0","0","0","0","9","0","0","0","0","0","0","0","1","10","10","0","0","0","1","2"
"56","D","de Laet, Ritchie - LEIC","FA","MUN Sat 5:30PM","276.59","276.59","1","1","90","0","0","2","0","0","0","0","0","2","2","0","24","0","1","0","0","0","0","0","0","0","29","17","58.6","5","2","0","2","0","0","0","0","3","0","3","2","2","1","0","2","1","7","4","3","2","0","0","0","0","0","25","0","0","0","0","0","0","0","1","19","19","0","0","0","1","4"
"57","M","Anya, Ikechi - WAT","FA","@AVL Sat 3:00PM","275.8","275.8","1","1","90","0","0","1","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","46","37","80.4","14","9","0","9","1","2","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","22","0","0","0","0","0","0","0","0","0","14","1","0","0","1","0"
"58","D","Cook, Steve - BOUR","FA","EVE Sat 3:00PM","275.66","275.66","1","1","90","0","0","0","0","0","0","0","0","2","1","0","13","0","0","0","0","0","0","0","0","0","38","25","65.8","3","0","0","0","0","0","0","0","4","1","17","14","1","1","0","0","2","11","3","8","2","0","0","0","0","0","16","0","0","0","0","0","0","0","3","10","10","0","1","0","0","1"
"59","M","Ritchie, Matt - BOUR","FA","EVE Sat 3:00PM","275.65","275.65","1","1","89","0","0","1","2","0","0.0","0","1","1","1","0","22","2","0","0","0","0","0","0","0","0","43","28","65.1","13","4","1","3","2","0","0","0","1","0","2","1","0","0","0","0","1","2","9","1","5","0","0","0","0","0","23","0","1","0","0","0","0","0","3","0","10","0","1","0","0","0"
"60","D","Kolarov, Aleksandar - MCI","FA","SOU Sat 3:00PM","275.26","275.26","1","1","90","1","0","0","2","1","0.5","0","0","0","0","0","16","1","1","0","0","0","0","0","0","0","42","32","76.2","7","3","0","3","0","0","0","0","1","0","2","2","1","0","0","1","1","4","6","4","3","0","0","0","0","0","16","0","0","0","0","0","0","0","0","10","10","1","1","0","0","2"
"61","D","Dier, Eric - TOT","FA","CHE Sun 12:00PM","274.89","274.89","1","1","90","0","0","0","1","0","0.0","0","0","1","0","0","7","1","1","1","0","0","0","0","0","0","57","51","89.5","16","0","0","0","0","0","0","0","1","0","4","4","0","0","0","0","2","7","2","5","0","0","0","0","0","0","7","0","0","0","0","0","0","0","1","0","13","0","0","0","1","0"
"62","D","Daniels, Charlie - BOUR","FA","EVE Sat 3:00PM","274.78","274.78","1","1","90","0","0","1","1","0","0.0","0","0","0","0","0","13","1","2","0","0","0","0","0","0","0","51","40","78.4","16","2","0","2","0","1","0","0","0","0","2","1","2","2","0","1","0","4","4","0","1","0","0","0","0","0","14","0","0","0","0","0","0","0","3","10","10","0","1","0","0","1"
"63","D","Federico Fernández - SWA","FA","@LIV Sun 4:15PM","274.78","274.78","1","1","90","0","0","0","1","0","0.0","0","0","1","1","0","13","1","0","0","0","0","0","0","0","0","55","43","78.2","0","0","0","0","0","0","0","0","5","1","5","3","1","1","0","0","0","6","3","4","2","0","0","0","0","0","15","0","0","0","0","0","0","0","1","10","10","0","0","0","1","0"
"64","M","Coutinho, Philippe - LIV","FA","SWA Sun 4:15PM","274.41","274.41","1","1","88","0","0","1","4","3","0.8","1","0","1","1","0","24","0","0","0","0","0","0","0","0","0","32","21","65.6","14","3","0","3","2","3","0","0","1","0","1","1","5","3","0","0","0","4","10","0","1","0","0","0","0","0","24","0","1","0","0","0","0","0","0","0","17","1","0","0","1","0"
"65","M","Whelan, Glenn - STK","FA","@SUN Sat 3:00PM","270.84","270.84","1","1","90","0","0","1","0","0","0","0","0","1","0","0","11","0","0","0","0","0","0","0","0","0","61","51","83.6","9","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","12","0","0","0","0","0","0","0","1","0","20","0","0","0","1","1"
"66","M","M'Vila, Yann - SUN","WW","STK Sat 3:00PM","270.8","270.8","1","1","90","0","0","3","0","0","0","0","0","1","0","0","15","1","1","0","0","0","1","0","0","0","49","39","79.6","6","4","2","2","3","0","0","0","1","0","1","1","1","1","0","0","0","4","3","1","1","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","20","0","0","0","1","0"
"67","M","Payet, Dimitri - WHU","FA","WBA Sun 2:05PM","269.69","269.69","1","1","90","0","0","1","1","0","0.0","0","1","1","1","0","23","0","0","0","0","0","0","0","0","0","39","28","71.8","13","8","2","6","5","1","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","4","0","15","0","0","1","0","0"
"68","F","Lens, Jeremain - SUN","WW","STK Sat 3:00PM","269.46","269.46","1","1","89","0","1","1","2","0","0.0","0","1","2","1","0","28","4","3","1","0","0","0","0","0","1","25","12","48.0","3","7","0","7","0","0","0","1","0","0","0","0","4","3","0","0","0","9","8","2","1","0","0","0","0","0","28","0","1","0","0","0","0","0","1","0","20","0","0","0","1","0"
"69","M","Ayew, André - SWA","FA","@LIV Sun 4:15PM","269.18","269.18","1","1","90","0","0","1","6","2","0.3","1","0","2","0","0","15","2","4","1","0","0","0","0","0","0","39","32","82.1","13","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","9","11","2","2","0","1","0","0","0","15","0","0","0","0","0","0","0","1","0","10","0","0","0","1","0"
"70","F","Deeney, Troy - WAT","FA","@AVL Sat 3:00PM","268.37","268.37","1","1","90","0","0","0","4","0","0.0","0","4","0","0","0","23","2","1","0","0","0","0","0","0","2","35","14","40.0","6","0","0","0","0","1","0","0","0","0","0","0","2","2","0","0","0","14","9","11","7","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","14","1","0","0","1","0"
"71","M","Sako, Bakary - CRY","WW","NEW Sat 3:00PM","267.71","267.71","1","1","90","1","0","0","6","5","0.8","0","0","3","2","0","14","1","1","0","0","0","0","0","0","0","32","28","87.5","14","5","0","5","0","3","0","0","1","0","0","0","3","3","0","0","0","7","6","0","1","0","1","0","0","0","14","0","0","0","0","0","0","0","1","0","12","0","1","0","0","0"
"72","D","Stones, John - EVE","FA","@BOUR Sat 3:00PM","266.89","266.89","1","1","90","0","0","0","0","0","0","0","0","5","4","0","7","1","0","0","0","0","0","0","0","0","45","40","88.9","2","0","0","0","0","1","0","0","1","0","5","5","2","1","0","0","1","8","4","2","1","0","0","0","0","0","7","0","0","0","0","0","0","0","2","16","16","0","0","1","0","0"
