"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T","CIB"
"39","M","Ramsey, Aaron - ARS","FA","@NOR Sun 4:15PM","291.04","291.04","1","1","90","0","0","0","3","1","0.3","0","1","4","2","0","22","2","3","0","0","0","0","0","0","0","41","29","70.7","7","2","1","1","0","1","0","0","1","0","0","0","4","1","0","0","0","9","13","1","1","0","0","0","0","0","22","0","0","0","0","0","0","0","2","0","23","0","0","1","0","0"
"40","D,M","Blind, Daley - MUN","FA","@LEIC Sat 5:30PM","289.97","289.97","1","1","90","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","66","64","97.0","4","0","0","0","0","0","0","0","1","0","4","3","0","0","0","0","1","1","5","1","3","0","0","0","0","0","5","0","0","0","0","0","0","0","2","15","15","0","1","0","0","2"
"41","F","Deeney, Troy - WAT","FA","@AVL Sat 3:00PM","288.74","288.74","1","1","90","0","1","1","4","0","0.0","0","2","1","1","0","22","1","0","0","0","0","0","0","0","1","42","31","73.8","14","0","0","0","0","2","0","0","0","0","1","1","4","2","0","0","0","5","12","2","6","1","0","0","0","0","22","0","0","0","0","0","0","0","1","0","15","0","1","0","0","0"
"42","D","Kelly, Martin - CRY","FA","NEW Sat 3:00PM","288.66","288.66","1","1","90","0","0","2","1","0","0.0","0","1","5","4","0","19","2","0","1","0","0","0","0","0","0","38","25","65.8","9","1","0","1","0","0","0","0","0","0","3","1","0","0","0","1","0","6","8","1","3","0","0","0","0","0","21","0","0","0","0","0","0","0","1","21","21","0","0","1","0","0"
"43","M","Redmond, Nathan - NOR","FA","ARS Sun 4:15PM","287.74","287.74","1","1","90","0","0","2","1","0","0.0","0","0","1","0","0","23","1","1","0","0","0","0","0","0","0","43","32","74.4","10","4","1","3","0","0","0","0","1","0","0","0","4","1","0","0","0","3","11","0","4","1","0","0","0","0","23","0","0","0","0","0","0","0","1","0","23","0","0","0","1","0"
"44","M","M'Vila, Yann - SUN","WW","STK Sat 3:00PM","285.88","285.88","1","1","90","0","0","2","0","0","0","0","0","1","0","0","11","2","1","0","0","0","0","0","0","0","59","52","88.1","9","1","1","0","1","0","0","0","4","0","1","1","1","1","0","0","0","5","7","2","1","1","0","0","0","0","11","0","0","0","0","0","0","0","2","0","15","0","0","1","0","0"
"45","M","Lamela, Erik - TOT","FA","CHE Sun 12:00PM","285.39","285.39","1","1","87","0","0","4","4","2","0.5","0","1","3","2","0","18","2","1","1","0","0","0","0","0","0","36","32","88.9","14","8","2","6","6","2","0","1","2","0","0","0","2","2","0","0","0","6","5","0","1","0","0","0","0","0","18","0","1","0","0","0","0","0","0","0","11","1","1","0","0","0"
"46","D","Jagielka, Phil - EVE","FA","@BOUR Sat 3:00PM","284.85","284.85","1","1","90","0","0","0","2","0","0.0","0","0","0","0","0","9","0","1","0","0","0","0","0","0","0","55","47","85.5","4","1","0","1","0","0","0","0","5","1","7","6","0","0","0","0","0","5","3","4","2","0","0","0","0","0","10","0","0","0","0","0","0","0","0","12","12","1","0","0","1","0"
"47","D","Smalling, Chris - MUN","FA","@LEIC Sat 5:30PM","284.84","284.84","1","1","90","0","0","0","0","0","0","0","0","3","0","0","11","1","0","0","0","0","0","0","0","0","55","46","83.6","0","0","0","0","0","0","0","0","1","0","7","4","2","1","0","0","0","6","6","2","3","0","0","0","0","0","14","0","0","0","0","0","0","0","2","15","15","0","1","0","0","0"
"48","M","Mahrez, Riyad - LEIC","FA","MUN Sat 5:30PM","284.73","284.73","1","1","90","1","1","3","2","2","1.0","0","0","2","1","0","24","1","2","1","0","0","0","0","0","0","26","19","73.1","5","5","2","3","3","0","0","0","2","0","0","0","9","3","0","0","0","8","18","1","2","0","0","1","0","0","24","0","0","1","1","0","0","0","2","0","11","0","0","0","1","0"
"49","D","Skrtel, Martin - LIV","FA","SWA Sun 4:15PM","283.9","283.9","1","1","90","0","0","0","0","0","0","0","0","3","3","0","7","0","0","0","0","0","0","0","0","0","72","65","90.3","3","0","0","0","0","0","0","0","1","0","3","2","0","0","0","0","1","5","0","2","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","7","7","0","0","0","1","1"
"50","D","Kolarov, Aleksandar - MCI","FA","SOU Sat 3:00PM","283.86","283.86","1","1","84","0","0","1","1","0","0.0","0","0","1","1","0","15","1","0","1","0","0","0","0","0","0","57","49","86.0","18","4","1","3","1","0","0","0","2","0","2","2","1","0","0","0","0","3","3","2","1","0","0","0","0","0","15","0","1","0","0","0","0","0","2","5","5","0","0","1","0","1"
"51","M","Shelvey, Jonjo - SWA","FA","@LIV Sun 4:15PM","283.83","283.83","1","1","90","0","0","2","2","0","0.0","0","1","2","0","0","16","2","0","0","0","0","0","0","0","0","52","43","82.7","12","4","1","3","2","0","0","0","2","0","1","1","1","1","0","1","0","3","4","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","17","1","0","0","1","0"
"52","D","Hutton, Alan - AVL","FA","WAT Sat 3:00PM","283.7","283.7","1","1","90","0","0","0","0","0","0","0","0","5","4","0","23","0","0","0","0","0","0","0","0","0","30","21","70.0","8","8","1","7","0","1","2","0","3","1","6","5","1","0","0","1","1","11","1","6","0","0","0","0","0","0","24","0","0","0","0","0","0","0","1","10","10","0","0","1","0","0"
"53","D","Cameron, Geoff - STK","FA","@SUN Sat 3:00PM","283.63","283.63","1","1","90","0","0","0","1","0","0.0","0","0","4","2","0","18","0","2","0","0","0","0","0","0","0","43","27","62.8","3","1","1","0","0","0","1","0","1","1","7","5","1","0","0","0","0","15","4","9","1","0","0","0","0","0","20","0","0","0","0","0","0","0","2","12","12","0","0","0","1","0"
"54","M","Schneiderlin, Morgan - MUN","FA","@LEIC Sat 5:30PM","280.95","280.95","1","1","90","0","0","0","1","0","0.0","0","1","2","2","0","6","3","0","0","0","0","0","0","0","0","62","59","95.2","4","0","0","0","0","2","0","0","3","0","4","3","0","0","0","0","0","4","5","2","0","0","0","0","0","0","7","0","0","0","0","0","0","0","2","0","15","0","1","0","0","0"
"55","M","Barry, Gareth - EVE","FA","@BOUR Sat 3:00PM","279.79","279.79","1","1","90","0","0","1","0","0","0","0","0","0","0","0","16","1","1","1","0","0","0","0","0","0","58","46","79.3","13","3","0","3","0","0","0","0","3","0","0","0","1","1","0","1","2","2","2","0","1","1","0","0","0","0","16","0","0","0","0","0","0","0","0","0","12","1","0","0","1","0"
"56","M","Whelan, Glenn - STK","FA","@SUN Sat 3:00PM","278.81","278.81","1","1","90","0","0","1","0","0","0","0","0","4","4","0","12","0","0","0","0","0","0","0","0","0","57","46","80.7","7","0","0","0","0","0","0","0","5","2","2","2","1","1","0","1","0","8","2","3","1","0","0","0","0","0","12","0","0","0","0","0","0","0","2","0","12","0","0","0","1","0"
"57","D","Ivanovic, Branislav - CHE","FA","@TOT Sun 12:00PM","277.82","277.82","1","1","90","0","0","0","2","0","0.0","0","2","2","2","0","12","3","2","1","0","0","0","0","0","0","40","33","82.5","9","3","0","3","0","1","3","0","3","0","4","4","0","0","0","1","0","9","5","5","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","9","9","1","1","0","0","0"
"58","M","Son Heung-Min - TOT","WW","CHE Sun 12:00PM","277.18","277.18","1","1","79","1","0","2","5","2","0.4","0","3","3","3","0","19","1","1","0","0","0","0","0","0","1","37","29","78.4","14","0","0","0","0","3","0","0","1","0","0","0","7","3","0","0","0","7","14","0","2","0","0","0","0","0","19","0","1","0","0","0","0","0","0","0","11","1","1","0","0","0"
"59","M","Surman, Andrew - BOUR","FA","EVE Sat 3:00PM","275.88","275.88","1","1","90","0","0","1","1","0","0.0","0","1","1","1","0","9","2","0","0","0","0","0","0","0","0","59","52","88.1","12","0","0","0","0","0","1","0","1","0","2","2","0","0","0","0","1","3","10","2","2","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","9","1","1","0","0","0"
"60","D","Moreno, Alberto - LIV","FA","SWA Sun 4:15PM","275.84","275.84","1","1","90","0","1","6","1","1","1.0","0","0","2","1","0","15","1","1","0","0","0","0","0","0","0","45","38","84.4","15","7","2","5","0","1","0","0","1","0","0","0","4","3","0","0","0","6","2","0","0","1","0","0","0","0","15","0","0","0","0","0","0","0","1","0","7","0","0","0","1","0"
"61","M","Brunt, Chris - WBA","FA","@WHU Sun 2:05PM","274.76","274.76","1","1","90","0","0","1","0","0","0","0","0","2","2","0","22","1","0","1","0","0","0","0","0","0","34","26","76.5","6","4","1","3","0","1","0","0","3","0","5","5","1","1","0","0","0","5","4","2","2","0","0","0","0","0","22","0","0","0","0","0","0","0","0","13","13","1","1","0","0","0"
"62","M","Shaqiri, Xherdan - STK","WW","@SUN Sat 3:00PM","273.27","273.27","1","1","90","0","0","4","2","1","0.5","0","0","2","1","0","20","0","2","0","0","0","0","0","0","2","30","23","76.7","13","10","4","6","3","0","0","1","2","0","0","0","4","4","0","0","0","9","1","1","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","12","0","0","0","1","0"
"63","F","Depay, Memphis - MUN","FA","@LEIC Sat 5:30PM","272.92","272.92","1","1","90","0","0","1","4","0","0.0","1","0","1","1","0","15","1","2","0","0","0","0","0","0","2","37","34","91.9","14","5","0","5","5","2","0","1","0","0","1","1","3","0","0","0","0","3","7","0","0","0","1","0","0","0","15","0","0","0","0","0","0","0","2","0","15","0","1","0","0","0"
"64","D","van Aanholt, Patrick - SUN","FA","STK Sat 3:00PM","271.85","271.85","1","1","90","0","0","0","0","0","0","0","0","4","4","0","12","0","2","0","0","0","0","0","0","0","48","41","85.4","6","1","0","1","0","0","0","0","0","0","0","0","3","3","0","0","0","9","2","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","2","15","15","0","0","1","0","0"
"65","F","Pellè, Graziano - SOU","FA","@MCI Sat 3:00PM","271.01","271.01","1","1","90","2","0","0","6","2","0.3","1","1","3","3","0","19","1","1","0","0","0","0","0","0","0","31","21","67.7","8","1","1","0","0","1","0","0","0","0","1","0","2","2","0","0","0","11","9","5","3","0","0","2","0","0","20","0","0","0","0","0","0","0","3","0","10","0","0","1","0","1"
"66","D","Lescott, Joleon - AVL","FA","WAT Sat 3:00PM","270.75","270.75","1","1","90","0","0","0","0","0","0","0","0","2","2","0","13","0","3","0","0","0","0","0","0","0","48","36","75.0","4","1","0","1","0","0","0","0","3","1","7","4","1","1","0","1","0","8","2","2","1","0","0","0","0","0","16","0","0","0","0","0","0","0","1","10","10","0","0","1","0","0"
"67","D","Dier, Eric - TOT","FA","CHE Sun 12:00PM","269.86","269.86","1","1","90","0","0","0","0","0","0","0","0","6","3","0","10","1","0","0","0","0","0","0","0","0","51","44","86.3","8","0","0","0","0","0","0","0","1","0","4","3","1","0","0","0","0","9","4","3","1","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","12","1","1","0","0","0"
"68","M","Gosling, Dan - BOUR","FA","EVE Sat 3:00PM","269.67","269.67","1","1","90","0","1","3","0","0","0","0","0","2","2","0","16","2","1","1","0","0","0","0","0","0","45","30","66.7","14","0","0","0","0","0","0","0","3","0","2","2","2","2","0","1","1","9","5","4","2","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","9","1","1","0","0","0"
"69","M","Cork, Jack - SWA","FA","@LIV Sun 4:15PM","268.9","268.9","1","1","90","0","0","0","0","0","0","0","0","4","2","0","9","0","2","1","0","0","0","0","0","0","51","46","90.2","3","0","0","0","0","0","0","0","2","0","3","3","1","1","0","0","2","9","5","2","2","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","17","1","0","0","1","0"
"70","F","Sakho, Diafra - WHU","FA","WBA Sun 2:05PM","268.9","268.9","1","1","90","1","0","0","2","1","0.5","0","0","1","0","0","24","2","2","0","0","0","0","0","0","0","20","8","40.0","4","2","1","1","0","0","0","0","0","0","2","2","3","1","0","0","0","6","21","2","12","0","1","1","0","0","24","0","0","0","0","0","0","0","1","0","27","0","1","0","0","0"
"71","M","Grealish, Jack - AVL","FA","WAT Sat 3:00PM","268.87","268.87","1","1","90","0","0","2","2","0","0.0","0","1","0","0","0","10","0","4","0","0","0","0","0","0","0","47","41","87.2","18","1","0","1","0","0","0","0","0","0","0","0","7","5","0","0","0","9","4","0","2","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","10","0","0","1","0","0"
"72","D","Reid, Winston - WHU","FA","WBA Sun 2:05PM","268.81","268.81","1","1","90","0","0","0","1","0","0.0","0","0","2","2","0","4","0","1","0","0","0","0","0","0","0","21","17","81.0","2","0","0","0","0","0","0","0","4","1","21","13","0","0","0","1","2","7","2","4","1","0","0","0","0","0","12","0","0","0","0","0","0","0","1","27","27","0","1","0","0","3"
