"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","G/90M","G/G","A/G","A/90M","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","Pts","Pt/G","Pt/90M","Sh/G","Sh/90M","ShG/G","ShG/90M","FC/G","FS/G","RCR","DPt","6S","Off/G","Off/90M","HT","GAD","GAF","GAM","CSD","CSF","CSM"
"1","F","Iheanacho, Kelechi - MCI","WW","LIV Sat 5:30PM","367","367","90.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","90.0","1.0","90.0","1.0","90.0","1.0","0.0","0","1","0","0.0","0.0","0","0","0","0","0","0","0"
"2","F","Carroll, Andy - WHU","FA","@TOT Sun 4:00PM","48","48","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","1.0","45.0","0.0","0.0","1.0","0.0","0","1","0","0.0","0.0","0","0","0","0","0","0","0"
"3","F","Naismith, Steven - EVE","FA","AVL Sat 3:00PM","46.33","46.33","3.3","3.0","0.0","0.0","0","0","0","0","0","0","0","0","3","3.0","3.3","3.0","3.3","3.0","3.3","6.0","4.0","0","6","0","0.0","0.0","1","0","1","0","0","0","0"
"4","F","Giroud, Olivier - ARS","FA","@WBA Sat 3:00PM","36","36","6.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","6.0","2.0","12.0","1.0","6.0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
"5","F","Walcott, Theo - ARS","FA","@WBA Sat 3:00PM","35","35","1.2","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.2","8.0","9.6","5.0","6.0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0","0","1","0"
"6","D","Janmaat, Daryl - NEW","FA","LEIC Sat 3:00PM","26","26","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","5.0","5.0","3.0","3.0","2.0","1.0","0","5","0","0.0","0.0","0","2","0","0","0","0","0"
"7","M","Mahrez, Riyad - LEIC","FA","@NEW Sat 3:00PM","26","26","0.0","0.0","2.0","2.0","0","0","0","0","0","0","0","0","2","2.0","2.0","4.0","4.0","2.0","2.0","0.0","2.0","0","0","0","0.0","0.0","0","0","0","2","0","0","0"
"8","F","Sánchez, Alexis - ARS","FA","@WBA Sat 3:00PM","25.71","25.71","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","8.0","8.6","2.0","2.1","0.0","4.0","0","0","0","0.0","0.0","0","0","0","0","0","0","1"
"9","M","Hoolahan, Wes - NOR","FA","@CHE Sat 3:00PM","24.4","24.4","1.2","1.0","1.0","1.2","0","0","0","0","0","0","0","0","2","2.0","2.5","1.0","1.2","1.0","1.2","3.0","0.0","0","6","0","0.0","0.0","0","0","0","0","0","0","0"
"10","M","Dyer, Nathan - LEIC","FA","@NEW Sat 3:00PM","24","24","2.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","2.0","2.0","4.0","1.0","2.0","1.0","2.0","0","4","0","0.0","0.0","0","0","0","1","0","0","0"
"11","M","Cazorla, Santiago - ARS","FA","@WBA Sat 3:00PM","23","23","0.0","0.0","1.0","1.0","0","0","0","0","0","0","0","0","1","1.0","1.0","4.0","4.0","1.0","1.0","2.0","1.0","0","2","0","1.0","1.0","0","0","0","0","0","0","1"
"12","M","Yaya Touré - MCI","FA","LIV Sat 5:30PM","23","23","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","4.0","1.0","1.0","3.0","3.0","0","6","0","0.0","0.0","0","0","0","0","0","0","1"
"13","F","Vardy, Jamie - LEIC","FA","@NEW Sat 3:00PM","23","23","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","5.0","5.0","1.0","1.0","1.0","0.0","0","1","0","1.0","1.0","0","0","2","0","0","0","0"
"14","F","Berghuis, Steven - WAT","WW","MUN Sat 12:45PM","22.95","22.95","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","2.0","9.5","2.0","9.5","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
"15","F","Benteke, Christian - LIV","FA","@MCI Sat 5:30PM","22","22","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","0","2","0","1.0","1.0","0","0","3","0","0","0","0"
"16","F","Lens, Jeremain - SUN","WW","@CRY Mon 8:00PM","22","22","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","4.0","0.0","0.0","2.0","5.0","0","2","0","2.0","2.0","0","0","0","1","0","0","0"
"17","M","Payet, Dimitri - WHU","FA","@TOT Sun 4:00PM","22","22","2.0","2.0","0.0","0.0","0","0","0","0","0","0","0","0","2","2.0","2.0","3.0","3.0","2.0","2.0","0.0","1.0","0","0","0","0.0","0.0","0","0","0","0","0","0","1"
"18","F","Martial, Anthony - MUN","WW","@WAT Sat 12:45PM","21.4","21.4","3.6","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","3.6","1.0","3.6","1.0","3.6","0.0","1.0","0","0","0","0.0","0.0","0","0","1","0","0","0","0"
"19","M","Barkley, Ross - EVE","FA","AVL Sat 3:00PM","21","21","0.0","0.0","2.0","2.0","0","0","0","0","0","0","0","0","2","2.0","2.0","2.0","2.0","1.0","1.0","0.0","4.0","0","0","0","0.0","0.0","0","0","0","1","0","0","0"
"20","F","Gomis, Bafétimbi - SWA","FA","BOUR Sat 3:00PM","21","21","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","2.0","2.0","2.0","2.0","0.0","2.0","0","0","0","5.0","5.0","0","0","1","0","0","0","0"
"21","F","Ighalo, Odion - WAT","FA","MUN Sat 12:45PM","20.87","20.87","1.3","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.3","3.0","3.8","2.0","2.5","0.0","3.0","0","0","0","0.0","0.0","0","0","0","0","0","1","0"
"22","M","Capoue, Etienne - WAT","FA","MUN Sat 12:45PM","20","20","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","3.0","3.0","1.0","1.0","4.0","0.0","0","7","0","0.0","0.0","0","0","0","0","0","0","1"
"23","M","Mason, Ryan - TOT","FA","WHU Sun 4:00PM","19.41","19.41","1.1","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.1","3.0","3.2","2.0","2.1","1.0","1.0","0","1","0","0.0","0.0","0","0","0","0","0","0","1"
"24","M","Grealish, Jack - AVL","FA","@EVE Sat 3:00PM","19","19","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","3.0","3.0","2.0","2.0","0.0","1.0","0","0","0","0.0","0.0","0","0","0","3","0","0","0"
"25","M","Matic, Nemanja - CHE","FA","NOR Sat 3:00PM","19","19","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","3.0","3.0","1.0","1.0","1.0","1.0","0","1","0","0.0","0.0","0","0","0","3","0","0","0"
"26","M","Young, Ashley - MUN","FA","@WAT Sat 12:45PM","19","19","0.0","0.0","1.0","2.0","0","0","0","0","0","0","0","0","1","1.0","2.0","3.0","6.0","0.0","0.0","0.0","2.0","0","0","0","0.0","0.0","0","0","0","1","0","0","0"
"27","M","Özil, Mesut - ARS","FA","@WBA Sat 3:00PM","18.36","18.36","0.0","0.0","1.0","1.1","0","0","0","0","0","0","0","0","1","1.0","1.1","1.0","1.1","1.0","1.1","1.0","1.0","0","4","0","1.0","1.1","0","0","0","0","0","0","1"
"28","D","de Laet, Ritchie - LEIC","FA","@NEW Sat 3:00PM","18","18","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","0","3","0","0.0","0.0","0","2","0","0","0","0","0"
"29","M","Mané, Sadio - SOU","FA","STK Sat 3:00PM","17.74","17.74","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","3.0","11.7","0.0","0.0","0.0","3.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
