"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","W","L","T","CS","ShA","ShA","GA","GAIB","GAOB","Sv","Sv%","SvIB","SvOB","YC","SYC","RC","RCR","FC","FC/G","FS","FS/G","Pen","DP","PKGA","PKS","PKF","PKD","SubOn","SubOff","G","A","ASh","ABS","AFKG","AHW","AOG","APL","APKG","ASOP","Pa","APa","SFTP","Int","IntB","ClA","ClS","OO","DW","DL","AW","AL","HCA","HCS","Sm","Pu","GON"
"1","G","Adrián - WHU","FA","WBA Sun 2:05PM","206.67","206.67","1","1","90","0","1","0","0","22","12","4","3","1","8","66.7","6","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","19","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0"
"2","G","Hart, Joe - MCI","FA","SOU Sat 3:00PM","196.6","196.6","1","1","90","0","1","0","0","15","10","4","4","0","6","60.0","5","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","21","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"3","G","Fabianski, Lukasz - SWA","FA","@LIV Sun 4:15PM","188.5","188.5","1","1","90","0","0","1","0","16","4","2","2","0","2","50.0","1","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","21","1","0","0","0","0","0","1","0","1","0","3","3","0","0","0"
"4","G","Ruddy, John - NOR","FA","ARS Sun 4:15PM","183.86","183.86","1","1","90","0","1","0","0","21","7","1","1","0","6","85.7","3","3","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","9","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0"
"5","G","Guzan, Brad - AVL","FA","WAT Sat 3:00PM","179.56","179.56","1","1","90","0","1","0","0","16","9","4","4","0","5","55.6","3","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","13","1","0","0","1","1","0","0","0","0","0","2","2","0","0","0"
"6","G","Pantilimon, Costel - SUN","FA","STK Sat 3:00PM","179","179","1","1","90","1","0","0","1","19","7","0","0","0","7","100.0","1","6","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","4","1","0","0","2","2","0","1","0","1","0","2","2","0","2","0"
"7","G","Elliot, Robert - NEW","FA","@CRY Sat 3:00PM","178.57","178.57","1","1","90","0","1","0","0","18","7","3","3","0","4","57.1","3","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","13","2","0","0","0","0","0","1","0","1","0","5","5","0","0","0"
"8","G","Butland, Jack - STK","FA","@SUN Sat 3:00PM","178","178","1","1","90","1","0","0","1","15","1","0","0","0","1","100.0","0","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","14","1","0","0","0","0","0","1","0","1","0","7","5","0","0","0"
"9","G","Gomes, Heurelho - WAT","FA","@AVL Sat 3:00PM","174.71","174.71","1","1","90","0","1","0","0","14","7","2","2","0","5","71.4","3","2","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","13","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0"
"10","G","Stekelenburg, Maarten - SOU","FA","@MCI Sat 3:00PM","169.67","169.67","1","1","90","0","1","0","0","16","3","1","1","0","2","66.7","1","1","0","0","0","0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","18","3","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"11","G","Myhill, Boaz - WBA","FA","@WHU Sun 2:05PM","168.67","168.67","1","1","90","1","0","0","0","11","3","1","1","0","2","66.7","1","1","1","0","0","0","0","0.0","0","0.0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","31","13","4","0","0","0","0","0","0","0","0","0","2","2","1","0","0"
