"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","G/90M","G/G","A/G","A/90M","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","Pts","Pt/G","Pt/90M","Sh/G","Sh/90M","ShG/G","ShG/90M","FC/G","FS/G","RCR","DPt","6S","Off/G","Off/90M","HT","GAD","GAF","GAM","CSD","CSF","CSM"
"1","F","Agüero, Sergio - MCI","FA","SOU Sat 3:00PM","63.73","63.73","6.8","5.0","0.0","0.0","0","0","0","0","0","0","0","0","5","5.0","6.8","8.0","10.9","5.0","6.8","0.0","0.0","0","0","0","1.0","1.4","1","0","1","0","0","0","0"
"2","F","Joselu - STK","FA","@SUN Sat 3:00PM","47","47","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","1.0","22.5","1.0","22.5","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
"3","M","Mané, Sadio - SOU","FA","@MCI Sat 3:00PM","41.12","41.12","1.0","1.0","1.0","1.0","0","0","0","0","0","0","0","0","2","2.0","2.0","4.0","4.0","2.0","2.0","5.0","3.0","0","8","0","1.0","1.0","0","0","0","1","0","0","0"
"4","F","Murray, Glenn - BOUR","FA","EVE Sat 3:00PM","41","41","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","6.0","6.0","4.0","4.0","2.0","4.0","0","5","0","2.0","2.0","0","0","1","0","0","0","0"
"5","M","Eriksen, Christian - TOT","FA","CHE Sun 12:00PM","34","34","2.0","2.0","0.0","0.0","0","0","0","0","0","0","0","0","2","2.0","2.0","7.0","7.0","4.0","4.0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","2","0","0","0"
"6","F","Mitrovic, Aleksandar - NEW","WW","@CRY Sat 3:00PM","34","34","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","4.0","4.0","3.0","3.0","2.0","5.0","0","2","0","0.0","0.0","0","0","6","0","0","0","0"
"7","M","Cabaye, Yohan - CRY","FA","NEW Sat 3:00PM","31","31","1.0","1.0","1.0","1.0","0","0","0","0","0","0","0","0","2","2.0","2.0","6.0","6.0","2.0","2.0","2.0","0.0","0","2","0","0.0","0.0","0","0","0","0","0","0","1"
"8","F","Sánchez, Alexis - ARS","FA","@NOR Sun 4:15PM","30.11","30.11","2.2","2.0","0.0","0.0","0","0","0","0","0","0","0","0","2","2.0","2.2","3.0","3.3","2.0","2.2","1.0","4.0","0","1","0","1.0","1.1","0","0","0","0","0","0","1"
"9","F","Lens, Jeremain - SUN","WW","STK Sat 3:00PM","29.47","29.47","1.6","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.6","3.0","4.7","1.0","1.6","2.0","2.0","0","8","0","0.0","0.0","0","0","0","1","0","0","0"
"10","M,F","De Bruyne, Kevin - MCI","WW","SOU Sat 3:00PM","29","29","1.0","1.0","2.0","2.0","0","0","0","0","0","0","0","0","3","3.0","3.0","4.0","4.0","2.0","2.0","0.0","1.0","0","0","0","0.0","0.0","0","0","0","1","0","0","0"
"11","F","Dieumerci Mbokani - NOR","WW","ARS Sun 4:15PM","28.32","28.32","2.9","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","2.9","3.0","8.7","1.0","2.9","0.0","0.0","0","0","0","1.0","2.9","0","0","0","0","0","0","0"
"12","M","Özil, Mesut - ARS","FA","@NOR Sun 4:15PM","28","28","1.2","1.0","1.0","1.2","0","0","0","0","0","0","0","0","2","2.0","2.4","4.0","4.8","2.0","2.4","1.0","1.0","0","1","0","0.0","0.0","0","0","0","0","0","0","1"
"13","M","Bolasie, Yannick - CRY","FA","NEW Sat 3:00PM","27","27","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","4.0","4.0","4.0","4.0","0.0","1.0","0","0","0","2.0","2.0","0","0","0","0","0","1","0"
"14","F","Pellè, Graziano - SOU","FA","@MCI Sat 3:00PM","27","27","1.0","1.0","2.0","2.0","0","0","0","0","0","0","0","0","3","3.0","3.0","1.0","1.0","1.0","1.0","1.0","2.0","0","4","0","0.0","0.0","0","0","1","0","0","0","0"
"15","F","Fletcher, Steven - SUN","FA","STK Sat 3:00PM","26.41","26.41","1.1","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.1","3.0","3.2","1.0","1.1","4.0","1.0","0","4","0","1.0","1.1","0","0","2","0","0","0","0"
"16","M","Zaha, Wilfried - CRY","FA","NEW Sat 3:00PM","25.08","25.08","0.0","0.0","0.0","0.0","0","0","0","0","0","1","0","0","0","0.0","0.0","4.0","4.0","2.0","2.0","1.0","4.0","0","4","0","1.0","1.0","0","0","0","0","0","1","0"
"17","F","Lukaku, Romelu - EVE","FA","@BOUR Sat 3:00PM","25","25","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","5.0","5.0","2.0","2.0","0.0","2.0","0","3","0","0.0","0.0","0","0","1","0","0","0","0"
"18","M","Milner, James - LIV","FA","SWA Sun 4:15PM","23","23","0.0","0.0","1.0","1.0","0","0","0","0","0","0","0","0","1","1.0","1.0","2.0","2.0","1.0","1.0","4.0","3.0","0","4","0","0.0","0.0","0","0","0","1","0","0","0"
"19","F","Vardy, Jamie - LEIC","FA","MUN Sat 5:30PM","23","23","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","5.0","5.0","3.0","3.0","0.0","1.0","0","0","0","0.0","0.0","0","0","1","0","0","0","0"
"20","M","Townsend, Andros - TOT","FA","CHE Sun 12:00PM","22.36","22.36","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","10.9","2.0","5.5","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
"21","M","Capoue, Etienne - WAT","FA","@AVL Sat 3:00PM","22","22","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","2.0","2.0","0.0","0.0","7.0","3.0","0","7","0","0.0","0.0","0","0","0","1","0","0","0"
"22","D","Jenkinson, Carl - WHU","FA","WBA Sun 2:05PM","22","22","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","0","6","0","0.0","0.0","0","2","0","0","0","0","0"
"23","F","Arnautovic, Marko - STK","FA","@SUN Sat 3:00PM","21.13","21.13","1.3","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.3","3.0","3.9","1.0","1.3","1.0","1.0","0","1","0","1.0","1.3","0","0","0","0","0","0","1"
"24","M","Ayew, André - SWA","FA","@LIV Sun 4:15PM","21","21","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","1.0","1.0","1.0","1.0","1.0","8.0","0","1","0","0.0","0.0","0","0","0","2","0","0","0"
"25","F","Borini, Fabio - SUN","FA","STK Sat 3:00PM","20","20","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","3.0","3.0","0.0","0.0","3.0","4.0","0","3","0","1.0","1.0","0","0","0","2","0","0","0"
"26","F","Walcott, Theo - ARS","FA","@NOR Sun 4:15PM","19.2","19.2","0.0","0.0","2.0","2.4","0","0","0","0","0","0","0","0","2","2.0","2.4","1.0","1.2","0.0","0.0","0.0","3.0","0","0","0","1.0","1.2","0","0","0","0","0","1","0"
"27","M","Schlupp, Jeffrey - LEIC","FA","MUN Sat 5:30PM","19.18","19.18","1.2","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.2","4.0","4.7","1.0","1.2","0.0","2.0","0","0","0","0.0","0.0","0","0","0","1","0","0","0"
"28","F","Jelavic, Nikica - WHU","WW","WBA Sun 2:05PM","19.06","19.06","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","5.0","14.1","0.0","0.0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
"29","M","Barkley, Ross - EVE","FA","@BOUR Sat 3:00PM","19","19","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","3.0","3.0","0.0","0.0","2.0","5.0","0","5","0","0.0","0.0","0","0","0","1","0","0","0"
"30","F","Ighalo, Odion - WAT","FA","@AVL Sat 3:00PM","19","19","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","3.0","3.0","1.0","1.0","2.0","1.0","0","2","0","0.0","0.0","0","0","1","0","0","0","0"
"31","M","Leiva, Lucas - LIV","FA","SWA Sun 4:15PM","19","19","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","1.0","0","10","0","0.0","0.0","0","0","0","1","0","0","0"
"32","F","Rooney, Wayne - MUN","FA","@LEIC Sat 5:30PM","19","19","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","3.0","3.0","2.0","2.0","1.0","1.0","0","4","0","0.0","0.0","0","0","0","3","0","0","0"
"33","F","Zárate, Mauro - WHU","FA","WBA Sun 2:05PM","18.36","18.36","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","1.0","8.2","1.0","8.2","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
"34","M","Dele Alli - TOT","FA","CHE Sun 12:00PM","18","18","0.0","0.0","0.0","0.0","0","2","0","0","0","0","0","0","0","0.0","0.0","1.0","1.0","1.0","1.0","4.0","2.0","0","4","0","0.0","0.0","0","0","0","2","0","0","0"
"35","M","Lanzini, Manuel - WHU","WW","WBA Sun 2:05PM","18","18","0.0","0.0","0.0","0.0","0","0","0","0","0","0","1","0","0","0.0","0.0","4.0","4.0","1.0","1.0","1.0","1.0","0","1","0","1.0","1.0","0","0","0","2","0","0","0"
"36","M","McClean, James - WBA","FA","@WHU Sun 2:05PM","18","18","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","4.0","1.0","1.0","1.0","1.0","0","4","0","0.0","0.0","0","0","2","0","0","0","0"
"37","M","Wijnaldum, Georginio - NEW","FA","@CRY Sat 3:00PM","18","18","0.0","0.0","1.0","1.0","0","0","0","0","0","0","0","0","1","1.0","1.0","2.0","2.0","1.0","1.0","0.0","1.0","0","0","0","0.0","0.0","0","0","0","6","0","0","0"
"38","M","Willian - CHE","FA","@TOT Sun 12:00PM","17.03","17.03","1.4","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.4","2.0","2.8","1.0","1.4","0.0","2.0","0","0","0","0.0","0.0","0","0","0","2","0","0","0"
"39","M","Adam, Charlie - STK","FA","@SUN Sat 3:00PM","17","17","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","1.0","1.0","1.0","1.0","5.0","2.0","0","5","0","0.0","0.0","0","0","0","0","0","0","1"
"40","F","Falcao - CHE","FA","@TOT Sun 12:00PM","17","17","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","1.0","1.0","0.0","0.0","4.0","1.0","0","7","0","0.0","0.0","0","0","3","0","0","0","0"
"41","M","Payet, Dimitri - WHU","FA","WBA Sun 2:05PM","17","17","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","0","1","1.0","1.0","2.0","2.0","2.0","2.0","0.0","2.0","0","0","0","0.0","0.0","0","0","0","2","0","0","0"
"42","M","Fernando - MCI","FA","SOU Sat 3:00PM","17","17","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","4.0","2.0","2.0","2.0","0.0","0","2","0","0.0","0.0","0","0","0","1","0","0","0"
"43","M","Ritchie, Matt - BOUR","FA","EVE Sat 3:00PM","17","17","0.0","0.0","1.0","1.0","0","0","0","0","0","0","0","0","1","1.0","1.0","1.0","1.0","0.0","0.0","2.0","3.0","0","2","0","1.0","1.0","0","0","0","1","0","0","0"
"44","M","Oscar - CHE","FA","@TOT Sun 12:00PM","17","17","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","4.0","1.0","1.0","0.0","2.0","0","0","0","1.0","1.0","0","0","0","3","0","0","0"
"45","M","Moses, Victor - WHU","FA","WBA Sun 2:05PM","16.66","16.66","0.0","0.0","1.0","1.6","0","0","0","0","0","0","0","0","1","1.0","1.6","1.0","1.6","0.0","0.0","2.0","2.0","0","2","0","0.0","0.0","0","0","0","2","0","0","0"
"46","F","Bony, Wilfried - MCI","FA","SOU Sat 3:00PM","16.25","16.25","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","2.0","7.5","1.0","3.8","1.0","0.0","0","1","0","0.0","0.0","0","0","0","0","0","0","0"
"47","F","Martial, Anthony - MUN","WW","@LEIC Sat 5:30PM","16","16","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","1.0","1.0","1.0","1.0","2.0","1.0","0","2","0","2.0","2.0","0","0","3","0","0","0","0"
"48","M","Montero, Jefferson - SWA","FA","@LIV Sun 4:15PM","16","16","0.0","0.0","1.0","1.0","0","0","0","0","0","0","0","0","1","1.0","1.0","1.0","1.0","0.0","0.0","2.0","3.0","0","2","0","0.0","0.0","0","0","0","2","0","0","0"
"49","M","Silva, David - MCI","FA","SOU Sat 3:00PM","16","16","0.0","0.0","2.0","2.4","0","0","0","0","0","0","0","0","2","2.0","2.4","1.0","1.2","0.0","0.0","0.0","2.0","0","0","0","0.0","0.0","0","0","0","1","0","0","0"
"50","M","Young, Ashley - MUN","FA","@LEIC Sat 5:30PM","16","16","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","1.0","1.0","1.0","1.0","2.0","2.0","0","5","0","0.0","0.0","0","3","0","0","0","0","0"
"51","F","Ayew, Jordan - AVL","WW","WAT Sat 3:00PM","15.61","15.61","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","4.0","11.6","0.0","0.0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0","0","0","0"
"52","F","Kane, Harry - TOT","FA","CHE Sun 12:00PM","15.56","15.56","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0","3.0","3.3","2.0","2.2","1.0","1.0","0","1","0","0.0","0.0","0","0","2","0","0","0","0"
