"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CIB","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T"
"21","D","Rangel, Angel - SWA","FA","SUN Wed 7:45PM","313.8","313.8","1","1","90","0","0","0","0","0","0","0","0","3","3","0","17","2","2","1","0","0","0","0","0","0","51","41","80.4","9","0","0","0","0","0","0","0","0","1","0","6","6","2","2","0","1","2","9","5","2","1","0","0","0","0","0","17","0","0","0","0","0","0","0","2","19","19","0","0","1","0"
"22","M","Oscar - CHE","FA","WBA Wed 7:45PM","310.33","310.33","1","1","88","1","1","4","2","1","0.5","0","1","5","4","0","14","1","4","0","0","0","0","0","0","0","58","48","82.8","22","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","11","6","1","2","0","0","1","0","0","14","0","1","0","0","0","0","0","0","0","7","1","1","0","0"
"23","M","Mata, Juan - MUN","FA","@NEW Tue 7:45PM","309.4","309.4","1","1","90","0","0","2","4","2","0.5","0","1","2","1","0","13","1","0","0","0","0","0","0","0","0","63","57","90.5","23","2","0","2","1","0","0","0","0","1","0","0","0","5","2","0","0","0","4","6","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","1","0","9","0","1","0","0"
"24","D","Azpilicueta, César - CHE","FA","WBA Wed 7:45PM","307.86","307.86","1","1","90","0","0","0","1","1","1.0","0","0","7","6","0","11","2","0","0","0","0","0","0","0","0","64","55","85.9","9","0","0","0","0","0","1","0","0","4","0","3","2","1","1","0","0","0","8","4","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","8","8","1","1","0","0"
"25","D","Holebas, José - WAT","WW","@SOU Wed 7:45PM","307.77","307.77","1","1","90","0","0","2","1","0","0.0","0","1","5","3","0","20","1","1","0","0","0","0","0","0","0","39","30","76.9","7","3","0","3","0","0","0","0","0","4","0","0","0","10","8","0","1","1","16","5","2","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","16","16","0","0","1","0"
"26","D","Cuco Martina - SOU","FA","WAT Wed 7:45PM","307.71","307.71","1","1","90","0","0","1","0","0","0","0","0","4","4","0","23","2","0","0","0","0","0","0","0","0","59","42","71.2","13","3","0","3","0","0","1","1","0","2","0","1","1","0","0","0","0","0","4","4","0","2","1","0","0","0","0","23","0","0","0","0","0","0","0","1","10","10","0","0","1","0"
"27","M","Willian - CHE","FA","WBA Wed 7:45PM","303.88","303.88","1","1","90","1","0","2","1","1","1.0","0","0","1","1","0","14","2","1","0","0","0","0","0","0","0","51","45","88.2","21","8","3","5","7","2","3","0","0","0","0","0","0","2","2","0","0","0","4","4","0","0","1","0","0","0","0","14","0","0","0","0","0","0","0","0","0","8","1","1","0","0"
"28","M","Schweinsteiger, Bastian - MUN","WW","@NEW Tue 7:45PM","303.81","303.81","1","1","90","0","0","0","0","0","0","0","0","2","2","0","16","1","0","0","0","0","0","0","0","0","64","52","81.3","25","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","8","5","5","1","0","0","0","0","0","16","0","0","0","0","0","0","0","1","0","9","0","1","0","0"
"29","D","Sagna, Bacary - MCI","FA","EVE Wed 7:45PM","302.82","302.82","1","1","90","0","1","1","0","0","0","0","0","4","2","0","15","0","0","0","0","0","0","0","0","0","55","45","81.8","12","2","1","1","0","0","1","0","0","2","0","6","4","1","1","0","0","0","6","4","1","3","0","0","0","0","0","17","0","0","0","0","0","0","0","1","12","12","0","1","0","0"
"30","M","Yaya Touré - MCI","FA","EVE Wed 7:45PM","302.07","302.07","1","1","90","1","0","0","4","1","0.3","0","1","0","0","0","15","1","1","0","0","0","0","0","0","0","62","51","82.3","18","0","0","0","0","0","0","0","0","4","0","0","0","2","2","0","0","0","4","7","1","1","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","12","0","1","0","0"
"31","D","Smith, Adam - BOUR","FA","WHU Tue 7:45PM","300.78","300.78","1","1","90","0","0","0","2","0","0.0","0","2","6","6","0","17","1","1","0","0","0","0","0","0","0","36","28","77.8","5","1","0","1","0","0","0","0","0","3","0","4","1","7","4","0","1","0","13","8","2","2","0","0","0","0","0","20","0","0","0","0","0","0","0","0","16","16","1","0","0","1"
"32","D","Davies, Ben - TOT","FA","LEIC Wed 8:00PM","295.89","295.89","1","1","90","0","0","1","3","0","0.0","1","2","2","1","0","14","1","0","0","0","0","0","0","0","0","55","49","89.1","10","3","1","2","0","0","1","2","0","0","0","1","1","0","0","0","1","1","3","6","1","2","0","0","0","0","0","14","0","0","0","0","0","0","0","1","12","12","0","0","0","1"
"33","M","Brady, Robbie - NOR","WW","@STK Wed 7:45PM","295.66","295.66","1","1","90","0","0","1","1","0","0.0","0","1","2","2","0","29","2","0","0","0","0","0","0","0","0","41","27","65.9","6","7","1","6","1","0","1","1","1","2","1","2","2","2","2","0","1","0","4","5","0","1","0","0","0","0","0","29","0","0","0","0","0","0","0","0","10","10","1","1","0","0"
"34","M","Herrera, Ander - MUN","FA","@NEW Tue 7:45PM","293.85","293.85","1","1","89","0","0","1","2","0","0.0","0","1","1","1","0","15","3","0","0","0","0","0","0","0","0","62","53","85.5","19","2","0","2","0","0","0","0","0","1","0","0","0","1","1","0","0","1","2","7","0","0","0","0","0","0","0","15","0","1","0","0","0","0","0","1","0","9","0","1","0","0"
"35","M","Afellay, Ibrahim - STK","WW","NOR Wed 7:45PM","292.86","292.86","1","1","90","0","0","1","0","0","0","0","0","1","0","0","12","0","2","0","0","0","0","0","0","0","66","57","86.4","11","0","0","0","0","0","0","0","0","1","0","0","0","5","2","0","0","0","6","3","1","0","0","0","0","0","0","12","0","0","0","0","0","0","0","2","0","17","0","0","1","0"
"36","M","Carles Gil - AVL","FA","CRY Tue 7:45PM","291.41","291.41","1","1","90","1","0","1","2","1","0.5","0","0","1","1","0","17","0","0","1","0","0","0","0","0","0","45","41","91.1","15","5","1","4","2","1","2","0","0","0","0","1","0","3","1","0","0","0","2","10","0","1","0","0","0","0","0","18","0","0","0","0","0","0","0","3","0","13","0","0","1","0"
"37","M","Puncheon, Jason - CRY","FA","@AVL Tue 7:45PM","291.21","291.21","1","1","90","0","0","3","3","1","0.3","0","2","1","1","0","16","1","2","0","0","0","0","0","0","0","42","37","88.1","18","10","5","5","4","2","0","0","0","2","0","0","0","3","0","0","0","0","3","6","0","0","1","0","0","0","0","16","0","0","0","0","0","0","0","3","0","10","0","0","1","0"
"38","M","Mahrez, Riyad - LEIC","FA","@TOT Wed 8:00PM","291.14","291.14","1","1","90","0","0","3","3","1","0.3","0","1","0","0","0","22","0","0","0","0","0","0","0","0","0","47","38","80.9","18","3","1","2","1","1","2","0","0","0","0","0","0","5","2","0","0","0","2","9","0","1","0","1","0","0","0","22","0","0","0","1","1","0","0","0","0","9","1","0","0","1"
"39","D","van Aanholt, Patrick - SUN","FA","@SWA Wed 7:45PM","291.09","291.09","1","1","90","1","0","1","3","1","0.3","0","0","3","3","0","17","0","0","0","0","0","0","0","0","0","49","37","75.5","11","3","0","3","0","0","1","1","1","3","0","3","1","1","1","0","1","0","4","6","0","2","0","0","0","0","0","19","0","0","0","0","0","0","0","1","8","8","0","1","0","0"
"40","M","Barry, Gareth - EVE","FA","@MCI Wed 7:45PM","290.8","290.8","1","1","90","0","0","0","0","0","0","0","0","4","2","0","14","3","0","0","0","0","0","0","0","0","54","43","79.6","11","1","0","1","0","0","0","1","0","2","0","4","3","1","1","0","0","3","7","4","2","1","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","19","0","0","0","1"
"41","D","Cook, Steve - BOUR","FA","WHU Tue 7:45PM","289.9","289.9","1","1","90","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","49","44","89.8","3","0","0","0","0","0","0","0","0","2","0","15","14","0","0","0","0","0","7","4","7","2","0","0","0","0","0","7","0","0","0","0","0","0","0","0","16","16","1","0","0","1"
"42","D","Vertonghen, Jan - TOT","FA","LEIC Wed 8:00PM","288.89","288.89","1","1","90","0","0","0","0","0","0","0","0","0","0","0","7","2","1","0","0","0","0","0","0","0","64","57","89.1","2","0","0","0","0","0","0","0","0","2","0","7","6","0","0","0","0","2","3","5","2","3","0","0","0","0","0","8","0","0","0","0","0","0","0","1","12","12","0","0","0","1"
"43","D","Clyne, Nathaniel - LIV","FA","ARS Wed 8:00PM","288.62","288.62","1","1","90","0","0","0","0","0","0","0","0","1","1","0","23","2","1","0","0","0","0","0","0","0","37","23","62.2","10","3","1","2","0","0","1","1","0","5","0","4","3","2","1","0","0","1","3","8","0","3","0","0","0","0","0","24","0","0","0","0","0","0","0","2","18","18","0","0","1","0"
"44","M","Davis, Steven - SOU","FA","WAT Wed 7:45PM","287.88","287.88","1","1","90","0","0","0","1","0","0.0","0","1","0","0","0","12","1","1","0","0","0","0","0","0","0","65","57","87.7","22","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","5","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","1","0","10","0","0","1","0"
"45","M","Sissoko, Moussa - NEW","FA","MUN Tue 7:45PM","287.84","287.84","1","1","90","0","0","1","0","0","0","0","0","1","1","0","15","2","1","0","0","0","0","0","0","0","45","38","84.4","14","3","2","1","0","0","1","0","0","4","0","0","0","10","6","0","0","0","9","8","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","15","0","0","1","0"
"46","D","Cissokho, Aly - AVL","WW","CRY Tue 7:45PM","284.75","284.75","1","1","90","0","0","1","0","0","0","0","0","1","1","0","17","1","1","0","0","0","0","0","0","0","48","36","75.0","5","4","2","2","0","0","0","1","0","1","0","8","5","0","0","0","3","0","4","2","2","1","0","0","0","0","0","20","0","0","0","0","0","0","0","3","13","13","0","0","1","0"
"47","D","Funes Mori, Ramiro - EVE","WW","@MCI Wed 7:45PM","284.62","284.62","1","1","90","0","0","0","1","0","0.0","0","0","4","4","0","16","0","0","0","0","0","0","0","0","0","42","26","61.9","2","0","0","0","0","0","0","0","0","5","1","12","12","1","1","0","0","1","7","0","2","0","0","0","0","0","0","16","0","0","0","0","0","0","0","1","19","19","0","0","0","1"
"48","M","Lamela, Erik - TOT","FA","LEIC Wed 8:00PM","283.7","283.7","1","1","88","0","0","1","2","0","0.0","0","2","4","3","0","20","5","0","1","0","0","0","0","0","0","40","28","70.0","9","4","1","3","1","1","1","0","1","0","0","2","2","4","3","0","0","0","7","15","0","2","0","0","0","0","0","20","0","1","0","0","0","0","0","1","0","8","0","0","0","1"
"49","F","Deeney, Troy - WAT","FA","@SOU Wed 7:45PM","283.49","283.49","1","1","90","0","0","1","1","1","1.0","0","0","1","1","0","27","0","1","0","0","0","0","0","0","0","41","20","48.8","9","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","10","10","7","0","0","0","0","0","27","0","0","0","0","0","0","0","2","0","16","0","0","1","0"
"50","M","Tioté, Cheick - NEW","FA","MUN Tue 7:45PM","279","279","1","1","87","0","0","1","0","0","0","0","0","3","3","0","1","1","0","0","0","0","0","0","0","0","66","66","100.0","5","0","0","0","0","0","0","0","0","3","0","2","2","3","3","0","0","1","7","5","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","12","0","0","1","0"
"51","M","Abdi, Almen - WAT","FA","@SOU Wed 7:45PM","278.82","278.82","1","1","90","0","0","2","2","0","0.0","0","0","3","1","0","18","1","0","0","0","0","0","0","0","0","45","37","82.2","15","2","0","2","0","0","0","0","0","2","1","2","2","1","1","0","0","0","4","7","0","0","1","0","0","0","0","18","0","0","0","0","0","0","0","2","0","16","0","0","1","0"
"52","D","Cresswell, Aaron - WHU","FA","@BOUR Tue 7:45PM","277.59","277.59","1","1","90","0","0","4","2","0","0.0","0","2","0","0","0","20","0","0","0","0","0","0","0","0","0","32","19","59.4","4","5","4","1","0","0","1","1","0","5","0","6","4","0","0","0","1","0","0","1","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","23","23","1","1","0","0"
"53","D","Walker, Kyle - TOT","FA","LEIC Wed 8:00PM","276.9","276.9","1","1","90","0","0","2","1","0","0.0","0","1","1","1","0","13","0","0","0","0","0","0","0","0","1","48","43","89.6","17","3","0","3","0","0","0","0","0","2","0","1","1","1","0","0","0","0","1","5","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","1","12","12","0","0","0","1"
"54","D","Mertesacker, Per - ARS","FA","@LIV Wed 8:00PM","274.97","274.97","1","1","90","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","60","58","96.7","7","0","0","0","0","0","0","0","0","1","0","4","4","0","0","0","0","0","3","1","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","15","15","1","1","0","0"
"55","D","Bellerín, Héctor - ARS","FA","@LIV Wed 8:00PM","274.83","274.83","1","1","90","0","0","1","0","0","0","0","0","1","1","0","16","0","0","0","0","0","0","0","0","0","41","34","82.9","8","6","0","6","0","0","4","1","0","0","0","1","1","2","1","0","1","0","2","3","0","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","15","15","1","1","0","0"
"56","D","Pieters, Erik - STK","FA","NOR Wed 7:45PM","274.69","274.69","1","1","90","0","0","1","0","0","0","0","0","2","2","0","17","2","1","0","0","0","0","0","0","0","35","24","68.6","5","3","0","3","0","0","0","4","0","5","0","7","3","0","0","0","1","1","3","6","0","2","0","0","0","0","0","21","0","0","0","0","0","0","0","2","17","17","0","0","1","0"
"57","M","Barkley, Ross - EVE","FA","@MCI Wed 7:45PM","274.34","274.34","1","1","90","0","0","1","2","1","0.5","0","0","0","0","0","15","2","2","0","0","0","0","0","0","1","43","36","83.7","9","1","0","1","0","0","1","0","0","1","0","0","0","5","4","0","0","0","8","9","2","1","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","19","0","0","0","1"
"58","D","Otamendi, Nicolás - MCI","WW","EVE Wed 7:45PM","273.82","273.82","1","1","90","0","0","0","0","0","0","0","0","5","4","0","8","0","0","0","0","0","0","0","0","0","44","36","81.8","4","0","0","0","0","0","0","1","0","5","0","7","7","1","1","0","1","1","10","6","4","3","0","0","0","0","0","8","0","0","0","0","0","0","0","1","12","12","0","1","0","0"
"59","M","Watson, Ben - WAT","FA","@SOU Wed 7:45PM","271.8","271.8","1","1","90","0","0","0","2","0","0.0","0","0","1","1","0","17","0","0","0","0","0","0","0","0","0","45","36","80.0","6","6","0","6","4","0","1","1","1","4","1","2","1","0","0","0","0","1","2","2","1","1","0","0","0","0","0","18","0","0","0","0","0","0","0","2","0","16","0","0","1","0"
"60","M","Clasie, Jordy - SOU","WW","WAT Wed 7:45PM","271.8","271.8","1","1","80","0","0","1","1","1","1.0","0","0","3","3","0","13","0","1","0","0","0","0","0","0","0","59","47","79.7","12","0","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","0","5","6","1","3","0","0","0","0","0","14","0","1","0","0","0","0","0","1","0","10","0","0","1","0"
"61","D","Kolarov, Aleksandar - MCI","FA","EVE Wed 7:45PM","270.63","270.63","1","1","90","0","1","1","2","0","0.0","0","0","2","2","0","21","0","0","0","0","0","0","0","0","0","41","26","63.4","9","3","1","2","1","1","1","0","0","1","0","3","2","1","1","0","2","0","3","2","0","1","0","0","0","0","0","22","0","0","0","0","0","0","1","1","12","12","0","1","0","0"
"62","M","Schneiderlin, Morgan - MUN","FA","@NEW Tue 7:45PM","269.93","269.93","1","1","90","0","0","2","0","0","0","0","0","3","2","0","4","3","1","0","0","0","0","0","0","0","56","52","92.9","16","0","0","0","0","0","0","0","0","5","1","1","1","2","2","0","0","0","7","3","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","9","0","1","0","0"
"63","M","Ibe, Jordon - LIV","FA","ARS Wed 8:00PM","269.86","269.86","1","1","90","0","0","1","2","0","0.0","0","0","0","0","0","17","1","0","0","0","0","0","0","0","0","35","30","85.7","21","6","2","4","2","2","0","0","0","0","0","0","0","5","4","0","0","0","4","3","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","18","0","0","1","0"
"64","D","Lovren, Dejan - LIV","FA","ARS Wed 8:00PM","269.81","269.81","1","1","90","0","0","0","1","0","0.0","0","1","3","3","0","9","1","0","0","0","0","0","0","0","0","47","38","80.9","3","0","0","0","0","0","0","0","1","2","0","4","1","0","0","0","0","0","6","4","3","2","0","0","0","0","0","12","0","0","0","0","0","0","0","2","18","18","0","0","1","0"
"65","M","Young, Ashley - MUN","FA","@NEW Tue 7:45PM","269.74","269.74","1","1","78","0","1","4","1","0","0.0","0","1","0","0","0","22","0","3","0","0","0","0","0","0","0","38","28","73.7","15","10","3","7","0","0","2","0","0","0","0","0","0","3","2","0","0","0","6","3","1","1","1","0","0","0","0","22","0","1","0","0","0","0","0","1","6","6","0","1","0","0"
"66","F","Diego Costa - CHE","FA","WBA Wed 7:45PM","269.27","269.27","1","1","90","1","1","2","2","1","0.5","0","0","1","1","0","19","0","3","0","0","0","0","0","0","0","39","30","76.9","11","0","0","0","0","0","1","0","0","1","0","0","0","7","2","0","0","0","8","9","2","1","1","0","1","0","0","19","0","0","0","0","0","0","0","0","0","8","1","1","0","0"
"67","F","Martial, Anthony - MUN","WW","@NEW Tue 7:45PM","269.16","269.16","1","1","90","1","1","1","4","1","0.3","0","1","0","0","0","14","2","3","0","0","0","0","0","0","0","34","31","91.2","19","1","0","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","8","9","2","3","0","0","1","0","0","14","0","0","0","0","0","0","0","1","0","9","0","1","0","0"
"68","D","Nyom - WAT","WW","@SOU Wed 7:45PM","268.79","268.79","1","1","90","0","0","0","0","0","0","0","0","3","3","0","17","3","1","1","0","0","0","0","0","0","29","23","79.3","9","4","0","4","0","0","0","0","0","1","0","4","4","4","3","0","1","0","7","6","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","16","16","0","0","1","0"
"69","M","Fernandinho - MCI","FA","EVE Wed 7:45PM","268.3","268.3","1","1","90","0","0","2","2","1","0.5","0","0","6","4","0","10","3","0","0","0","0","1","0","0","0","40","32","80.0","13","0","0","0","0","0","0","0","0","2","0","6","6","1","1","0","0","0","10","7","3","1","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","12","0","1","0","0"
"70","D,M","Blind, Daley - MUN","FA","@NEW Tue 7:45PM","267.83","267.83","1","1","90","0","0","1","0","0","0","0","0","2","1","0","10","1","0","1","0","0","0","0","0","0","48","40","83.3","10","3","1","2","3","1","1","0","0","3","2","1","1","2","2","0","0","0","5","3","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","9","9","0","1","0","0"
"71","D","Daniels, Charlie - BOUR","FA","WHU Tue 7:45PM","267.74","267.74","1","1","90","0","0","0","1","0","0.0","0","0","1","1","0","14","0","0","0","0","0","0","0","0","0","43","32","74.4","6","1","0","1","0","0","0","1","0","1","0","6","4","2","1","0","0","0","3","2","1","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","16","16","1","0","0","1"
"72","D","Monreal, Nacho - ARS","FA","@LIV Wed 8:00PM","266.77","266.77","1","1","90","0","0","1","1","0","0.0","0","0","1","1","0","14","1","1","0","0","0","0","0","0","0","39","30","76.9","8","3","2","1","0","0","0","0","0","6","1","1","1","0","0","0","0","0","4","6","2","1","0","0","0","0","0","14","0","0","0","0","0","0","0","0","15","15","1","1","0","0"
