"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CIB","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T"
"30","D","Sakho, Mamadou - LIV","FA","ARS Wed 8:00PM","296.93","296.93","1","1","90","0","0","0","2","0","0.0","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","58","54","93.1","4","0","0","0","0","0","0","0","0","0","0","19","17","0","0","0","0","0","5","3","5","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","7","7","1","1","0","0"
"31","D","Cook, Steve - BOUR","FA","WHU Tue 7:45PM","296.83","296.83","1","1","90","0","0","0","0","0","0","0","0","2","1","0","11","0","0","0","0","0","0","0","0","0","64","53","82.8","3","0","0","0","0","0","0","1","0","0","0","10","8","0","0","0","0","1","6","3","4","3","0","0","0","0","0","13","0","0","0","0","0","0","0","0","8","8","1","0","0","1"
"32","D","Hutton, Alan - AVL","FA","CRY Tue 7:45PM","295.81","295.81","1","1","90","0","0","2","1","1","1.0","0","0","1","1","0","21","4","4","1","0","0","0","0","0","0","37","30","81.1","15","8","2","6","0","0","2","0","0","1","0","2","1","1","0","0","0","1","7","6","2","1","1","0","0","0","0","22","0","0","0","0","0","0","0","1","10","10","0","0","0","1"
"33","F","Roberto Firmino - LIV","WW","ARS Wed 8:00PM","293.73","293.73","1","1","90","0","1","6","2","0","0.0","0","1","4","4","0","20","1","0","0","0","0","0","0","0","0","48","35","72.9","13","3","1","2","2","0","1","0","0","0","0","0","0","4","3","0","1","0","7","8","0","4","1","0","0","0","0","20","0","0","0","0","0","0","0","0","0","7","1","1","0","0"
"34","D","Stones, John - EVE","FA","@MCI Wed 7:45PM","290.94","290.94","1","1","90","0","0","0","0","0","0","0","0","1","1","0","4","1","2","0","0","0","0","0","0","0","67","63","94.0","7","0","0","0","0","0","0","0","0","2","0","5","3","1","1","0","0","0","6","1","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","10","10","1","1","0","0"
"35","D","Francis, Simon - BOUR","FA","WHU Tue 7:45PM","290.78","290.78","1","1","90","0","0","1","0","0","0","0","0","0","0","0","12","1","1","0","0","0","0","0","0","0","50","39","78.0","5","0","0","0","0","0","0","0","0","3","0","10","9","1","1","0","0","2","11","5","9","4","0","0","0","0","0","13","0","0","0","0","0","0","0","0","8","8","1","0","0","1"
"36","M","Puncheon, Jason - CRY","FA","@AVL Tue 7:45PM","289.79","289.79","1","1","90","0","0","3","0","0","0","0","0","2","1","0","16","2","1","0","0","0","0","0","0","0","39","31","79.5","13","9","5","4","6","4","2","0","0","1","0","2","1","4","3","0","0","0","7","10","1","1","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","10","1","0","0","1"
"37","F","Deeney, Troy - WAT","FA","@SOU Wed 7:45PM","289.22","289.22","1","1","89","1","0","1","2","1","0.5","0","1","1","0","0","19","0","0","0","0","0","0","0","0","0","43","31","72.1","11","0","0","0","0","0","0","0","0","0","0","2","2","3","1","0","0","0","9","10","7","6","0","0","1","0","0","19","0","1","1","1","0","0","0","2","0","17","0","0","0","1"
"38","M","Herrera, Ander - MUN","FA","@NEW Tue 7:45PM","288.12","288.12","1","1","82","0","0","0","3","1","0.3","0","1","3","1","0","16","1","4","0","0","0","0","0","0","0","60","47","78.3","9","2","1","1","1","0","0","0","0","0","0","1","1","2","1","0","0","1","8","6","0","1","0","0","0","0","0","16","0","1","0","0","0","0","0","2","0","11","0","0","1","0"
"39","D","van Aanholt, Patrick - SUN","FA","@SWA Wed 7:45PM","287.8","287.8","1","1","90","0","0","3","0","0","0","0","0","2","2","0","16","0","1","0","0","0","0","0","0","0","40","32","80.0","10","3","2","1","0","0","0","0","0","3","0","2","2","5","5","0","0","0","8","5","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","4","19","19","0","0","1","0"
"40","M","Kanté, N'Golo - LEIC","WW","@TOT Wed 8:00PM","286.87","286.87","1","1","90","0","0","2","0","0","0","0","0","4","3","0","14","1","1","0","0","0","1","0","0","0","39","34","87.2","17","0","0","0","0","0","0","1","0","4","0","4","4","2","2","0","0","0","9","6","2","2","0","0","0","0","0","14","0","0","0","0","0","0","0","1","0","26","0","0","1","0"
"41","D","Kolarov, Aleksandar - MCI","FA","EVE Wed 7:45PM","286.81","286.81","1","1","90","0","0","1","0","0","0","0","0","2","2","0","16","1","0","0","0","0","0","0","0","0","47","38","80.9","11","4","1","3","1","0","0","1","0","2","0","4","4","1","1","0","1","0","5","4","2","3","0","0","0","0","0","16","0","0","0","0","0","0","0","1","11","11","0","1","0","0"
"42","D","Alderweireld, Toby - TOT","FA","LEIC Wed 8:00PM","286.31","286.31","1","1","90","0","0","0","2","1","0.5","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","63","51","81.0","3","0","0","0","0","0","1","1","0","0","0","6","3","0","0","0","0","1","1","1","1","1","0","1","0","0","0","16","0","0","0","0","0","0","0","0","11","11","1","1","0","0"
"43","D","Sagna, Bacary - MCI","FA","EVE Wed 7:45PM","285.95","285.95","1","1","90","0","0","0","0","0","0","0","0","1","1","0","9","1","0","0","0","0","0","0","0","0","63","60","95.2","14","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","2","3","1","1","0","0","0","0","0","9","0","0","0","0","0","0","0","1","11","11","0","1","0","0"
"44","F","Ayew, Jordan - AVL","WW","CRY Tue 7:45PM","285.5","285.5","1","1","90","1","0","0","3","2","0.7","0","1","1","1","0","22","2","2","0","0","0","0","0","0","1","35","29","82.9","11","4","0","4","0","0","2","0","0","0","0","0","0","8","3","0","0","0","7","11","1","1","0","0","1","0","0","22","0","0","1","1","0","0","0","1","0","10","0","0","0","1"
"45","M","Westwood, Ashley - AVL","FA","CRY Tue 7:45PM","281.84","281.84","1","1","90","0","0","1","3","0","0.0","0","1","1","1","0","13","1","0","0","0","0","0","0","0","0","61","51","83.6","17","1","0","1","0","0","1","0","0","2","0","1","0","0","0","0","0","0","1","4","0","2","0","0","0","0","0","14","0","0","0","0","0","0","0","1","0","10","0","0","0","1"
"46","M","Oscar - CHE","FA","WBA Wed 7:45PM","281.76","281.76","1","1","90","0","0","2","2","0","0.0","0","0","1","1","0","21","1","2","0","0","0","0","0","0","0","45","34","75.6","20","3","1","2","0","0","0","0","0","1","0","0","0","2","0","0","0","0","3","9","0","0","0","1","0","0","0","21","0","0","0","1","1","0","0","2","0","12","0","0","0","1"
"47","D","Janmaat, Daryl - NEW","FA","MUN Tue 7:45PM","281.74","281.74","1","1","90","0","0","1","0","0","0","0","0","2","1","0","18","3","0","1","0","0","0","0","0","0","39","29","74.4","8","5","1","4","0","0","0","1","0","1","0","5","4","0","0","0","0","1","2","3","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","1","20","20","0","0","1","0"
"48","D","Martin, Russell - NOR","FA","@STK Wed 7:45PM","281.55","281.55","1","1","90","0","0","1","0","0","0","0","0","5","5","0","23","2","0","0","0","0","0","0","0","0","29","16","55.2","5","1","1","0","0","0","1","2","0","1","1","11","7","2","0","0","0","1","7","7","2","2","0","0","0","0","0","27","0","0","0","0","0","0","0","3","15","15","0","0","1","0"
"49","M","Fellaini, Marouane - MUN","FA","@NEW Tue 7:45PM","281.48","281.48","1","1","90","0","0","1","3","2","0.7","0","1","1","1","0","14","2","1","0","0","0","1","0","0","0","48","39","81.3","9","0","0","0","0","0","1","0","0","1","0","0","0","2","1","0","0","0","6","12","3","7","0","2","0","0","0","14","0","0","0","0","0","0","0","2","0","13","0","0","1","0"
"50","D","Azpilicueta, César - CHE","FA","WBA Wed 7:45PM","280.83","280.83","1","1","90","0","0","0","1","0","0.0","0","0","3","3","0","11","0","1","0","0","0","0","0","0","0","53","44","83.0","16","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","1","0","7","2","2","1","0","0","0","0","0","12","0","0","0","0","0","0","0","2","12","12","0","0","0","1"
"51","M","Stanislas, Junior - BOUR","FA","WHU Tue 7:45PM","278.78","278.78","1","1","90","0","0","2","2","0","0.0","0","0","4","1","0","19","0","2","0","0","0","0","0","0","0","41","32","78.0","13","5","2","3","1","0","1","0","1","2","0","1","1","3","2","0","0","0","9","5","1","3","1","0","0","0","0","19","0","0","0","0","0","0","0","0","0","8","1","0","0","1"
"52","D","Vertonghen, Jan - TOT","FA","LEIC Wed 8:00PM","276.82","276.82","1","1","90","0","0","0","1","1","1.0","0","0","1","1","0","12","1","0","0","0","0","0","0","0","0","61","50","82.0","2","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","4","3","2","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","11","11","1","1","0","0"
"53","D","Souaré, Pape - CRY","FA","@AVL Tue 7:45PM","274.77","274.77","1","1","90","0","0","1","0","0","0","0","0","0","0","0","21","3","1","0","0","0","0","0","0","0","40","31","77.5","6","6","1","5","0","0","1","2","0","3","0","4","3","1","0","0","0","0","1","5","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","10","10","1","0","0","1"
"54","M","Tettey, Alexander - NOR","FA","@STK Wed 7:45PM","273.86","273.86","1","1","90","0","0","1","0","0","0","0","0","4","3","0","12","2","0","1","0","0","0","0","0","0","51","44","86.3","9","0","0","0","0","0","0","0","0","7","1","1","1","0","0","0","0","0","4","7","0","2","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","15","0","0","1","0"
"55","F","Lukaku, Romelu - EVE","FA","@MCI Wed 7:45PM","272.22","272.22","1","1","90","0","0","3","4","2","0.5","0","0","0","0","0","20","2","2","0","0","0","0","0","0","1","36","26","72.2","15","2","1","1","0","0","1","0","0","0","0","0","0","4","4","0","0","0","8","9","2","3","0","1","0","0","0","20","0","0","0","0","0","0","0","0","0","10","1","1","0","0"
"56","D","Mertesacker, Per - ARS","FA","@LIV Wed 8:00PM","270.87","270.87","1","1","90","0","0","0","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0","0","62","54","87.1","3","0","0","0","0","0","0","0","0","2","1","3","3","1","1","0","0","0","3","0","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","4","14","14","0","0","1","0"
"57","M","Ki Sung-yueng - SWA","FA","SUN Wed 7:45PM","270.83","270.83","1","1","90","1","0","0","1","1","1.0","0","0","1","0","0","14","1","1","0","0","0","0","0","0","0","53","44","83.0","7","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","2","1","4","7","2","3","0","0","1","0","0","15","0","0","0","0","0","0","0","0","0","9","1","1","0","0"
"58","D","Williams, Ashley - SWA","FA","SUN Wed 7:45PM","270.8","270.8","1","1","90","0","0","0","0","0","0","0","0","2","2","0","9","2","2","0","0","0","0","0","0","0","46","37","80.4","5","0","0","0","0","0","0","1","0","4","1","12","9","0","0","0","0","1","5","3","1","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","9","9","1","1","0","0"
"59","D","Dawson, Craig - WBA","FA","@CHE Wed 7:45PM","270.74","270.74","1","1","90","0","0","0","1","1","1.0","0","0","1","1","0","25","2","0","0","0","0","0","0","0","0","35","26","74.3","6","12","1","11","0","0","1","0","0","0","0","1","1","0","0","0","1","0","4","3","3","1","0","0","0","0","0","25","0","0","0","0","0","0","0","1","7","7","0","0","1","0"
"60","D","Cahill, Gary - CHE","FA","WBA Wed 7:45PM","268.91","268.91","1","1","90","0","1","1","0","0","0","0","0","1","0","0","7","1","2","0","0","0","0","0","0","0","53","48","90.6","1","0","0","0","0","0","0","1","0","0","0","6","3","0","0","0","0","2","5","5","2","3","0","0","0","0","0","10","0","0","0","0","0","0","0","2","12","12","0","0","0","1"
"61","M","Routledge, Wayne - SWA","FA","SUN Wed 7:45PM","268.75","268.75","1","1","89","0","0","2","0","0","0","0","0","2","2","0","21","3","3","0","0","0","0","0","0","0","40","30","75.0","10","1","0","1","0","0","0","0","0","0","0","0","0","4","4","0","0","0","9","11","0","1","0","0","0","0","0","21","0","1","0","0","0","0","0","0","0","9","1","1","0","0"
"62","F","Gestede, Rudy - AVL","WW","CRY Tue 7:45PM","268.34","268.34","1","1","90","0","0","1","5","3","0.6","0","0","1","1","0","11","3","1","0","0","0","1","0","0","1","27","20","74.1","12","1","0","1","0","0","0","0","0","0","0","4","3","0","0","0","0","0","15","13","13","12","0","1","0","0","0","12","0","0","0","0","0","1","0","1","0","10","0","0","0","1"
"63","M","Barkley, Ross - EVE","FA","@MCI Wed 7:45PM","267.95","267.95","1","1","69","0","0","1","2","0","0.0","0","2","0","0","0","8","1","3","1","0","0","0","0","0","0","60","57","95.0","20","1","0","1","0","0","0","0","0","1","0","0","0","6","3","0","0","0","6","7","0","1","0","0","0","0","0","8","0","1","0","0","0","0","0","0","0","4","1","1","0","0"
"64","D","Dier, Eric - TOT","FA","LEIC Wed 8:00PM","266.8","266.8","1","1","90","0","0","0","0","0","0","0","0","0","0","0","14","2","2","1","0","0","0","0","0","0","56","45","80.4","6","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","4","3","1","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","11","1","1","0","0"
"65","D","Walker, Kyle - TOT","FA","LEIC Wed 8:00PM","266.8","266.8","1","1","90","0","0","0","0","0","0","0","0","1","1","0","16","0","0","0","0","0","0","0","0","0","45","36","80.0","6","3","0","3","0","0","0","0","0","1","0","4","2","0","0","0","1","0","3","3","2","2","0","0","0","0","0","18","0","0","0","0","0","0","0","0","11","11","1","1","0","0"
"66","M","Veretout, Jordan - AVL","WW","CRY Tue 7:45PM","265.83","265.83","1","1","83","0","0","3","1","1","1.0","0","0","1","1","0","18","0","0","0","0","0","0","0","0","0","36","30","83.3","10","13","3","10","6","1","1","1","0","2","0","1","1","1","1","0","1","0","2","4","0","0","0","0","0","0","0","18","0","1","0","0","0","0","0","1","0","9","0","0","0","1"
"67","D","Daniels, Charlie - BOUR","FA","WHU Tue 7:45PM","265.8","265.8","1","1","90","0","0","0","0","0","0","0","0","2","1","0","14","0","0","0","0","0","0","0","0","0","45","36","80.0","9","1","0","1","0","0","0","2","0","1","0","4","4","4","4","0","2","0","7","0","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","8","8","1","0","0","1"
"68","D","Federico Fernández - SWA","FA","SUN Wed 7:45PM","263.78","263.78","1","1","90","0","0","0","0","0","0","0","0","0","0","0","12","1","1","0","0","0","0","0","0","0","55","43","78.2","2","0","0","0","0","0","0","0","0","1","0","9","7","0","0","0","0","0","1","2","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","9","9","1","1","0","0"
"69","F","Kane, Harry - TOT","FA","LEIC Wed 8:00PM","263.16","263.16","1","1","90","2","0","1","4","2","0.5","0","1","0","0","0","19","0","1","0","0","0","0","0","0","1","35","23","65.7","12","1","0","1","0","0","0","0","0","3","0","0","0","2","2","0","0","0","7","5","4","2","0","0","1","0","0","19","0","0","1","1","0","1","0","0","0","11","1","1","0","0"
"70","M","Coutinho, Philippe - LIV","FA","ARS Wed 8:00PM","262.7","262.7","1","1","89","0","0","3","5","0","0.0","0","1","0","0","0","24","0","1","0","0","0","0","0","0","1","30","21","70.0","15","7","0","7","3","0","0","0","0","0","0","0","0","4","2","0","0","0","3","7","0","2","0","1","0","0","0","24","0","1","0","0","0","0","0","0","0","7","1","1","0","0"
"71","M","Watson, Ben - WAT","FA","@SOU Wed 7:45PM","262.68","262.68","1","1","90","0","0","1","0","0","0","0","0","5","5","0","16","1","0","0","0","0","0","0","0","0","38","26","68.4","4","4","1","3","4","1","0","0","0","5","2","2","2","0","0","0","0","3","6","4","1","0","0","0","0","0","0","16","0","0","0","0","0","0","0","2","0","17","0","0","0","1"
"72","M","Colback, Jack - NEW","FA","MUN Tue 7:45PM","261.91","261.91","1","1","90","0","0","1","1","0","0.0","0","0","5","4","0","6","3","0","1","0","0","0","0","0","0","43","39","90.7","10","3","1","2","1","0","0","1","0","1","0","1","1","0","0","0","2","1","6","6","1","0","1","0","0","0","0","6","0","0","0","0","0","0","0","1","0","20","0","0","1","0"
