"Rk","Pos","Player","Sta","Opp (GMT)","FPts","FP/G","GP","GS","Min","G","A","ASh","Sh","SOG","SA","SOP","SB","Tk","TkW","TLM","PLC","FC","FS","YC","SYC","RC","HB","Pen","DP","Off","Pa","APa","Pc%","SFTP","Cr","ACr","CF","CK","CIB","CF","CC","FKS","Int","IntB","ClA","ClS","CoA","CoS","CSLM","BCr","BS","DW","DL","AW","AL","BCC","BCM","BCS","FKG","FKM","PL","SubOn","SubOff","PKG","PKA","PKM","PKD","GON","GA","ShA","ShA","CS","W","L","T"
"11","M","Cleverley, Tom - EVE","FA","LEIC Sat 3:00PM","326.92","326.92","1","1","90","0","0","0","1","0","0.0","0","0","3","3","0","10","0","1","0","0","0","0","0","0","0","79","73","92.4","21","2","0","2","0","0","1","0","0","1","0","1","1","2","2","0","0","0","7","1","1","1","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","9","0","0","0","1"
"12","D","Ivanovic, Branislav - CHE","FA","SUN Sat 3:00PM","326.36","326.36","1","1","90","0","0","0","2","1","0.5","0","0","3","2","0","18","0","0","0","0","0","0","0","0","0","64","55","85.9","15","3","0","3","0","0","1","1","0","2","0","4","3","0","0","0","1","1","7","2","4","2","0","2","0","0","0","19","0","0","0","0","0","0","0","2","9","9","0","0","1","0"
"13","M","Eriksen, Christian - TOT","FA","@SOU Sat 3:00PM","319.99","319.99","1","1","90","0","1","2","7","2","0.3","0","4","0","0","0","28","0","3","0","0","0","0","0","0","0","54","38","70.4","17","4","1","3","2","1","1","0","2","1","0","1","0","1","1","0","0","0","6","5","2","0","0","0","0","0","0","29","0","0","0","0","0","0","0","2","0","8","0","0","1","0"
"14","M","Cork, Jack - SWA","FA","WHU Sun 4:00PM","319.84","319.84","1","1","90","0","0","2","1","0","0.0","0","1","5","4","0","15","1","3","0","0","0","0","0","0","1","63","53","84.1","12","0","0","0","0","0","1","0","0","0","0","3","2","2","2","0","0","0","13","7","3","0","1","0","0","0","0","16","0","0","0","0","0","0","0","2","0","13","0","0","1","0"
"15","M","Capoue, Etienne - WAT","FA","LIV Sun 1:30PM","317.78","317.78","1","1","90","0","0","2","1","1","1.0","0","0","0","0","0","17","2","1","0","0","0","0","0","0","0","68","53","77.9","13","0","0","0","0","0","0","1","0","4","1","2","1","1","0","0","0","0","5","10","5","2","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","14","1","1","0","0"
"16","D","McNair, Patrick - MUN","FA","NOR Sat 3:00PM","312.37","312.37","1","1","89","0","0","0","2","1","0.5","0","0","5","4","0","11","1","1","0","0","0","0","0","0","0","63","55","87.3","9","0","0","0","0","0","1","1","0","1","0","3","2","0","0","0","0","0","8","12","2","3","0","0","0","0","0","12","0","1","0","0","0","0","0","2","11","11","0","0","1","0"
"17","D","Koscielny, Laurent - ARS","FA","MCI Mon 8:00PM","311.9","311.9","1","1","90","0","0","0","1","0","0.0","0","0","2","0","0","7","0","0","0","0","0","0","0","0","0","61","55","90.2","6","0","0","0","0","0","0","3","0","2","2","6","3","1","1","0","1","3","6","3","3","2","0","0","0","0","0","10","0","0","0","0","0","0","0","0","18","18","1","1","0","0"
"18","M","Barry, Gareth - EVE","FA","LEIC Sat 3:00PM","311.29","311.29","1","1","90","0","0","0","2","1","0.5","0","0","2","1","0","19","0","0","0","0","0","0","0","0","0","73","58","79.5","8","1","0","1","0","0","1","0","0","1","0","3","3","0","0","0","0","0","5","3","3","2","0","1","0","0","0","19","0","0","0","0","0","0","0","1","0","9","0","0","0","1"
"19","F","Zárate, Mauro - WHU","FA","@SWA Sun 4:00PM","305.89","305.89","1","1","90","0","0","8","3","0","0.0","1","2","1","1","0","20","0","1","0","0","0","0","0","0","0","36","32","88.9","14","13","6","7","8","2","1","1","1","0","0","1","1","6","2","0","1","0","4","5","1","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","12","1","0","0","1"
"20","M","Hoolahan, Wes - NOR","FA","@MUN Sat 3:00PM","305.39","305.39","1","1","84","1","0","3","2","1","0.5","0","1","0","0","0","22","2","2","0","0","0","0","0","0","0","53","47","88.7","22","3","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","9","0","0","1","0","1","0","0","22","0","1","0","0","0","0","0","1","0","13","0","0","0","1"
"21","D","Rose, Danny - TOT","FA","@SOU Sat 3:00PM","304.78","304.78","1","1","90","0","0","3","1","0","0.0","0","0","5","4","0","22","2","0","1","0","0","2","0","0","0","45","35","77.8","14","3","0","3","0","0","0","0","0","2","0","7","6","2","1","0","2","0","7","3","1","1","0","1","0","0","0","23","0","0","0","0","0","0","0","2","8","8","0","0","1","0"
"22","D","Clyne, Nathaniel - LIV","FA","@WAT Sun 1:30PM","299.9","299.9","1","1","90","0","0","1","2","0","0.0","0","1","0","0","0","13","0","0","0","0","0","0","0","0","0","63","57","90.5","25","5","1","4","0","0","1","0","0","1","0","0","0","4","2","0","1","0","2","3","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","2","4","4","0","0","0","1"
"23","D,M","Blind, Daley - MUN","FA","NOR Sat 3:00PM","299.85","299.85","1","1","90","0","0","1","0","0","0","0","0","6","4","0","12","1","1","0","0","0","0","0","0","0","59","50","84.7","7","4","1","3","4","1","0","0","0","1","1","2","1","0","0","0","0","0","7","2","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","2","11","11","0","0","1","0"
"24","D","Funes Mori, Ramiro - EVE","WW","LEIC Sat 3:00PM","295.88","295.88","1","1","90","0","0","0","1","0","0.0","0","0","2","1","0","9","0","2","0","0","0","0","0","0","0","64","56","87.5","2","0","0","0","0","0","0","2","0","2","0","9","7","0","0","0","1","1","8","1","4","1","0","0","0","0","0","11","0","0","0","0","0","0","0","1","9","9","0","0","0","1"
"25","D","Dawson, Craig - WBA","FA","BOUR Sat 3:00PM","294.36","294.36","1","1","90","1","0","0","1","1","1.0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","22","8","36.4","4","1","0","1","0","0","1","1","0","2","0","7","5","1","0","0","1","2","5","7","5","5","0","0","1","0","0","30","0","0","0","0","0","0","0","2","28","28","0","0","0","1"
"26","D","Dier, Eric - TOT","FA","@SOU Sat 3:00PM","293.27","293.27","1","1","90","1","0","0","2","1","0.5","0","0","1","1","0","19","2","1","0","0","0","0","0","0","0","57","44","77.2","7","0","0","0","0","0","0","0","0","2","0","3","3","2","1","0","0","0","7","8","4","2","0","0","0","0","0","19","0","0","0","0","0","0","0","2","0","8","0","0","1","0"
"27","M","Carrick, Michael - MUN","FA","NOR Sat 3:00PM","292.85","292.85","1","1","90","0","0","1","1","0","0.0","0","1","3","2","0","14","0","0","0","0","0","0","0","0","0","65","55","84.6","11","0","0","0","0","0","0","2","0","0","0","2","1","2","2","0","1","0","5","2","0","1","0","0","0","0","0","15","0","0","0","0","0","0","0","2","0","11","0","0","1","0"
"28","M","Watson, Ben - WAT","FA","LIV Sun 1:30PM","292.77","292.77","1","1","90","0","0","0","0","0","0","0","0","1","1","0","19","0","3","0","0","0","0","0","0","0","61","47","77.0","4","2","0","2","2","0","0","1","0","3","2","4","3","0","0","0","0","0","5","2","1","1","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","14","1","1","0","0"
"29","D","Moreno, Alberto - LIV","FA","@WAT Sun 1:30PM","291.84","291.84","1","1","90","0","0","6","1","0","0.0","0","1","4","3","0","14","0","2","0","0","0","0","0","0","0","55","46","83.6","20","5","2","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","6","3","0","2","0","0","0","0","0","14","0","0","0","0","0","0","0","2","4","4","0","0","0","1"
"30","F","Giroud, Olivier - ARS","FA","MCI Mon 8:00PM","291.64","291.64","1","1","90","1","0","1","1","1","1.0","0","0","1","0","0","25","1","2","0","0","0","0","0","0","1","39","25","64.1","7","1","0","1","0","0","3","1","0","1","0","1","1","2","1","0","0","0","8","13","4","5","0","0","1","0","0","25","0","0","1","1","0","0","0","0","0","18","1","1","0","0"
"31","D","Sagna, Bacary - MCI","FA","@ARS Mon 8:00PM","290.89","290.89","1","1","90","0","0","0","0","0","0","0","0","1","0","0","12","1","2","1","0","0","0","0","0","0","53","47","88.7","16","2","1","1","0","0","0","1","0","1","0","4","3","0","0","0","0","1","3","5","0","3","0","0","0","0","0","13","0","0","0","0","0","0","0","1","13","13","0","1","0","0"
"32","D","Federico Fernández - SWA","FA","WHU Sun 4:00PM","289.93","289.93","1","1","90","0","1","1","1","0","0.0","0","0","1","1","0","6","1","0","0","0","0","0","0","0","0","68","63","92.6","1","0","0","0","0","0","0","0","0","2","0","5","5","0","0","0","0","0","3","3","2","1","0","0","0","0","0","6","0","0","0","0","0","0","0","2","13","13","0","0","1","0"
"33","F","Deeney, Troy - WAT","FA","LIV Sun 1:30PM","289.7","289.7","1","1","90","0","0","3","2","0","0.0","0","1","1","1","0","23","1","1","0","0","0","0","0","0","1","44","31","70.5","14","0","0","0","1","0","1","0","0","0","0","2","2","2","1","0","0","0","10","6","7","3","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","14","1","1","0","0"
"34","D","Pieters, Erik - STK","FA","CRY Sat 3:00PM","288.64","288.64","1","1","90","0","0","0","0","0","0","0","0","1","1","0","16","1","1","1","0","0","0","0","0","0","44","28","63.6","6","0","0","0","0","0","0","0","0","3","0","2","2","0","0","0","1","2","6","5","4","3","0","0","0","0","0","16","0","0","0","0","0","0","0","0","24","24","1","0","0","1"
"35","M","Tettey, Alexander - NOR","FA","@MUN Sat 3:00PM","287.87","287.87","1","1","90","0","0","0","2","0","0.0","0","0","7","5","0","8","0","0","0","0","0","0","0","0","0","61","53","86.9","18","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","7","4","0","3","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","15","0","0","0","1"
"36","D","Janmaat, Daryl - NEW","FA","AVL Sat 5:30PM","287.69","287.69","1","1","90","0","0","0","0","0","0","0","0","5","5","0","20","0","1","0","0","0","0","0","0","1","35","24","68.6","7","4","1","3","0","0","0","0","0","3","0","2","2","1","0","0","0","0","10","4","4","2","0","0","0","0","0","20","0","0","0","0","0","0","0","1","20","20","0","1","0","0"
"37","D","Mertesacker, Per - ARS","FA","MCI Mon 8:00PM","284.9","284.9","1","1","90","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","62","56","90.3","2","0","0","0","0","0","0","1","0","0","0","4","3","0","0","0","0","0","2","3","2","2","0","0","0","0","0","7","0","0","0","0","0","0","0","0","18","18","1","1","0","0"
"38","D","Azpilicueta, César - CHE","FA","SUN Sat 3:00PM","284.79","284.79","1","1","90","0","0","0","0","0","0","0","0","5","3","0","17","3","1","0","0","0","0","0","0","0","48","38","79.2","12","2","2","0","0","0","0","0","0","0","0","5","4","1","0","0","0","0","7","6","1","1","0","0","0","0","0","18","0","0","0","0","0","0","0","2","9","9","0","0","1","0"
"39","M","Sissoko, Moussa - NEW","FA","AVL Sat 5:30PM","284.64","284.64","1","1","90","0","0","3","0","0","0","0","0","1","1","0","30","3","0","0","0","0","0","0","0","0","28","18","64.3","5","9","1","8","0","0","1","0","0","1","0","1","1","9","2","0","0","0","4","11","1","1","1","0","0","0","0","30","0","0","0","0","0","0","0","1","0","20","0","1","0","0"
"40","D","Jones, Billy - SUN","FA","@CHE Sat 3:00PM","284.64","284.64","1","1","90","0","0","1","1","0","0.0","0","0","0","0","0","24","0","2","0","0","0","0","0","0","0","39","25","64.1","6","7","1","6","0","0","2","1","0","1","0","4","2","2","2","0","0","1","6","3","2","1","0","0","0","0","0","26","0","0","0","0","0","0","0","1","13","13","0","0","1","0"
"41","M","Dele Alli - TOT","FA","@SOU Sat 3:00PM","284.27","284.27","1","1","90","0","0","1","2","1","0.5","0","0","3","1","0","18","2","5","0","0","0","0","0","0","0","44","34","77.3","13","1","1","0","1","0","0","0","0","3","0","1","1","3","0","0","0","0","11","10","3","3","0","0","0","0","0","18","0","0","0","0","0","0","0","2","0","8","0","0","1","0"
"42","F","Bojan - STK","FA","CRY Sat 3:00PM","283.86","283.86","1","1","90","0","0","3","2","0","0.0","0","0","0","0","0","20","1","2","0","0","0","0","0","0","0","36","31","86.1","13","7","1","6","4","1","0","0","0","0","0","0","0","4","1","0","0","0","3","9","0","1","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","24","1","0","0","1"
"43","D","Skrtel, Martin - LIV","FA","@WAT Sun 1:30PM","283.85","283.85","1","1","90","0","0","0","0","0","0","0","0","1","1","0","11","2","0","0","0","0","0","0","1","0","72","61","84.7","9","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","2","4","1","3","0","0","0","0","0","11","0","0","0","0","0","0","0","2","4","4","0","0","0","1"
"44","M","Stanislas, Junior - BOUR","FA","@WBA Sat 3:00PM","283.48","283.48","1","1","90","1","0","1","3","2","0.7","0","0","1","1","0","19","1","1","0","0","0","0","0","0","0","33","27","81.8","9","5","0","5","4","0","4","0","1","1","0","2","2","8","2","0","0","0","8","8","4","0","0","1","0","0","0","19","0","0","0","0","0","0","0","1","0","11","0","1","0","0"
"45","D","Varela, Guillermo - MUN","WW","NOR Sat 3:00PM","281.62","281.62","1","1","90","0","0","0","0","0","0","0","0","4","3","0","23","1","1","0","0","0","0","0","0","0","40","25","62.5","4","4","1","3","0","0","0","1","0","3","1","3","3","4","2","0","1","0","7","7","0","3","0","0","0","0","0","23","0","0","0","0","0","0","0","2","11","11","0","0","1","0"
"46","M","Albrighton, Marc - LEIC","FA","@EVE Sat 3:00PM","281.11","281.11","1","1","90","0","1","3","2","1","0.5","0","0","3","2","0","24","1","2","0","0","0","0","0","0","0","28","17","60.7","11","10","1","9","1","0","1","2","0","0","0","3","2","4","3","0","1","0","9","7","1","1","0","0","0","0","0","25","0","0","0","0","0","0","0","1","0","11","0","1","0","0"
"47","D","Baines, Leighton - EVE","FA","LEIC Sat 3:00PM","280.81","280.81","1","1","90","0","0","1","1","0","0.0","1","0","0","0","0","18","0","1","0","0","0","0","0","0","0","47","38","80.9","13","6","2","4","4","2","1","1","0","0","0","4","3","0","0","0","0","1","1","1","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","1","9","9","0","0","0","1"
"48","F","Ulloa, Leonardo - LEIC","FA","@EVE Sat 3:00PM","280.61","280.61","1","1","90","0","0","0","1","0","0.0","0","0","3","2","0","22","4","1","0","0","0","1","0","0","0","33","20","60.6","12","1","0","1","0","0","0","0","0","1","0","1","1","5","3","0","0","1","9","21","2","8","0","0","0","0","0","22","0","0","0","0","0","0","0","1","0","11","0","1","0","0"
"49","M","O'Neil, Gary - NOR","FA","@MUN Sat 3:00PM","279.81","279.81","1","1","90","0","0","2","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","62","50","80.6","14","0","0","0","0","0","0","0","0","1","0","3","3","0","0","0","0","0","1","5","1","2","0","0","0","0","0","13","0","0","0","0","0","0","0","1","0","15","0","0","0","1"
"50","D","Otamendi, Nicolás - MCI","WW","@ARS Mon 8:00PM","278.97","278.97","1","1","90","0","0","0","2","0","0.0","0","0","1","0","0","3","0","1","0","0","0","0","0","0","0","63","61","96.8","2","0","0","0","0","0","0","1","0","2","0","6","5","1","0","0","0","0","2","4","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","1","13","13","0","1","0","0"
"51","M","Sigurdsson, Gylfi - SWA","FA","WHU Sun 4:00PM","278.59","278.59","1","1","90","0","0","3","5","4","0.8","0","1","2","2","0","21","1","0","0","0","0","1","0","0","1","33","26","78.8","6","9","3","6","5","2","3","0","1","0","0","0","0","2","2","0","0","0","4","5","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","2","0","13","0","0","1","0"
"52","M","Cabaye, Yohan - CRY","FA","@STK Sat 3:00PM","277.81","277.81","1","1","90","1","0","4","2","2","1.0","0","0","2","2","0","17","2","1","0","0","0","0","0","0","0","37","30","81.1","7","9","2","7","5","2","1","0","0","3","0","1","1","0","0","0","0","0","3","4","0","0","0","0","1","0","0","17","0","0","0","0","0","0","0","0","0","15","1","1","0","0"
"53","D","Borthwick-Jackson, Cameron - MUN","WW","NOR Sat 3:00PM","276.84","276.84","1","1","90","0","0","0","0","0","0","0","0","0","0","0","14","1","0","0","0","0","0","0","0","0","49","41","83.7","14","3","1","2","0","0","1","0","0","1","0","4","3","3","1","0","1","0","3","3","2","0","0","0","0","0","0","15","0","0","0","0","0","0","0","2","11","11","0","0","1","0"
"54","D","Martin, Russell - NOR","FA","@MUN Sat 3:00PM","276.68","276.68","1","1","90","0","0","0","0","0","0","0","0","3","2","0","16","2","0","1","0","0","0","0","0","0","40","27","67.5","11","1","0","1","0","0","0","2","0","2","1","10","6","0","0","0","0","1","4","2","1","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","15","15","0","0","0","1"
"55","M","Navas, Jesús - MCI","FA","@ARS Mon 8:00PM","275.84","275.84","1","1","90","0","1","3","1","0","0.0","0","1","1","1","0","14","3","1","0","0","0","0","0","0","0","50","42","84.0","15","2","1","1","1","1","1","0","0","3","0","1","0","0","0","0","0","0","2","6","0","0","1","0","0","0","0","15","0","0","0","0","0","0","0","1","0","13","0","1","0","0"
"56","M","Wanyama, Victor - SOU","FA","TOT Sat 3:00PM","274.87","274.87","1","1","90","0","0","2","3","0","0.0","0","1","4","1","0","10","1","1","0","0","0","0","0","0","0","47","41","87.2","15","0","0","0","0","0","0","0","0","2","0","3","3","3","1","0","0","1","7","8","1","3","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","12","0","0","1","0"
"57","D","Aké, Nathan - WAT","FA","LIV Sun 1:30PM","274.85","274.85","1","1","90","0","0","2","0","0","0","0","0","2","2","0","13","1","0","0","0","0","0","0","0","0","40","34","85.0","9","3","1","2","0","0","1","2","0","5","1","2","1","2","2","0","2","0","5","1","1","0","1","0","0","0","0","14","0","0","0","0","0","0","0","0","14","14","1","1","0","0"
"58","M","Veretout, Jordan - AVL","WW","@NEW Sat 5:30PM","273.94","273.94","1","1","90","0","0","4","3","0","0.0","0","1","2","1","0","6","1","0","0","0","0","0","0","0","0","50","47","94.0","24","4","2","2","4","2","2","0","0","1","0","0","0","0","0","0","0","0","2","4","0","2","0","0","0","0","0","6","0","0","0","0","0","0","0","2","0","8","0","0","1","0"
"59","D","Monreal, Nacho - ARS","FA","MCI Mon 8:00PM","272.82","272.82","1","1","90","0","0","0","0","0","0","0","0","3","3","0","12","1","1","0","0","0","0","0","0","0","45","37","82.2","6","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","4","5","0","2","0","0","0","0","0","12","0","0","0","0","0","0","0","0","18","18","1","1","0","0"
"60","D","Fonte, Jose - SOU","FA","TOT Sat 3:00PM","270.82","270.82","1","1","90","0","0","0","1","0","0.0","0","1","2","0","0","9","0","0","0","0","0","0","0","0","0","40","33","82.5","6","1","1","0","0","0","0","0","0","1","0","12","10","0","0","0","0","1","7","8","5","4","0","0","0","0","0","11","0","0","0","0","0","0","0","1","12","12","0","0","1","0"
"61","D","O'Shea, John - SUN","FA","@CHE Sat 3:00PM","270.82","270.82","1","1","90","0","0","0","0","0","0","0","0","2","1","0","9","1","1","0","0","0","0","0","0","0","44","36","81.8","7","0","0","0","0","0","0","1","0","6","0","10","6","0","0","0","0","1","5","4","2","2","0","0","0","0","0","13","0","0","0","0","0","0","0","1","13","13","0","0","1","0"
"62","M","Noble, Mark - WHU","FA","@SWA Sun 4:00PM","269.87","269.87","1","1","90","0","0","1","1","0","0.0","0","0","2","2","0","12","1","1","0","0","0","0","0","0","0","46","40","87.0","20","4","0","4","3","0","1","0","0","1","0","0","0","0","0","0","0","0","5","4","2","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","12","1","0","0","1"
"63","M","Mané, Sadio - SOU","FA","TOT Sat 3:00PM","269.86","269.86","1","1","90","0","0","2","3","0","0.0","0","1","0","0","0","20","5","2","0","0","0","1","0","0","0","28","24","85.7","14","1","0","1","1","0","0","0","0","0","0","1","1","8","4","0","1","0","8","13","2","2","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","12","0","0","1","0"
"64","M","Sánchez, Carlos - AVL","FA","@NEW Sat 5:30PM","269.8","269.8","1","1","90","0","0","1","1","1","1.0","0","0","1","1","0","16","1","1","0","0","0","0","0","0","0","55","44","80.0","9","1","0","1","0","0","0","0","0","1","0","1","1","1","1","0","0","0","4","5","1","1","0","0","0","0","0","16","0","0","0","0","0","0","0","2","0","8","0","0","1","0"
"65","F","Depay, Memphis - MUN","FA","NOR Sat 3:00PM","269.78","269.78","1","1","90","0","0","0","1","1","1.0","0","0","1","1","0","22","1","3","0","0","0","0","0","0","1","37","29","78.4","15","4","0","4","0","0","0","0","0","1","0","0","0","3","0","0","0","0","4","11","0","1","0","0","0","0","0","22","0","0","0","0","0","0","0","2","0","11","0","0","1","0"
"66","D","Johnson, Glen - STK","WW","CRY Sat 3:00PM","268.86","268.86","1","1","90","0","0","2","0","0","0","0","0","3","3","0","15","1","0","0","0","0","0","0","0","0","29","25","86.2","7","4","0","4","0","0","1","0","0","2","0","1","1","1","0","0","0","1","4","2","1","0","1","0","0","0","0","15","0","0","0","0","0","0","0","0","24","24","1","0","0","1"
"67","D","Ward, Joel - CRY","FA","@STK Sat 3:00PM","268.62","268.62","1","1","90","0","0","0","1","0","0.0","0","1","3","3","0","19","0","1","0","0","0","0","0","0","0","32","20","62.5","11","1","0","1","0","0","0","2","0","2","1","5","4","0","0","0","1","0","5","4","1","3","0","0","0","0","0","20","0","0","0","0","0","0","0","0","15","15","1","1","0","0"
"68","M","Özil, Mesut - ARS","FA","MCI Mon 8:00PM","267.88","267.88","1","1","86","0","1","2","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","1","50","44","88.0","19","2","2","0","2","2","0","0","0","0","0","0","0","3","2","0","0","0","2","2","0","0","1","0","0","0","0","12","0","1","0","0","0","0","0","0","0","17","1","1","0","0"
"69","M","Brunt, Chris - WBA","FA","BOUR Sat 3:00PM","266.78","266.78","1","1","90","0","1","1","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","27","21","77.8","4","5","2","3","4","2","0","0","0","5","1","7","7","0","0","0","2","1","0","3","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","2","28","28","0","0","0","1"
"70","M","Whelan, Glenn - STK","FA","CRY Sat 3:00PM","265.87","265.87","1","1","90","0","0","0","0","0","0","0","0","2","2","0","8","1","0","0","0","0","0","0","0","0","47","41","87.2","11","1","0","1","0","0","0","0","0","3","0","5","3","0","0","0","1","0","4","3","2","2","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","24","1","0","0","1"
"71","M","Mata, Juan - MUN","FA","NOR Sat 3:00PM","263.9","263.9","1","1","90","0","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","1","58","52","89.7","15","0","0","0","0","0","0","0","0","0","0","1","1","3","3","0","0","0","3","3","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","2","0","11","0","0","1","0"
"72","D","Hutton, Alan - AVL","FA","@NEW Sat 5:30PM","263.71","263.71","1","1","90","0","0","4","1","0","0.0","0","0","0","0","0","20","3","0","0","0","0","0","1","0","0","38","27","71.1","11","7","3","4","0","0","2","0","0","4","0","1","0","0","0","0","0","0","1","5","1","0","1","0","0","0","0","21","0","0","0","0","0","0","0","2","8","8","0","0","1","0"
