Team,Name,6S,A,A/90M,A/G,ABS,ACr,AFKG,AHW,AL,AOG,APKG,APL,APa,AR,ASOP,ASh,AW,BCC,BCM,BCS,BCr,BS,CC,CF,CF.1,CIB,CK,CS,CSD,CSF,CSLM,CSM,ClA,ClS,CoA,CoS,Cr,DL,DP,DPt,DW,FC,FC/G,FKG,FKM,FKS,FS,FS/G,G,G/90M,G/G,GA,GAD,GAF,GAIB,GAM,GAOB,GON,GP,GS,HB,HCA,HCS,HT,Int,IntB,L,Min,OO,Off,Off/90M,Off/G,PKA,PKD,PKF,PKG,PKGA,PKM,PKS,PL,PLC,Pa,Pc%,Pen,Player,Pos,Pt/90M,Pt/G,Pts,Pu,RC,RCR,SA,SB,SFTP,SOG,SOP,SYC,Sh,Sh/90M,Sh/G,ShA,ShA.1,ShG/90M,ShG/G,Sm,Sta,SubOff,SubOn,Sv,Sv%,SvIB,SvOB,T,TLM,Tk,TkW,W,YC
LIV,"Clyne, Nathaniel",0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,4,0,1,6,1,1,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,3,0,0,90,,1,1,1,0,0,,0,,0,,16,15,45,77.8,0,"Clyne, Nathaniel - LIV",D,0,0,0,,0,0,0,0,13,0,0,0,1,1,1,13,13,0,0,,FA,0,0,,,,,0,0,4,3,1,0
AVL,"Amavi, Jordan",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,2,1,9,5,3,4,0,0,10,0,0,0,0,0,2,2,0,0,0,1,1,0,,0,,0,1,1,0,,,0,5,0,1,90,,0,0,0,0,0,,0,,0,,19,18,40,80,0,"Amavi, Jordan - AVL",D,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,9,9,0,0,,WW,0,0,,,,,0,0,3,3,0,0
MUN,"Schneiderlin, Morgan",0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,0,0,5,0,1,7,1,1,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,5,0,0,90,,0,0,0,0,0,,0,,0,,11,11,59,86.4,0,"Schneiderlin, Morgan - MUN",M,0,0,0,,0,0,0,0,12,0,0,0,1,1,1,0,5,0,0,,FA,0,0,,,,,0,0,5,3,1,0
AVL,"Richards, Micah",0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,3,3,0,2,0,1,5,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,,0,1,1,0,,,0,3,1,1,90,,0,0,0,0,0,,0,,0,,13,12,63,82.5,0,"Richards, Micah - AVL",D,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,9,9,0,0,,FA,0,0,,,,,0,0,1,1,0,0
TOT,"Alderweireld, Toby",0,0,0,0,0,0,0,0,2,0,0,0,50,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,3,1,1,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,12,11,61,82,1,"Alderweireld, Toby - TOT",D,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,15,15,0,0,,FA,0,0,,,,,1,0,1,1,0,0
AVL,"Westwood, Ashley",0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,3,0,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,18,18,56,80.4,0,"Westwood, Ashley - AVL",M,0,0,0,,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,,FA,0,0,,,,,0,0,2,2,0,0
SUN,"van Aanholt, Patrick",0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,,0,,0,1,1,0,,,0,4,0,1,90,,0,0,0,0,0,,0,,0,,16,16,45,77.8,0,"van Aanholt, Patrick - SUN",D,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,18,18,0,0,,FA,0,0,,,,,0,0,6,5,0,0
WAT,"Behrami, Valon",0,0,0,0,0,0,0,0,5,0,0,0,38,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,12,0,3,9,3,3,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,1,,,0,6,0,0,90,,0,0,0,0,0,,0,,0,,15,15,49,77.6,0,"Behrami, Valon - WAT",M,0,0,0,,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,,FA,0,0,,,,,1,0,4,2,0,0
MUN,"Shaw, Luke",0,0,0,0,0,0,0,0,3,0,0,0,43,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6,5,2,2,0,7,0,2,8,2,2,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,13,12,48,89.6,0,"Shaw, Luke - MUN",D,0,0,0,,0,0,0,0,9,0,0,0,0,0,0,5,5,0,0,,FA,0,0,,,,,0,0,1,1,1,0
SOU,CÌ©dric Soares,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,1,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,1,1,4,1,6,7,0,1,8,1,1,0,0,0,1,1,0,0,0,3,3,0,,0,,0,1,1,0,,,0,2,0,1,90,,0,0,0,0,0,,0,,0,,18,18,34,82.4,0,CÌ©dric Soares - SOU,D,0,0,0,,0,0,0,1,10,0,0,0,1,1,1,10,10,0,0,,FA,0,0,,,,,0,0,5,4,0,0
WAT,Jurado,0,0,0,0,0,2,0,0,0,0,0,0,35,0,0,3,0,0,0,0,0,0,0,6,1,0,2,1,0,0,0,1,0,0,3,3,8,2,0,0,5,0,0,0,0,1,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,84,,0,0,0,0,0,,0,,0,,21,21,43,81.4,0,Jurado - WAT,M,0,0,0,,0,0,0,0,18,0,0,0,3,3.2,3,0,5,0,0,,WW,1,0,,,,,1,0,0,0,0,0
LIV,"Skrtel, Martin",0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1,0,0,0,0,2,1,0,0,0,4,0,1,1,0,0,0,9,5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,1,0,90,,0,0,0,0,0,,0,,0,,9,5,54,90.7,0,"Skrtel, Martin - LIV",D,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,13,13,0,0,,FA,0,0,,,,,0,0,0,0,1,0
LIV,"Lovren, Dejan",0,0,0,0,0,0,0,0,2,0,0,0,40,0,0,0,2,0,0,0,0,2,0,0,0,3,0,1,1,0,0,0,8,5,0,0,0,3,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,12,9,48,83.3,0,"Lovren, Dejan - LIV",D,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,13,13,0,0,,FA,0,0,,,,,0,0,2,2,1,0
TOT,"Walker, Kyle",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,4,0,2,7,0,4,7,1,1,0,0,0,4,4,0,0,0,2,2,0,,0,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,19,19,37,81.1,0,"Walker, Kyle - TOT",D,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,15,15,0,0,,FA,0,0,,,,,1,0,2,2,0,1
ARS,"SÌÁnchez, Alexis",0,0,0,0,0,0,0,0,1,0,0,1,35,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,2,1,3,9,0,1,4,1,1,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,0,75,,0,0,0,0,0,,0,,0,,18,18,44,79.5,0,"SÌÁnchez, Alexis - ARS",F,0,0,0,,0,0,0.3,3,21,2,0,0,7,8.4,7,0,8,2.4,2,,FA,1,0,,,,,0,0,1,1,1,0
EVE,"Coleman, Seamus",0,1,1,1,0,0,0,0,0,0,0,0,27,0,0,1,1,0,0,0,2,1,0,3,2,1,0,1,1,0,0,0,6,6,0,0,3,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,14,14,33,81.8,0,"Coleman, Seamus - EVE",D,1,1,1,,0,0,0,0,13,0,0,0,0,0,0,17,17,0,0,,FA,0,0,,,,,0,0,2,1,1,0
BOUR,"Francis, Simon",0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,1,3,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,2,1,1,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,,0,1,1,0,,,0,4,0,1,90,,0,0,0,0,0,,0,,0,,15,14,35,77.1,0,"Francis, Simon - BOUR",D,0,0,0,,0,0,0,0,7,0,0,0,0,0,0,18,18,0,0,,FA,0,0,,,,,0,0,3,3,0,0
TOT,"Eriksen, Christian",0,1,1,1,0,1,0,0,1,0,0,0,36,0,0,2,0,1,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,2,2,6,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,15,15,44,81.8,0,"Eriksen, Christian - TOT",M,1,1,1,,0,0,0.7,0,8,2,0,0,3,3,3,0,15,2,2,,FA,0,0,,,,,1,0,1,1,0,0
MUN,"Mata, Juan",0,1,1,1,0,0,0,0,0,0,0,0,47,0,0,3,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,1,1,1,1,0,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,11,11,50,94,0,"Mata, Juan - MUN",M,1,1,1,,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,,FA,0,0,,,,,0,0,4,3,1,0
MUN,"Darmian, Matteo",0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,7,6,0,0,1,3,0,5,8,2,2,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,5,0,0,90,,0,0,0,0,0,,0,,0,,14,13,45,77.8,0,"Darmian, Matteo - MUN",D,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,,WW,0,0,,,,,0,0,7,5,1,1
EVE,"McCarthy, James",0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,5,5,0,0,2,4,0,6,3,3,3,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,1,,,0,2,1,0,90,,0,0,0,0,0,,0,,0,,8,8,44,90.9,0,"McCarthy, James - EVE",M,0,0,0,,0,0,0,0,19,0,0,0,0,0,0,0,17,0,0,,FA,0,0,,,,,0,0,1,1,1,1
SOU,"Davis, Steven",0,0,0,0,0,4,0,0,0,0,0,0,49,0,0,3,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,2,2,0,0,8,1,0,4,2,1,1,0,0,0,0,0,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,1,79,,0,0,0,0,0,,0,,0,,8,8,53,92.5,0,"Davis, Steven - SOU",M,0,0,0,,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,,FA,1,0,,,,,0,0,2,2,0,1
WBA,"Morrison, James",0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,5,5,0,0,0,7,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,13,13,43,81.4,0,"Morrison, James - WBA",M,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,,FA,0,0,,,,,1,0,5,5,0,0
CHE,Willian,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0,3,5,0,0,2,0,0,0,0,0,2,2,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,1,79,,0,0,0,0,0,,0,,0,,17,17,51,80.4,0,Willian - CHE,M,0,0,0,,0,0,0,1,20,0,0,0,1,1.1,1,0,14,0,0,,FA,1,0,,,,,0,0,0,0,0,0
LIV,"Benteke, Christian",0,0,0,0,0,0,0,0,5,0,0,0,21,0,0,4,11,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,7,0,1,14,1,1,0,0,0,1,1,1,1,1,0,0,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,16,16,32,65.6,0,"Benteke, Christian - LIV",F,1,1,1,,0,0,0.7,0,12,2,0,0,3,3,3,0,13,2,2,,FA,0,0,,,,,0,0,1,1,1,0
SWA,"Cork, Jack",0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,5,0,0,90,,0,0,0,0,0,,0,,0,,5,5,68,94.1,0,"Cork, Jack - SWA",M,0,0,0,,0,0,0,2,8,0,0,0,2,2,2,0,4,0,0,,FA,0,0,,,,,0,0,0,0,1,0
CHE,"Ivanovic, Branislav",0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,1,1,0,0,0,2,0,0,4,1,3,0,0,0,0,0,0,1,1,1,1,4,5,0,4,9,1,1,0,0,0,3,3,0,0,0,3,3,0,,0,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,13,13,29,79.3,0,"Ivanovic, Branislav - CHE",D,0,0,0,,0,0,0,1,6,0,0,0,1,1,1,18,18,0,0,,FA,0,0,,,,,0,0,4,3,0,1
SWA,"Taylor, Neil",0,0,0,0,0,0,0,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,2,2,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,4,0,0,90,,0,0,0,0,0,,0,,0,,8,6,52,92.3,0,"Taylor, Neil - SWA",D,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,4,4,0,0,,FA,0,0,,,,,0,0,4,3,1,0
LIV,"Coutinho, Philippe",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,1,0,0,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,1,5,0,2,3,2,2,0,0,1,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,81,,0,0,0,0,0,,0,,0,,17,17,45,73.3,0,"Coutinho, Philippe - LIV",M,0,0,0,,0,0,0,5,18,0,0,0,8,8.9,8,0,9,0,0,,FA,1,0,,,,,0,0,0,0,1,0
EVE,"Jagielka, Phil",0,0,0,0,0,1,0,0,2,0,0,0,22,0,0,1,4,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,10,10,0,0,1,4,0,1,5,1,1,0,0,0,1,1,0,0,0,0,0,0,,0,,0,1,1,0,,,0,6,1,0,90,,0,0,0,0,0,,0,,0,,11,11,33,66.7,0,"Jagielka, Phil - EVE",D,0,0,0,,0,0,0,0,3,0,0,0,1,1,1,17,17,0,0,,FA,0,0,,,,,0,0,0,0,1,0
BOUR,"O'Kane, Eunan",0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,2,2,0,4,0,5,6,2,2,0,0,0,3,3,0,0,0,1,0,0,,1,,0,1,1,0,,,0,3,1,1,87,,0,0,0,0,0,,0,,0,,12,12,48,75,0,"O'Kane, Eunan - BOUR",M,0,0,0,,0,0,0,1,10,0,0,0,2,2.1,2,0,14,0,0,,FA,1,0,,,,,0,0,0,0,0,1
SUN,"Lens, Jeremain",0,0,0,0,0,3,0,0,0,0,0,1,18,0,0,2,1,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,2,2,3,2,6,7,0,5,8,2,2,0,0,0,1,1,0,0,0,3,0,0,,3,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,19,19,28,64.3,0,"Lens, Jeremain - SUN",F,0,0,0,,0,0,0.5,0,3,1,0,0,2,2,2,0,18,1,1,,WW,0,0,,,,,0,0,4,3,0,1
STK,"Whelan, Glenn",0,0,0,0,0,0,0,0,1,0,0,0,48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,4,6,1,1,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,7,7,53,90.6,0,"Whelan, Glenn - STK",M,0,0,0,,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,,FA,0,0,,,,,1,0,4,2,0,1
STK,"Afellay, Ibrahim",0,0,0,0,0,1,0,0,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,2,5,0,2,1,2,2,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,0,90,,1,1,1,0,0,,0,,0,,12,11,49,91.8,0,"Afellay, Ibrahim - STK",M,0,0,0,,0,0,0,1,11,0,0,0,1,1,1,0,13,0,0,,WW,0,0,,,,,1,0,0,0,0,0
STK,"Muniesa, Marc",0,0,0,0,0,0,0,0,2,0,0,0,42,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,1,0,6,0,4,3,1,1,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,5,1,0,90,,0,0,0,0,0,,0,,0,,10,9,47,89.4,0,"Muniesa, Marc - STK",D,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,13,13,0,0,,FA,0,0,,,,,1,0,1,0,0,1
STK,"Cameron, Geoff",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,7,2,2,0,3,0,0,9,0,0,0,0,0,1,1,0,0,0,2,2,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,9,9,41,80.5,0,"Cameron, Geoff - STK",D,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,13,13,0,0,,FA,0,0,,,,,1,0,1,1,0,0
NOR,"Tettey, Alexander",0,0,0,0,0,0,0,0,1,0,0,0,47,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,1,0,3,0,4,5,1,1,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,12,12,59,79.7,0,"Tettey, Alexander - NOR",M,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,,FA,0,0,,,,,0,0,2,0,1,1
SUN,"Cattermole, Lee",0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,,3,,0,1,1,0,,,0,3,0,1,90,,0,0,0,0,0,,0,,0,,13,13,52,78.8,0,"Cattermole, Lee - SUN",M,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,,FA,0,0,,,,,0,0,1,1,0,0
TOT,"Vertonghen, Jan",0,0,0,0,0,0,0,0,1,0,0,0,46,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,0,0,2,2,0,,0,,0,1,1,0,,,0,2,1,0,90,,0,0,0,0,0,,0,,0,,7,6,52,88.5,0,"Vertonghen, Jan - TOT",D,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,,FA,0,0,,,,,1,0,0,0,0,0
BOUR,"Gradel, Max",0,0,0,0,0,2,0,0,0,0,0,0,26,0,0,3,0,0,0,0,0,1,0,4,1,0,4,0,0,0,0,0,1,1,4,1,6,9,0,1,6,1,1,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,1,81,,0,0,0,0,0,,0,,0,,17,17,33,78.8,0,"Gradel, Max - BOUR",F,0,0,0,,0,0,0,0,12,0,0,0,0,0,0,0,14,0,0,,WW,1,0,,,,,0,0,4,3,0,0
EVE,"Lukaku, Romelu",0,0,0,0,0,1,0,0,2,0,0,0,22,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,3,1,5,0,1,8,1,1,0,0,0,2,2,2,2,2,0,0,0,,0,,0,1,1,0,,,0,0,0,0,89,,0,0,0,0,0,,0,,0,,16,16,32,68.8,0,"Lukaku, Romelu - EVE",F,2,2,2,,0,0,0.7,1,12,2,0,0,3,3,3,0,16,2,2,,FA,1,0,,,,,0,0,0,0,1,0
AVL,"Clark, Ciaran",0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,13,12,56,78.6,0,"Clark, Ciaran - AVL",D,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,9,9,0,0,,FA,0,0,,,,,0,0,0,0,0,0
ARS,"Coquelin, Francis",0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,2,0,5,0,7,11,4,4,0,0,0,2,2,0,0,0,1,0,0,,1,,0,1,1,0,,,0,1,0,0,64,,0,0,0,0,0,,0,,0,,5,5,55,92.7,0,"Coquelin, Francis - ARS",M,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,,FA,1,0,,,,,0,0,6,6,1,1
NOR,"Dorrans, Graham",0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,3,1,7,0,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,13,13,46,87,0,"Dorrans, Graham - NOR",M,0,0,0,,0,0,0,0,15,0,0,0,1,1,1,0,6,0,0,,FA,0,0,,,,,0,0,0,0,1,0
SUN,"Jones, Billy",0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,2,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,,0,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,18,18,38,71.1,0,"Jones, Billy - SUN",D,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,18,18,0,0,,FA,0,0,,,,,0,0,0,0,0,0
CRY,"Dann, Scott",0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,6,2,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,0,0,1,90,,2,2,2,0,0,,0,,0,,9,8,35,77.1,0,"Dann, Scott - CRY",D,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,21,21,0,0,,FA,0,0,,,,,0,0,1,0,0,0
WHU,"ZÌÁrate, Mauro",0,0,0,0,0,1,0,0,3,0,0,0,31,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,8,2,4,11,0,1,4,1,1,0,0,0,2,2,0,0,0,2,0,2,,0,,0,1,1,0,,,0,0,0,1,83,,0,0,0,0,0,,0,,0,,14,14,33,93.9,0,"ZÌÁrate, Mauro - WHU",F,0,0,0,,0,0,0,1,17,0,0,0,1,1.1,1,0,10,0,0,,FA,1,0,,,,,0,0,0,0,0,0
SOU,"Yoshida, Maya",0,0,0,0,0,0,0,0,3,0,0,0,37,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,5,0,1,2,1,1,0,0,0,0,0,0,0,0,3,3,0,,0,,0,1,1,0,,,0,5,1,1,90,,0,0,0,0,0,,0,,0,,11,10,45,82.2,0,"Yoshida, Maya - SOU",D,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,10,10,0,0,,FA,0,0,,,,,0,1,1,1,0,0
MCI,Fernandinho,0,0,0,0,0,1,0,0,2,0,0,0,31,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,5,0,7,9,4,4,0,0,0,1,1,1,1,1,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,9,9,40,77.5,0,Fernandinho - MCI,M,1,1,1,,0,0,1,0,10,1,0,0,1,1,1,0,10,1,1,,FA,0,0,,,,,0,0,6,5,1,1
BOUR,"Cook, Steve",0,0,0,0,0,0,0,0,3,0,0,0,26,0,0,0,4,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,6,6,0,0,0,6,0,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,,0,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,11,11,34,76.5,0,"Cook, Steve - BOUR",D,0,0,0,,0,0,0,0,4,0,0,0,1,1,1,18,18,0,0,,FA,0,0,,,,,0,0,0,0,0,1
TOT,"Davies, Ben",0,1,1,1,0,1,0,0,2,0,0,0,25,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,2,1,0,3,7,0,5,4,2,2,0,0,0,2,2,0,0,0,2,2,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,13,11,30,83.3,0,"Davies, Ben - TOT",D,1,1,1,,0,0,0,1,8,0,0,0,1,1,1,15,15,0,0,,FA,0,0,,,,,1,0,1,1,0,1
SUN,"Coates, SebastiÌÁn",0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,1,1,0,4,0,2,9,2,2,0,0,0,0,0,0,0,0,3,3,0,,0,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,14,13,32,59.4,0,"Coates, SebastiÌÁn - SUN",D,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,,FA,0,0,,,,,0,0,7,6,0,0
SUN,"M'Vila, Yann",0,0,0,0,0,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,2,2,0,0,0,3,0,0,,3,,0,1,1,0,,,0,3,0,1,90,,0,0,0,0,0,,0,,0,,4,4,47,95.7,0,"M'Vila, Yann - SUN",M,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,0,18,0,0,,WW,0,0,,,,,0,0,6,3,0,0
