Team,Name,6S,A,A/90M,A/G,ABS,ACr,AFKG,AHW,AL,AOG,APKG,APL,APa,AR,ASOP,ASh,AW,BCC,BCM,BCS,BCr,BS,CC,CF,CF.1,CIB,CK,CS,CSD,CSF,CSLM,CSM,ClA,ClS,CoA,CoS,Cr,DL,DP,DPt,DW,FC,FC/G,FKG,FKM,FKS,FS,FS/G,G,G/90M,G/G,GA,GAD,GAF,GAIB,GAM,GAOB,GON,GP,GS,HB,HCA,HCS,HT,Int,IntB,L,Min,OO,Off,Off/90M,Off/G,PKA,PKD,PKF,PKG,PKGA,PKM,PKS,PL,PLC,Pa,Pc%,Pen,Player,Pos,Pt/90M,Pt/G,Pts,Pu,RC,RCR,SA,SB,SFTP,SOG,SOP,SYC,Sh,Sh/90M,Sh/G,ShA,ShA.1,ShG/90M,ShG/G,Sm,Sta,SubOff,SubOn,Sv,Sv%,SvIB,SvOB,T,TLM,Tk,TkW,W,YC
CHE,"Matic, Nemanja",0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,59,0.0,0,0,3,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,5,0,1.0,9,1,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,0.0,0.0,,2.0,,0,1,1,1.0,,,0.0,0,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,12.0,12.0,66,89.4,1,"Matic, Nemanja - CHE",M,0.0,0.0,0.0,,0,0,0.0,2.0,17,0.0,0.0,0,2.0,2.0,2.0,0,12,0.0,0.0,,FA,0,0,,,,,1,0.0,6.0,4.0,0,0
ARS,"Monreal, Nacho",0.0,0,0.0,0.0,0,1.0,0,0,4,0,0,0,53,0.0,0,1,2,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,1.0,1.0,3.0,5,0,0.0,4,0,0.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,4,4.0,0.0,,0.0,,0,1,1,0.0,,,0.0,1,0,1,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,14.0,14.0,61,86.9,0,"Monreal, Nacho - ARS",D,0.0,0.0,0.0,,0,0,1.0,0.0,15,1.0,0.0,0,1.0,1.0,1.0,14,14,1.0,1.0,,FA,0,0,,,,,0,0.0,0.0,0.0,0,0
LIV,"Can, Emre",0.0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,43,0.0,0,1,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,3,2,2.0,1.0,0.0,6,0,3.0,9,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,5,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,23.0,22.0,59,72.9,0,"Can, Emre - LIV",M,0.0,0.0,0.0,,0,0,0.3,1.0,14,1.0,0.0,0,3.0,3.0,3.0,0,7,1.0,1.0,,FA,0,0,,,,,0,0.0,4.0,4.0,1,1
EVE,"Coleman, Seamus",0.0,0,0.0,0.0,0,1.0,0,0,2,0,0,0,46,0.0,0,2,1,1.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1,0,2.0,1.0,5.0,10,0,3.0,4,3,3.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,2,0,0,90,,1.0,1.0,1.0,0.0,0,,0.0,,0.0,,18.0,17.0,52,88.5,0,"Coleman, Seamus - EVE",D,0.0,0.0,0.0,,0,0,0.0,0.0,11,0.0,0.0,0,1.0,1.0,1.0,10,10,0.0,0.0,,FA,0,0,,,,,0,0.0,2.0,2.0,1,0
TOT,"Davies, Ben",0.0,1,1.0,1.0,0,0.0,0,0,1,0,0,0,49,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,2,0,0.0,9,0,0.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,6,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,17.0,16.0,62,79.0,0,"Davies, Ben - TOT",D,1.0,1.0,1.0,,0,0,0.0,0.0,9,0.0,0.0,0,0.0,0.0,0.0,11,11,0.0,0.0,,FA,0,0,,,,,0,0.0,4.0,3.0,1,0
LIV,"Henderson, Jordan",0.0,0,0.0,0.0,0,1.0,0,0,0,0,0,0,44,0.0,0,5,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,5,2,1.0,0.0,2.0,3,0,1.0,6,1,1.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,1,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,24.0,21.0,62,71.0,0,"Henderson, Jordan - LIV",M,0.0,0.0,0.0,,0,0,0.0,0.0,18,0.0,0.0,0,0.0,0.0,0.0,0,7,0.0,0.0,,FA,0,0,,,,,0,0.0,3.0,3.0,1,0
ARS,"Koscielny, Laurent",0.0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,44,0.0,0,0,7,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,6,0.0,0.0,0.0,4,0,2.0,11,2,2.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,4,4.0,0.0,,0.0,,0,1,1,0.0,,,0.0,4,1,1,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,16.0,15.0,58,75.9,0,"Koscielny, Laurent - ARS",D,0.0,0.0,0.0,,0,0,0.0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,14,14,0.0,0.0,,FA,0,0,,,,,0,0.0,3.0,1.0,0,0
LIV,"Clyne, Nathaniel",0.0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,43,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,3,3,1.0,0.0,5.0,4,0,1.0,4,1,1.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,0,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,24.0,24.0,58,74.1,0,"Clyne, Nathaniel - LIV",D,0.0,0.0,0.0,,0,0,0.0,0.0,14,0.0,0.0,0,0.0,0.0,0.0,7,7,0.0,0.0,,FA,0,0,,,,,0,0.0,2.0,1.0,1,0
MCI,Fernandinho,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,78,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0.0,2,0,0.0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1,0.0,0.0,,1.0,,0,1,1,0.0,,,0.0,0,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,6.0,6.0,84,92.9,0,Fernandinho - MCI,M,0.0,0.0,0.0,,0,0,0.0,0.0,15,0.0,0.0,0,0.0,0.0,0.0,0,11,0.0,0.0,,FA,0,0,,,,,0,0.0,2.0,1.0,1,0
LEIC,"Fuchs, Christian",0.0,0,0.0,0.0,0,1.0,0,0,0,0,0,0,21,0.0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,9,7,0.0,0.0,6.0,3,0,1.0,7,1,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,0.0,,0.0,,0,1,1,0.0,,,0.0,2,0,1,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,24.0,22.0,29,72.4,0,"Fuchs, Christian - LEIC",D,0.0,0.0,0.0,,0,0,0.0,0.0,7,0.0,0.0,0,0.0,0.0,0.0,26,26,0.0,0.0,,FA,0,0,,,,,0,0.0,4.0,3.0,0,0
CHE,"Ivanovic, Branislav",0.0,0,0.0,0.0,0,0.0,0,0,3,0,0,0,52,0.0,0,2,2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,2.0,1.0,2.0,8,0,0.0,5,0,0.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,2,2.0,0.0,,0.0,,0,1,1,0.0,,,0.0,0,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,11.0,11.0,58,89.7,0,"Ivanovic, Branislav - CHE",D,0.0,0.0,0.0,,0,0,0.0,2.0,18,0.0,0.0,0,2.0,2.0,2.0,12,12,0.0,0.0,,FA,0,0,,,,,1,0.0,1.0,1.0,0,0
NEW,"Sissoko, Moussa",0.0,0,0.0,0.0,0,2.0,0,0,1,0,0,0,33,0.0,0,3,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,5.0,2.0,4.0,7,0,1.0,5,1,1.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,1,0.0,0.0,,1.0,,0,1,1,0.0,,,0.0,3,0,1,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,23.0,23.0,49,67.3,0,"Sissoko, Moussa - NEW",M,0.0,0.0,0.0,,0,0,0.0,0.0,17,0.0,0.0,0,0.0,0.0,0.0,0,20,0.0,0.0,,FA,0,0,,,,,0,0.0,0.0,0.0,0,0
MCI,"Sterling, Raheem",0.0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,40,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,6.0,3.0,1.0,9,0,5.0,8,2,2.0,0.0,0.0,0.0,2,2.0,1,1.0,1.0,1,0.0,0.0,,1.0,,0,1,1,0.0,,,0.0,0,0,0,90,,2.0,2.0,2.0,0.0,0,,0.0,,0.0,,19.0,19.0,47,85.1,0,"Sterling, Raheem - MCI",F,1.0,1.0,1.0,,0,0,0.5,1.0,22,1.0,0.0,0,2.0,2.0,2.0,0,11,1.0,1.0,,FA,0,0,,,,,0,0.0,2.0,1.0,1,1
ARS,"Bellerín, Héctor",0.0,0,0.0,0.0,0,1.0,0,0,1,0,0,0,54,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,3.0,3,0,0.0,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,4,4.0,0.0,,0.0,,0,1,1,0.0,,,0.0,2,0,1,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,13.0,13.0,61,88.5,0,"Bellerín, Héctor - ARS",D,0.0,0.0,0.0,,0,0,0.0,0.0,14,0.0,0.0,0,0.0,0.0,0.0,14,14,0.0,0.0,,FA,0,0,,,,,0,0.0,1.0,1.0,0,0
LIV,"Moreno, Alberto",0.0,0,0.0,0.0,0,2.0,0,0,1,0,0,0,38,0.0,0,3,2,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,1,1.0,0.0,0.0,0.0,2,1,0.0,0.0,7.0,5,0,1.0,4,1,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,4,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,21.0,20.0,48,79.2,0,"Moreno, Alberto - LIV",D,0.0,0.0,0.0,,0,0,0.0,2.0,15,0.0,0.0,0,2.0,2.0,2.0,7,7,0.0,0.0,,FA,0,0,,,,,0,0.0,2.0,1.0,1,0
BOUR,"Ritchie, Matt",0.0,0,0.0,0.0,0,1.0,0,0,3,0,0,0,27,0.0,0,1,1,0.0,0.0,0.0,1.0,0.0,2.0,9.0,2.0,1.0,7.0,1,0.0,0.0,0.0,1.0,2,1,0.0,0.0,10.0,7,0,0.0,6,0,0.0,0.0,0.0,0.0,2,2.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,1,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,29.0,28.0,43,62.8,0,"Ritchie, Matt - BOUR",M,0.0,0.0,0.0,,0,0,0.0,0.0,9,0.0,0.0,0,0.0,0.0,0.0,0,8,0.0,0.0,,FA,0,0,,,,,1,0.0,3.0,3.0,0,0
MUN,"Blind, Daley",0.0,0,0.0,0.0,0,1.0,0,0,1,0,0,0,34,0.0,0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,6.0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,8.0,4,0,1.0,4,1,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2,2.0,0.0,,0.0,,0,1,1,0.0,,,0.0,3,1,1,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,23.0,21.0,40,85.0,0,"Blind, Daley - MUN","D,M",0.0,0.0,0.0,,0,0,0.0,0.0,10,0.0,0.0,0,0.0,0.0,0.0,13,13,0.0,0.0,,FA,0,0,,,,,0,0.0,3.0,3.0,0,0
LIV,"Sakho, Mamadou",0.0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,54,0.0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,19,17,0.0,0.0,0.0,3,0,0.0,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,0,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,9.0,7.0,58,93.1,0,"Sakho, Mamadou - LIV",D,0.0,0.0,0.0,,0,0,0.0,1.0,4,0.0,0.0,0,2.0,2.0,2.0,7,7,0.0,0.0,,FA,0,0,,,,,0,0.0,0.0,0.0,1,0
BOUR,"Cook, Steve",0.0,0,0.0,0.0,0,0.0,0,0,3,0,0,0,53,0.0,0,0,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,10,8,0.0,0.0,0.0,3,0,0.0,6,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,0,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,13.0,11.0,64,82.8,0,"Cook, Steve - BOUR",D,0.0,0.0,0.0,,0,0,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,8,8,0.0,0.0,,FA,0,0,,,,,1,0.0,2.0,1.0,0,0
AVL,"Hutton, Alan",0.0,0,0.0,0.0,0,2.0,0,0,1,0,0,0,30,0.0,0,2,2,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.0,8.0,6,0,7.0,7,4,4.0,0.0,0.0,0.0,4,4.0,0,0.0,0.0,1,1.0,0.0,,0.0,,0,1,1,0.0,,,0.0,1,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,22.0,21.0,37,81.1,0,"Hutton, Alan - AVL",D,0.0,0.0,0.0,,0,0,1.0,0.0,15,1.0,0.0,0,1.0,1.0,1.0,10,10,1.0,1.0,,FA,0,0,,,,,1,0.0,1.0,1.0,0,1
LIV,Roberto Firmino,0.0,1,1.0,1.0,0,1.0,0,0,4,0,0,0,35,0.0,0,6,0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1,0.0,0.0,0.0,1.0,0,0,4.0,3.0,3.0,8,0,1.0,7,1,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,0,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,20.0,20.0,48,72.9,0,Roberto Firmino - LIV,F,1.0,1.0,1.0,,0,0,0.0,1.0,13,0.0,0.0,0,2.0,2.0,2.0,0,7,0.0,0.0,,WW,0,0,,,,,0,0.0,4.0,4.0,1,0
EVE,"Stones, John",0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,63,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,5,3,1.0,1.0,0.0,1,0,1.0,6,1,1.0,0.0,0.0,0.0,2,2.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,2,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,6.0,4.0,67,94.0,0,"Stones, John - EVE",D,0.0,0.0,0.0,,0,0,0.0,0.0,7,0.0,0.0,0,0.0,0.0,0.0,10,10,0.0,0.0,,FA,0,0,,,,,0,0.0,1.0,1.0,1,0
BOUR,"Francis, Simon",0.0,0,0.0,0.0,0,0.0,0,0,4,0,0,0,39,0.0,0,1,9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,10,9,1.0,1.0,0.0,5,0,1.0,11,1,1.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,0,0.0,0.0,,0.0,,0,1,1,0.0,,,0.0,3,0,0,90,,0.0,0.0,0.0,0.0,0,,0.0,,0.0,,13.0,12.0,50,78.0,0,"Francis, Simon - BOUR",D,0.0,0.0,0.0,,0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0.0,8,8,0.0,0.0,,FA,0,0,,,,,1,0.0,0.0,0.0,0,0
