Team,Name,6S,A,A/90M,A/G,ABS,ACr,AFKG,AHW,AL,AOG,APKG,APL,APa,AR,ASOP,ASh,AW,BCC,BCM,BCS,BCr,BS,CC,CF,CF.1,CIB,CK,CS,CSD,CSF,CSLM,CSM,ClA,ClS,CoA,CoS,Cr,DL,DP,DPt,DW,FC,FC/G,FKG,FKM,FKS,FS,FS/G,G,G/90M,G/G,GA,GAD,GAF,GAIB,GAM,GAOB,GON,GP,GS,HB,HCA,HCS,HT,Int,IntB,L,Min,OO,Off,Off/90M,Off/G,PKA,PKD,PKF,PKG,PKGA,PKM,PKS,PL,PLC,Pa,Pc%,Pen,Player,Pos,Pt/90M,Pt/G,Pts,Pu,RC,RCR,SA,SB,SFTP,SOG,SOP,SYC,Sh,Sh/90M,Sh/G,ShA,ShA.1,ShG/90M,ShG/G,Sm,Sta,SubOff,SubOn,Sv,Sv%,SvIB,SvOB,T,TLM,Tk,TkW,W,YC
CHE,Willian,0,0,0,0,0,0,0,0,3,1,0,0,33,0,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,2,6,7,0,0,6,0,0,0,0,0,2,2,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,0,84,,0,0,0,0,0,,0,,0,,14,14,38,86.8,0,Willian - CHE,M,0,0,0,,0,0,0,1,20,0,0,0,1,1.1,1,0,17,0,0,,FA,1,0,,,,,1,0,2,1,0,0
NEW,"Sissoko, Moussa",0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,1,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,1,4,3,6,2,0,0,7,0,0,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,26,26,36,61.1,0,"Sissoko, Moussa - NEW",M,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,0,14,0,0,,FA,0,0,,,,,1,0,1,1,0,0
EVE,"Barkley, Ross",0,0,0,0,0,1,0,0,3,0,0,0,34,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,1,2,8,0,1,3,1,1,0,0,0,2,2,1,1,1,2,0,0,,2,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,17,17,43,79.1,0,"Barkley, Ross - EVE",M,1,1,1,,0,0,0.5,1,10,2,0,0,4,4,4,0,11,2,2,,FA,0,0,,,,,1,0,0,0,0,0
ARS,"Oxlade-Chamberlain, Alex",0,0,0,0,0,2,0,0,2,0,0,0,39,0,0,4,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,9,9,4,3,0,0,11,0,0,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,1,90,,1,1,1,0,0,,0,,0,,7,7,43,90.7,0,"Oxlade-Chamberlain, Alex - ARS",M,0,0,0,,0,0,0,1,14,0,0,0,3,3,3,0,8,0,0,,FA,0,0,,,,,0,0,1,0,0,0
WHU,"Cresswell, Aaron",0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,3,2,0,90,,0,0,0,0,0,,0,,0,,18,18,39,74.4,0,"Cresswell, Aaron - WHU",D,0,0,0,,0,0,0,1,8,0,0,0,1,1,1,22,22,0,0,,FA,0,0,,,,,0,0,1,0,1,0
NEW,"Mbemba, Chancel",0,0,0,0,0,0,0,0,5,0,0,0,45,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,0,0,0,6,0,1,6,1,1,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,5,0,0,90,,0,0,0,0,0,,0,,0,,3,3,48,93.8,0,"Mbemba, Chancel - NEW",D,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,14,14,0,0,,WW,0,0,,,,,1,0,3,3,0,0
MUN,"Blind, Daley",0,0,0,0,0,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3,3,1,0,0,6,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,10,10,56,85.7,0,"Blind, Daley - MUN","D,M",0,0,0,,0,0,0,0,5,0,0,0,0,0,0,9,9,0,0,,FA,0,0,,,,,0,0,3,3,1,0
NEW,"Obertan, Gabriel",0,1,1,1,0,1,0,0,2,0,0,0,36,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,7,0,0,0,0,0,2,2,0,0,0,2,0,0,,2,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,15,15,42,85.7,0,"Obertan, Gabriel - NEW",M,1,1,1,,0,0,0,0,9,0,0,0,1,1,1,0,14,0,0,,FA,0,0,,,,,1,0,3,3,0,0
CHE,Diego Costa,0,0,0,0,0,0,0,0,4,0,0,0,29,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,7,1,1,13,0,1,4,1,1,0,0,0,1,1,0,0,0,2,0,2,,0,,0,1,1,0,,,0,0,0,0,90,,2,2,2,0,0,,0,,0,,18,18,34,85.3,0,Diego Costa - CHE,F,0,0,0,,0,0,1,0,13,1,0,0,1,1,1,0,17,1,1,,FA,0,0,,,,,1,0,1,1,0,0
MUN,"Smalling, Chris",0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,7,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,11,9,55,83.6,0,"Smalling, Chris - MUN",D,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,9,9,0,0,,FA,0,0,,,,,0,0,5,4,1,0
LIV,"Coutinho, Philippe",0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,6,4,1,5,0,0,5,0,0,0,0,0,1,1,1,1,1,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,19,19,44,72.7,0,"Coutinho, Philippe - LIV",M,1,1,1,,0,0,0.3,1,16,1,0,0,3,3,3,0,7,1,1,,FA,0,0,,,,,0,0,0,0,1,0
NOR,"Whittaker, Steven",0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,3,3,1,1,2,6,0,0,5,0,0,0,0,0,1,1,0,0,0,3,3,0,,0,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,15,15,41,82.9,0,"Whittaker, Steven - NOR",D,0,0,0,,0,0,1,0,10,2,0,0,2,2,2,11,11,2,2,,FA,0,0,,,,,0,0,3,3,0,0
NOR,"Martin, Russell",0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,3,3,0,,0,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,10,10,56,82.1,0,"Martin, Russell - NOR",D,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,11,11,0,0,,FA,0,0,,,,,0,0,2,2,0,0
SWA,"Naughton, Kyle",0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,2,2,1,3,5,0,1,8,1,1,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,1,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,18,18,37,81.1,0,"Naughton, Kyle - SWA",D,0,0,0,,0,0,0,0,7,0,0,0,0,0,0,12,12,0,0,,FA,0,0,,,,,1,0,4,4,0,0
NOR,"Brady, Robbie",0,0,0,0,0,2,0,0,1,0,0,0,25,0,0,2,1,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,3,3,0,0,7,5,0,1,6,1,1,0,0,1,2,2,0,0,0,3,3,0,,0,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,16,16,35,71.4,0,"Brady, Robbie - NOR",M,0,0,0,,0,0,0.3,1,4,1,0,0,3,3,3,11,11,1,1,,WW,0,0,,,,,0,0,3,2,0,0
EVE,"Cleverley, Tom",0,0,0,0,0,1,0,0,2,0,0,0,40,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,14,14,48,83.3,0,"Cleverley, Tom - EVE",M,0,0,0,,0,0,0,0,19,0,0,0,0,0,0,0,11,0,0,,FA,0,0,,,,,1,0,1,1,0,0
NOR,"Howson, Jonny",0,0,0,0,0,0,0,0,2,0,0,0,36,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,1,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,,3,,0,1,1,0,,,0,2,0,1,90,,1,1,1,0,0,,0,,0,,13,12,40,90,0,"Howson, Jonny - NOR",M,0,0,0,,0,0,0,0,16,0,0,0,1,1,1,0,11,0,0,,FA,0,0,,,,,0,0,4,4,0,0
LEIC,"Drinkwater, Daniel ",0,0,0,0,0,0,0,0,3,0,0,0,42,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,11,11,51,82.4,0,"Drinkwater, Daniel - LEIC",M,0,0,0,,0,0,1,0,17,1,0,0,1,1,1,0,11,1,1,,FA,0,0,,,,,0,0,3,3,1,0
BOUR,"Cook, Steve",0,0,0,0,0,0,0,0,3,0,0,0,43,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,5,0,4,5,1,1,0,0,0,0,0,0,0,0,1,1,0,,0,,0,1,1,0,,,0,3,0,1,90,,0,0,0,0,0,,0,,0,,10,9,52,82.7,0,"Cook, Steve - BOUR",D,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,7,7,0,0,,FA,0,0,,,,,0,0,1,1,0,1
CRY,"Puncheon, Jason",0,1,1,1,0,2,0,0,0,0,0,0,31,0,0,2,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,2,2,5,4,0,1,4,1,1,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,15,14,39,79.5,0,"Puncheon, Jason - CRY",M,1,1,1,,0,0,0,1,17,0,0,0,1,1,1,0,17,0,0,,FA,0,0,,,,,0,0,1,1,1,0
TOT,"Vertonghen, Jan",0,0,0,0,0,0,0,0,1,0,0,0,56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,,0,,0,1,1,0,,,0,3,0,1,90,,0,0,0,0,0,,0,,0,,5,5,60,93.3,0,"Vertonghen, Jan - TOT",D,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,10,10,0,0,,FA,0,0,,,,,0,0,1,1,0,1
WBA,"Brunt, Chris",0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,1,0,0,0,0,1,1,0,5,0,0,3,0,0,0,0,0,3,1,2,2,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,,0,,0,1,1,0,,,0,0,0,1,90,,0,0,0,0,0,,0,,0,,16,14,33,84.8,0,"Brunt, Chris - WBA",M,0,0,0,,0,0,0,0,5,0,0,0,1,1,1,20,20,0,0,,FA,0,0,,,,,0,0,0,0,0,0
WBA,"Morrison, James",0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,5,3,1,7,0,1,5,1,1,0,0,0,1,1,0,0,0,3,0,0,,3,,0,1,1,0,,,0,2,0,1,90,,0,0,0,0,0,,0,,0,,13,13,38,84.2,0,"Morrison, James - WBA",M,0,0,0,,0,0,0.5,0,13,1,0,0,2,2,2,0,20,1,1,,FA,0,0,,,,,0,0,1,1,0,0
CHE,"F�_bregas, Cesc",0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,1,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,1,1,4,5,0,1,3,1,1,0,0,0,2,2,0,0,0,2,0,0,,2,,0,1,1,0,,,0,0,0,0,76,,0,0,0,0,0,,0,,0,,13,13,51,86.3,0,"F�_bregas, Cesc - CHE",M,0,0,0,,0,0,0,0,15,0,0,0,1,1.2,1,0,16,0,0,,FA,1,0,,,,,1,0,0,0,0,0
WBA,"Fletcher, Darren",0,0,0,0,0,0,0,0,2,0,0,0,43,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,6,0,6,2,3,3,0,0,0,0,0,0,0,0,3,0,0,,3,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,7,7,47,91.5,0,"Fletcher, Darren - WBA",M,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,0,20,0,0,,FA,0,0,,,,,0,0,2,1,0,1
CHE,"Azpilicueta, Cթsar",0,0,0,0,0,0,1,0,2,0,0,0,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,2,5,2,2,0,0,0,1,1,0,0,0,2,2,0,,0,,0,1,1,0,,,0,5,1,0,90,,0,0,0,0,0,,0,,0,,12,11,40,77.5,0,"Azpilicueta, Cթsar - CHE",D,0,0,0,,0,0,0,0,9,0,0,0,0,0,0,17,17,0,0,,FA,0,0,,,,,1,0,3,3,0,0
STK,"Whelan, Glenn",0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,11,11,59,84.7,0,"Whelan, Glenn - STK",M,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,,FA,0,0,,,,,0,0,3,2,0,0
SUN,"van Aanholt, Patrick",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,7,0,2,4,2,2,0,0,0,0,0,0,0,0,4,4,0,,0,,0,1,1,0,,,0,3,0,1,90,,0,0,0,0,0,,0,,0,,9,9,37,89.2,0,"van Aanholt, Patrick - SUN",D,0,0,0,,0,0,0,0,10,0,0,0,0,0,0,20,20,0,0,,FA,0,0,,,,,0,0,4,3,0,0
AVL,"Clark, Ciaran",0,0,0,0,0,0,0,0,2,0,0,0,31,0,0,0,4,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,14,10,0,0,0,4,0,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,4,2,0,90,,0,0,0,0,0,,0,,0,,9,5,36,86.1,0,"Clark, Ciaran - AVL",D,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,11,11,0,0,,FA,0,0,,,,,0,0,2,1,1,1
STK,"Johnson, Glen",0,0,0,0,0,1,0,0,1,0,0,0,27,0,0,0,1,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,6,4,6,7,0,0,8,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,,0,1,1,0,,,0,1,1,1,90,,0,0,0,0,0,,0,,0,,16,16,35,77.1,0,"Johnson, Glen - STK",D,0,0,0,,0,0,0,0,5,0,0,0,1,1,1,8,8,0,0,,WW,0,0,,,,,0,0,2,2,0,0
ARS,"Koscielny, Laurent",0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,4,0,0,0,4,0,0,12,0,0,0,0,0,2,2,0,0,0,2,2,0,,0,,0,1,1,0,,,0,3,1,1,90,,0,0,0,0,0,,0,,0,,8,5,43,90.7,0,"Koscielny, Laurent - ARS",D,0,0,0,,0,0,0,0,6,0,0,0,1,1,1,8,8,0,0,,FA,0,0,,,,,0,0,2,1,0,0
AVL,"Westwood, Ashley",0,1,1,1,0,1,0,0,0,0,0,0,41,0,0,1,0,1,0,0,0,0,0,4,1,0,2,1,0,0,0,1,2,2,0,0,5,3,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,12,12,46,89.1,0,"Westwood, Ashley - AVL",M,1,1,1,,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,,FA,0,0,,,,,0,0,2,2,1,1
EVE,"Mirallas, Kevin",0,0,0,0,0,2,0,0,3,0,0,0,24,0,0,1,1,0,0,0,0,0,0,8,2,0,7,0,0,0,0,0,0,0,0,0,10,9,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,,1,,0,1,1,0,,,0,0,0,0,77,,1,1.2,1,0,0,,0,,0,,21,21,30,80,0,"Mirallas, Kevin - EVE",M,0,0,0,,0,0,0,1,13,0,0,0,1,1.2,1,0,8,0,0,,FA,1,0,,,,,1,0,3,2,0,0
MUN,"Young, Ashley",0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,1,2,1,5,0,6,6,0,1,3,1,1,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,22,21,31,74.2,0,"Young, Ashley - MUN",M,0,0,0,,0,0,1,0,14,1,0,0,1,1,1,0,9,1,1,,FA,0,0,,,,,0,0,1,1,1,0
SOU,"Tadic, Dusan",0,1,1,1,0,3,0,0,1,0,0,0,20,0,0,6,0,0,0,0,2,0,0,3,2,0,3,0,0,0,0,0,1,1,1,1,6,7,0,2,7,2,2,0,0,0,1,1,0,0,0,2,0,0,,2,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,15,15,25,80,0,"Tadic, Dusan - SOU",M,1,1,1,,0,0,0,2,10,0,0,0,3,3,3,0,9,0,0,,FA,0,0,,,,,1,0,5,4,0,0
SOU,"PellՌ, Graziano",0,0,0,0,0,0,0,0,3,0,0,0,26,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,5,0,4,5,1,1,0,0,0,0,0,1,1,1,2,0,2,,0,,0,1,1,0,,,0,3,0,0,90,,1,1,1,0,0,,0,,0,,17,17,39,66.7,0,"PellՌ, Graziano - SOU",F,1,1,1,,0,0,0.5,0,11,1,0,0,2,2,2,0,9,1,1,,FA,0,0,,,,,1,0,0,0,0,1
MUN,"Schneiderlin, Morgan",0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,5,6,5,5,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,3,0,0,90,,0,0,0,0,0,,0,,0,,8,8,51,86.3,0,"Schneiderlin, Morgan - MUN",M,0,0,0,,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,,FA,0,0,,,,,0,0,4,4,1,0
WHU,"Sakho, Diafra",0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,9,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,3,3,1,1,21,0,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,0,89,,0,0,0,0,0,,0,,0,,17,17,17,35.3,0,"Sakho, Diafra - WHU",F,0,0,0,,0,0,0.5,0,2,1,0,0,2,2,2,0,20,1,1,,FA,1,0,,,,,0,0,1,1,1,0
BOUR,"Elphick, Tommy",0,0,0,0,0,0,0,0,3,0,0,0,46,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,0,0,0,4,0,1,5,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,,0,1,1,0,,,0,3,1,1,90,,0,0,0,0,0,,0,,0,,6,4,50,92,0,"Elphick, Tommy - BOUR",D,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,7,7,0,0,,FA,0,0,,,,,0,0,0,0,0,0
CHE,"Cahill, Gary",0,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,5,1,1,0,5,0,2,5,2,2,0,0,0,0,0,0,0,0,2,2,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,13,11,35,71.4,0,"Cahill, Gary - CHE",D,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,17,17,0,0,,FA,0,0,,,,,1,0,0,0,0,0
WHU,"Ogbonna, Angelo",0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,7,4,0,0,0,1,0,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,0,90,,0,0,0,0,0,,0,,0,,12,9,31,74.2,0,"Ogbonna, Angelo - WHU",D,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,,FA,0,0,,,,,0,0,4,3,1,1
STK,"Van Ginkel, Marco",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,2,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,,0,1,1,0,,,0,2,0,1,90,,0,0,0,0,0,,0,,0,,19,19,42,73.8,0,"Van Ginkel, Marco - STK",M,0,0,0,,0,0,0,1,8,0,0,0,2,2,2,0,8,0,0,,FA,0,0,,,,,0,0,1,1,0,0
NOR,"Dorrans, Graham",0,0,0,0,0,0,0,0,1,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,2,0,0,0,2,2,0,0,0,2,0,0,,2,,0,1,1,0,,,0,2,0,1,80,,0,0,0,0,0,,0,,0,,7,7,57,89.5,0,"Dorrans, Graham - NOR",M,0,0,0,,0,0,0,0,16,0,0,0,1,1.1,1,0,7,0,0,,FA,1,0,,,,,0,0,0,0,0,0
LIV,"Lovren, Dejan",0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,12,8,1,1,0,1,0,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,9,5,40,87.5,0,"Lovren, Dejan - LIV",D,0,0,0,,0,0,1,0,2,1,0,0,1,1,1,7,7,1,1,,FA,0,0,,,,,0,0,0,0,1,1
MUN,"Mata, Juan",0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,5,0,4,3,1,1,0,0,1,3,3,0,0,0,0,0,0,,0,,0,1,1,0,,,0,4,0,0,90,,0,0,0,0,0,,0,,0,,12,11,43,83.7,0,"Mata, Juan - MUN",M,0,0,0,,0,0,0,2,14,0,0,0,3,3,3,0,9,0,0,,FA,0,0,,,,,0,0,0,0,1,1
STK,"Adam, Charlie",0,0,0,0,0,2,0,0,1,0,0,0,28,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0,3,4,0,4,5,1,1,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,0,0,1,78,,0,0,0,0,0,,0,,0,,23,23,45,62.2,0,"Adam, Charlie - STK",M,0,0,0,,0,0,0,0,6,0,0,0,2,2.3,2,0,7,0,0,,FA,1,0,,,,,0,0,2,1,0,1
NOR,"Bassong, Sebastien",0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,0,3,3,0,,0,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,7,6,45,86.7,0,"Bassong, Sebastien - NOR",D,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,11,11,0,0,,FA,0,0,,,,,0,0,1,1,0,0
WHU,"Noble, Mark",0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,0,5,0,4,9,1,1,0,0,0,6,6,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,90,,0,0,0,0,0,,0,,0,,7,7,41,87.8,0,"Noble, Mark - WHU",M,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,22,0,0,,FA,0,0,,,,,0,0,1,1,1,1
MCI,"Sterling, Raheem",0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,1,3,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,,0,,0,1,1,0,,,0,1,0,0,74,,0,0,0,0,0,,0,,0,,13,13,50,86,0,"Sterling, Raheem - MCI",F,0,0,0,,0,0,1,0,19,2,0,0,2,2.4,2,0,4,2.4,2,,FA,1,0,,,,,0,0,1,1,1,0
SUN,"Larsson, Sebastian",0,0,0,0,0,2,0,0,1,0,0,0,34,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,4,1,0,0,6,0,0,0,0,0,1,1,0,0,0,4,0,0,,4,,0,1,1,0,,,0,1,0,1,90,,0,0,0,0,0,,0,,0,,9,9,40,85,0,"Larsson, Sebastian - SUN",M,0,0,0,,0,0,0,1,5,0,0,0,1,1,1,0,20,0,0,,FA,0,0,,,,,0,0,2,2,0,0
LEIC,"Okazaki, Shinji ",0,0,0,0,0,0,0,0,5,0,0,0,22,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,15,0,1,11,1,1,0,0,0,4,4,0,0,0,2,0,2,,0,,0,1,1,0,,,0,2,0,0,90,,0,0,0,0,0,,0,,0,,14,14,25,88,0,"Okazaki, Shinji - LEIC",F,0,0,0,,0,0,0,2,7,0,0,0,2,2,2,0,11,0,0,,WW,0,0,,,,,0,0,2,1,1,0
CRY,"Cabaye, Yohan",0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,2,1,1,0,3,7,0,2,5,2,2,0,0,0,1,1,1,1,1,1,0,0,,1,,0,1,1,0,,,0,4,0,0,90,,0,0,0,0,0,,0,,0,,12,11,27,85.2,0,"Cabaye, Yohan - CRY",M,1,1,1,,0,0,1,0,8,2,0,0,2,2,2,0,17,2,2,,FA,0,0,,,,,0,0,4,4,1,0
